HOUSE_MANAGE_NO,HOUSE_TY,LTTOT_TOP_AMOUNT,MODEL_NO,PBLANC_NO,SPSPLY_HSHLDCO,SUPLY_AR,SUPLY_HSHLDCO
2022910318,074.9916 ,56985,02,2022910318,0,,2
2022910318,084.9901B,62448,03,2022910318,0,,2
2022910317,084.5448A,82999,01,2022910317,0,,3
2022910317,084.0690D,80177,02,2022910317,0,,3
2022910317,084.0070E,84928,03,2022910317,0,,6
2022910317,084.9168H,85313,04,2022910317,0,,2
2022910316,033.6443 ,49300,01,2022910316,0,,5
2022910316,034.4916 ,47900,02,2022910316,0,,6
2022910316,035.2843 ,53000,03,2022910316,0,,4
2022910316,036.9845 ,44700,04,2022910316,0,,6
2022910316,037.3188 ,46400,05,2022910316,0,,11
2022910316,038.6542 ,50700,06,2022910316,0,,5
2022910316,040.2940 ,57600,07,2022910316,0,,4
2022910316,042.3840 ,54200,08,2022910316,0,,5
2022910316,042.3840A,56900,09,2022910316,0,,14
2022910316,043.1175 ,55300,10,2022910316,0,,3
2022910316,043.1460 ,57400,11,2022910316,0,,3
2022910316,048.0152 ,60700,12,2022910316,0,,1
2022910316,061.1445 ,78500,13,2022910316,0,,1
2022910316,067.9480 ,80900,14,2022910316,0,,1
2022910315,058.1300B,79380,01,2022910315,0,,8
2022910315,059.8000 ,81180,02,2022910315,0,,13
2022910315,122.5100F,173596,03,2022910315,0,,2
2022910314,035.7100 ,45000,01,2022910314,0,,1
2022910314,038.3400 ,45000,02,2022910314,0,,1
2022910314,056.4500 ,59900,03,2022910314,0,,2
2022910313,067.9639 ,86000,01,2022910313,0,,9
2022910313,084.5396A,109500,02,2022910313,0,,90
2022910313,084.8949B,109700,03,2022910313,0,,30
2022910312,084.9900A,43410,01,2022910312,0,,6
2022910312,084.9800B,43730,02,2022910312,0,,5
2022910311,084.9027A,52100,01,2022910311,0,,140
2022910311,084.8382E,52300,02,2022910311,0,,102
2022910311,084.9858H,50900,03,2022910311,0,,39
2022910311,084.9836I,50800,04,2022910311,0,,89
2022910310,084.9833F,89700,01,2022910310,0,,1
2022910310,097.8381T,109900,02,2022910310,0,,1
2022910309,059.1638B,87800,01,2022910309,0,,1
2022910309,059.8811D,88500,02,2022910309,0,,1
2022910309,068.5534A,74700,03,2022910309,0,,5
2022910309,068.7601C,78800,04,2022910309,0,,5
2022910308,074.9423A,67828,01,2022910308,0,,5
2022910308,074.8978E,66786,02,2022910308,0,,10
2022910307,081.8348 ,57600,01,2022910307,0,,11
2022910306,084.9977A,54280,01,2022910306,0,,99
2022910306,084.9909B,54210,02,2022910306,0,,6
2022910306,084.9921C,54910,03,2022910306,0,,18
2022910306,101.6160A,60120,04,2022910306,0,,2
2022910306,101.6115B,66250,05,2022910306,0,,3
2022910305,049.6829 ,46040,01,2022910305,0,,23
2022910305,059.8384A,56360,02,2022910305,0,,44
2022910305,059.9933B,55490,03,2022910305,0,,48
2022910304,084.9027A,52100,01,2022910304,0,,125
2022910304,084.8382E,52300,02,2022910304,0,,84
2022910304,084.9858H,50900,03,2022910304,0,,80
2022910304,084.9836I,50800,04,2022910304,0,,108
2022910303,084.4066C,71970,01,2022910303,0,,8
2022910302,084.9503A,75530,01,2022910302,0,,2
2022910302,084.4066C,73640,02,2022910302,0,,8
2022910302,084.8119D,73390,03,2022910302,0,,7
2022910301,018.6585A,21000,01,2022910301,0,,1
2022910301,023.3354A,29000,02,2022910301,0,,1
2022910301,024.3350 ,27000,03,2022910301,0,,3
2022910301,056.7067B,77190,04,2022910301,0,,1
2022910301,058.9672 ,80660,05,2022910301,0,,1
2022910301,059.9906A,87910,06,2022910301,0,,16
2022910300,059.9513C,40597,01,2022910300,0,,1
2022910299,059.9871B,46738,01,2022910299,0,,3
2022910299,074.9916 ,56985,02,2022910299,0,,2
2022910299,084.9916A,62787,03,2022910299,0,,15
2022910299,084.9901B,62448,04,2022910299,0,,1
2022910298,059.6948A,41570,01,2022910298,0,,4
2022910298,059.4525B,39730,02,2022910298,0,,14
2022910297,084.9911A,42560,01,2022910297,0,,3
2022910296,084.9577A,86200,01,2022910296,0,,1
2022910296,084.9833F,89700,02,2022910296,0,,1
2022910296,097.8381T,109900,03,2022910296,0,,1
2022910296,104.7358T,124600,04,2022910296,0,,1
2022910295,059.9161 ,31770,01,2022910295,0,,87
2022910294,084.9709A,53800,01,2022910294,0,,46
2022910294,084.9709P,69900,02,2022910294,0,,20
2022910293,060.9555A,88762,01,2022910293,0,,1
2022910292,084.9608A,42700,01,2022910292,0,,174
2022910292,084.9612B,42850,02,2022910292,0,,106
2022910291,241.9579 ,255100,01,2022910291,0,,1
2022910291,244.7751 ,380700,02,2022910291,0,,1
2022910290,035.7100 ,45000,01,2022910290,0,,1
2022910290,038.3400 ,45000,02,2022910290,0,,1
2022910290,056.4500 ,59900,03,2022910290,0,,2
2022910289,054.9900A,38270,01,2022910289,0,,21
2022910289,054.9900B,38270,02,2022910289,0,,9
2022910289,059.9900A,41560,03,2022910289,0,,9
2022910289,059.9900B,41560,04,2022910289,0,,5
2022910289,067.0400 ,44600,05,2022910289,0,,2
2022910289,074.9900B,46540,06,2022910289,0,,2
2022910288,060.4200A,58970,01,2022910288,0,,4
2022910287,049.9929B,31713,01,2022910287,0,,3
2022910287,097.8993A,61216,02,2022910287,0,,1
2022910286,074.9423A,67828,01,2022910286,0,,6
2022910286,074.8978E,66786,02,2022910286,0,,10
2022910285,084.8692B,79500,01,2022910285,0,,9
2022910284,084.8962A,41760,01,2022910284,0,,15
2022910284,084.3790B,40280,02,2022910284,0,,9
2022910284,084.3170C,40280,03,2022910284,0,,7
2022910284,084.8032D,40470,04,2022910284,0,,9
2022910283,049.8886D,35160,01,2022910283,0,,1
2022910283,077.8199 ,62290,02,2022910283,0,,127
2022910283,083.2512A,63920,03,2022910283,0,,28
2022910283,083.2508B,64710,04,2022910283,0,,27
2022910282,048.3497 ,31880,01,2022910282,0,,28
2022910282,057.3827 ,37650,02,2022910282,0,,10
2022910282,066.3287 ,43410,03,2022910282,0,,14
2022910282,067.3423 ,44430,04,2022910282,0,,25
2022910282,073.7630 ,47710,05,2022910282,0,,51
2022910281,059.8997A,43230,01,2022910281,0,,43
2022910281,059.8997B,42490,02,2022910281,0,,25
2022910280,058.1300B,79380,01,2022910280,0,,8
2022910280,059.8000 ,81180,02,2022910280,0,,13
2022910280,122.5100F,173596,03,2022910280,0,,2
2022910279,059.1669A,87600,01,2022910279,0,,3
2022910279,059.1638B,87800,02,2022910279,0,,1
2022910279,059.8811D,88500,03,2022910279,0,,1
2022910279,068.5534A,74700,04,2022910279,0,,5
2022910279,068.7601C,78800,05,2022910279,0,,5
2022910279,068.7509D,79000,06,2022910279,0,,5
2022910279,068.7390F,78800,07,2022910279,0,,3
2022910278,060.9555A,88762,01,2022910278,0,,1
2022910277,059.7894A,23022,01,2022910277,0,,10
2022910277,059.9654B,23057,02,2022910277,0,,3
2022910276,044.5600C,29940,01,2022910276,0,,7
2022910276,061.6900B,51000,02,2022910276,0,,1
2022910276,066.8500D,46220,03,2022910276,0,,10
2022910276,075.9700G,59000,04,2022910276,0,,1
2022910275,084.9865A,42360,01,2022910275,0,,68
2022910275,084.9879B,42270,02,2022910275,0,,73
2022910275,084.9847C,42700,03,2022910275,0,,73
2022910274,032.4584A,29806,01,2022910274,0,,7
2022910274,032.7470B,29937,02,2022910274,0,,20
2022910274,059.3215A,59863,03,2022910274,0,,51
2022910274,059.4882B,59896,04,2022910274,0,,10
2022910274,059.0208C,59723,05,2022910274,0,,9
2022910273,059.8552A,41280,01,2022910273,0,,1
2022910272,059.9307A,40620,01,2022910272,0,,5
2022910272,059.9513B,40568,02,2022910272,0,,16
2022910272,059.9513C,40597,03,2022910272,0,,1
2022910272,076.6671 ,50277,04,2022910272,0,,4
2022910272,084.8943 ,55424,05,2022910272,0,,14
2022910271,059.9800A,40900,01,2022910271,0,,212
2022910271,059.5100B,37900,02,2022910271,0,,33
2022910271,084.5500A,58600,03,2022910271,0,,15
2022910271,084.9500B,56000,04,2022910271,0,,9
2022910270,059.9871B,46738,01,2022910270,0,,11
2022910270,074.9916 ,56985,02,2022910270,0,,8
2022910270,084.9916A,62787,03,2022910270,0,,21
2022910270,084.9901B,62448,04,2022910270,0,,1
2022910269,081.8348 ,57600,01,2022910269,0,,12
2022910268,018.6585A,21000,01,2022910268,0,,1
2022910268,018.5019C,21000,02,2022910268,0,,2
2022910268,023.3354A,29000,03,2022910268,0,,1
2022910268,024.3350 ,27000,04,2022910268,0,,3
2022910268,056.7067A,77890,05,2022910268,0,,1
2022910268,056.7067B,77190,06,2022910268,0,,1
2022910268,058.9672 ,80660,07,2022910268,0,,1
2022910268,059.9906A,87910,08,2022910268,0,,16
2022910267,059.9627A,41100,01,2022910267,0,,67
2022910267,059.9749B,40700,02,2022910267,0,,37
2022910266,075.8879A,64550,01,2022910266,0,,35
2022910266,075.8638B,62020,02,2022910266,0,,14
2022910266,084.9899A,71990,03,2022910266,0,,22
2022910266,084.9913B,73350,04,2022910266,0,,22
2022910265,084.4066C,71970,01,2022910265,0,,9
2022910264,084.9503A,75530,01,2022910264,0,,2
2022910264,084.4066C,73640,02,2022910264,0,,9
2022910264,084.8119D,73390,03,2022910264,0,,12
2022910263,084.9911A,42560,01,2022910263,0,,4
2022910262,084.4666A,62424,01,2022910262,0,,9
2022910262,084.2149B,59736,02,2022910262,0,,10
2022910262,122.0903 ,83636,03,2022910262,0,,3
2022910262,140.4553 ,88857,04,2022910262,0,,2
2022910261,059.8552A,41280,01,2022910261,0,,1
2022910261,059.9857B,44050,02,2022910261,0,,1
2022910260,059.9575A,33444,01,2022910260,0,,9
2022910260,059.6939B,32170,02,2022910260,0,,2
2022910260,071.9519 ,39447,03,2022910260,0,,1
2022910260,084.9398A,46630,04,2022910260,0,,9
2022910260,084.8116B,46043,05,2022910260,0,,6
2022910259,084.0726A,49660,01,2022910259,0,,3
2022910259,084.4015B,50000,02,2022910259,0,,1
2022910258,084.9694A,35010,01,2022910258,0,,23
2022910257,071.6421B,63776,01,2022910257,0,,8
2022910257,074.9423A,67828,02,2022910257,0,,6
2022910257,074.8978E,66786,03,2022910257,0,,10
2022910256,114.9694 ,128000,01,2022910256,0,,23
2022910255,035.9402A,57426,01,2022910255,0,,5
2022910255,060.9555A,88762,02,2022910255,0,,1
2022910254,084.8550A,68600,01,2022910254,0,,19
2022910254,084.9760B,67700,02,2022910254,0,,47
2022910254,098.9850B,79800,03,2022910254,0,,20
2022910253,080.8489A,108415,01,2022910253,0,,26
2022910253,084.8655A,115003,02,2022910253,0,,28
2022910253,084.9706B,114924,03,2022910253,0,,16
2022910252,047.8109F,30547,01,2022910252,0,,8
2022910252,057.8140E,36483,02,2022910252,0,,13
2022910252,083.2828B,54482,03,2022910252,0,,8
2022910251,035.7100 ,45000,01,2022910251,0,,1
2022910251,038.3400 ,45000,02,2022910251,0,,1
2022910251,056.4500 ,59900,03,2022910251,0,,2
2022910250,084.9577A,86200,01,2022910250,0,,1
2022910250,084.9833F,89700,02,2022910250,0,,1
2022910250,097.8381T,109900,03,2022910250,0,,1
2022910250,104.7358T,124600,04,2022910250,0,,1
2022910249,066.2029A,52500,01,2022910249,0,,17
2022910249,066.7633B,52820,02,2022910249,0,,9
2022910249,084.8726 ,65850,03,2022910249,0,,27
2022910249,084.9103A,66460,04,2022910249,0,,17
2022910249,084.8186B,63460,05,2022910249,0,,2
2022910248,084.8962A,41760,01,2022910248,0,,16
2022910248,084.3790B,40280,02,2022910248,0,,10
2022910248,084.3170C,40280,03,2022910248,0,,8
2022910248,084.8032D,40470,04,2022910248,0,,9
2022910247,076.5620B,45095,01,2022910247,0,,3
2022910247,084.1218A,51399,02,2022910247,0,,6
2022910246,084.9840 ,45439,01,2022910246,0,,4
2022910245,060.4200A,58970,01,2022910245,0,,9
2022910244,049.9929B,31713,01,2022910244,0,,3
2022910244,097.8993A,61216,02,2022910244,0,,1
2022910243,059.1669A,87600,01,2022910243,0,,3
2022910243,059.1638B,87800,02,2022910243,0,,1
2022910243,059.5063C,88000,03,2022910243,0,,2
2022910243,059.8811D,88500,04,2022910243,0,,1
2022910243,060.5723E,88400,05,2022910243,0,,1
2022910243,061.7919F,87800,06,2022910243,0,,1
2022910243,068.5534A,74700,07,2022910243,0,,6
2022910243,068.5501B,79700,08,2022910243,0,,3
2022910243,068.7601C,78800,09,2022910243,0,,5
2022910243,068.7509D,79000,10,2022910243,0,,5
2022910243,068.6006E,77400,11,2022910243,0,,3
2022910243,068.7390F,78800,12,2022910243,0,,3
2022910242,059.9932 ,45000,01,2022910242,0,,29
2022910242,084.9692A,63000,02,2022910242,0,,5
2022910242,084.9638B,64000,03,2022910242,0,,10
2022910242,084.9513C,61000,04,2022910242,0,,17
2022910242,084.9443D,62000,05,2022910242,0,,8
2022910241,059.9902A,46280,01,2022910241,0,,10
2022910241,059.9877C,45930,02,2022910241,0,,4
2022910241,074.9966A,57750,03,2022910241,0,,36
2022910241,074.9909B,57360,04,2022910241,0,,19
2022910241,084.9634A,62810,05,2022910241,0,,29
2022910241,084.9390B,62260,06,2022910241,0,,30
2022910240,084.2472A,44150,01,2022910240,0,,18
2022910239,084.8680C,38520,01,2022910239,0,,1
2022910238,084.8692B,79500,01,2022910238,0,,9
2022910237,084.8616A,52900,01,2022910237,0,,129
2022910237,084.9857B,52300,02,2022910237,0,,65
2022910237,084.8802C,52900,03,2022910237,0,,17
2022910236,084.9996A,51500,01,2022910236,0,,32
2022910236,084.9949B,48410,02,2022910236,0,,31
2022910236,084.9930C,51500,03,2022910236,0,,66
2022910235,058.8500A,80720,01,2022910235,0,,16
2022910235,058.1300B,79380,02,2022910235,0,,8
2022910235,058.0900C,79410,03,2022910235,0,,21
2022910235,059.8000 ,81180,04,2022910235,0,,13
2022910235,122.5100F,173596,05,2022910235,0,,2
2022910234,044.5600C,29940,01,2022910234,0,,7
2022910234,061.6900B,51000,02,2022910234,0,,1
2022910234,066.8500D,46220,03,2022910234,0,,10
2022910234,075.9700G,59000,04,2022910234,0,,1
2022910233,084.9520A,48584,01,2022910233,0,,2
2022910232,084.7684A,58100,01,2022910232,0,,1
2022910231,084.9404A,59900,01,2022910231,0,,51
2022910231,084.9364B,65700,02,2022910231,0,,2
2022910230,241.9579 ,255100,01,2022910230,0,,1
2022910230,244.7751 ,380700,02,2022910230,0,,1
2022910229,077.1786 ,54600,01,2022910229,0,,9
2022910229,081.8348 ,57600,02,2022910229,0,,12
2022910228,112.6000C,79860,01,2022910228,0,,2
2022910228,188.0502 ,183243,02,2022910228,0,,1
2022910227,084.7270A,56180,01,2022910227,0,,1
2022910227,113.1556A,131970,02,2022910227,0,,2
2022910226,059.8552A,42160,01,2022910226,0,,2
2022910226,059.9857B,44050,02,2022910226,0,,2
2022910226,072.6558A,52200,03,2022910226,0,,1
2022910225,039.6513A,37100,01,2022910225,0,,10
2022910225,043.6843B,46220,02,2022910225,0,,15
2022910225,044.2024C,46690,03,2022910225,0,,16
2022910225,045.2719D,44690,04,2022910225,0,,16
2022910225,048.2207F,47320,05,2022910225,0,,5
2022910225,049.7145E,48800,06,2022910225,0,,8
2022910225,054.0307I,52210,07,2022910225,0,,14
2022910225,057.7775H,60330,08,2022910225,0,,15
2022910225,063.7924J,61390,09,2022910225,0,,8
2022910225,063.4007K,60940,10,2022910225,0,,8
2022910225,064.9250G,67830,11,2022910225,0,,14
2022910224,131.8877 ,92521,01,2022910224,0,,1
2022910223,018.6585A,21000,01,2022910223,0,,1
2022910223,018.5019C,21000,02,2022910223,0,,2
2022910223,023.3354A,29000,03,2022910223,0,,1
2022910223,024.3350 ,27000,04,2022910223,0,,3
2022910223,056.7067A,77890,05,2022910223,0,,1
2022910223,056.7067B,77190,06,2022910223,0,,1
2022910223,058.9672 ,80660,07,2022910223,0,,1
2022910223,059.9906A,87910,08,2022910223,0,,16
2022910222,084.9911A,42560,01,2022910222,0,,28
2022910221,084.9916A,47000,01,2022910221,0,,250
2022910220,084.8908A,67700,01,2022910220,0,,1
2022910219,037.5200 ,29000,01,2022910219,0,,13
2022910219,047.1400 ,35500,02,2022910219,0,,17
2022910219,053.3900 ,39000,03,2022910219,0,,18
2022910219,054.0100 ,39800,04,2022910219,0,,15
2022910218,035.9402A,57426,01,2022910218,0,,5
2022910218,035.1390B,53551,02,2022910218,0,,9
2022910218,046.8655 ,64086,03,2022910218,0,,1
2022910218,048.3824 ,84720,04,2022910218,0,,18
2022910218,050.1828 ,81022,05,2022910218,0,,2
2022910218,051.7184A,86441,06,2022910218,0,,1
2022910218,051.5067B,79858,07,2022910218,0,,6
2022910218,051.5526C,80555,08,2022910218,0,,9
2022910218,052.9863 ,81606,09,2022910218,0,,1
2022910218,054.1179 ,85912,10,2022910218,0,,5
2022910218,055.7880A,86030,11,2022910218,0,,3
2022910218,055.5117B,85827,12,2022910218,0,,6
2022910218,056.9430 ,83546,13,2022910218,0,,1
2022910218,060.9555A,88762,14,2022910218,0,,1
2022910218,060.2749B,87869,15,2022910218,0,,6
2022910217,067.9792A,34580,01,2022910217,0,,1
2022910216,084.4066C,71970,01,2022910216,0,,11
2022910216,105.4911A,87520,02,2022910216,0,,17
2022910216,105.7800B,87520,03,2022910216,0,,15
2022910215,084.9503A,75530,01,2022910215,0,,4
2022910215,084.4066C,73640,02,2022910215,0,,17
2022910215,084.8119D,73390,03,2022910215,0,,21
2022910215,105.4911A,89560,04,2022910215,0,,36
2022910215,105.7800B,89560,05,2022910215,0,,20
2022910214,071.6421B,63776,01,2022910214,0,,9
2022910214,074.9423A,67828,02,2022910214,0,,8
2022910214,074.9945C,66096,03,2022910214,0,,8
2022910214,074.9928D,63360,04,2022910214,0,,1
2022910214,074.8978E,66786,05,2022910214,0,,10
2022910214,074.8978W,64755,06,2022910214,0,,6
2022910213,065.4427B,42200,01,2022910213,0,,4
2022910212,080.8489A,108415,01,2022910212,0,,27
2022910212,084.8655A,115003,02,2022910212,0,,31
2022910212,084.9706B,114924,03,2022910212,0,,16
2022910211,123.5670 ,84390,01,2022910211,0,,3
2022910210,059.9575A,33444,01,2022910210,0,,10
2022910210,059.6939B,32170,02,2022910210,0,,2
2022910210,071.9519 ,39447,03,2022910210,0,,1
2022910210,084.9398A,46630,04,2022910210,0,,9
2022910210,084.8116B,46043,05,2022910210,0,,6
2022910209,049.9929B,32327,01,2022910209,0,,3
2022910209,059.7592A,39947,02,2022910209,0,,30
2022910209,059.9022B,41219,03,2022910209,0,,11
2022910209,059.6159C,41378,04,2022910209,0,,9
2022910209,097.8993A,63616,05,2022910209,0,,1
2022910208,035.7100 ,45000,01,2022910208,0,,1
2022910208,038.3400 ,45000,02,2022910208,0,,1
2022910208,050.4600 ,57000,03,2022910208,0,,1
2022910208,056.4500 ,59900,04,2022910208,0,,1
2022910207,060.4200A,58970,01,2022910207,0,,18
2022910207,060.7500B,62050,02,2022910207,0,,2
2022910207,078.4200 ,76950,03,2022910207,0,,43
2022910206,039.9368 ,49000,01,2022910206,0,,35
2022910205,084.0726A,49660,01,2022910205,0,,3
2022910205,084.4015B,50000,02,2022910205,0,,2
2022910204,059.9600 ,38990,01,2022910204,0,,1
2022910204,062.9017A,43140,02,2022910204,0,,14
2022910204,084.6823 ,57940,03,2022910204,0,,5
2022910203,084.9633A,83400,01,2022910203,0,,8
2022910203,084.8692B,79500,02,2022910203,0,,9
2022910202,084.9916A,46600,01,2022910202,0,,95
2022910202,084.9961C,44900,02,2022910202,0,,21
2022910201,084.7684A,58100,01,2022910201,0,,1
2022910200,066.9397 ,43500,01,2022910200,0,,18
2022910200,084.9298 ,55190,02,2022910200,0,,34
2022910199,046.4455 ,26500,01,2022910199,0,,5
2022910199,057.0878 ,33500,02,2022910199,0,,12
2022910197,058.8500A,80720,01,2022910197,0,,17
2022910197,058.1300B,79380,02,2022910197,0,,8
2022910197,058.0900C,79410,03,2022910197,0,,21
2022910197,059.8000 ,81180,04,2022910197,0,,15
2022910197,122.5100F,173596,05,2022910197,0,,2
2022910196,059.8552A,44790,01,2022910196,0,,9
2022910196,059.9857B,44050,02,2022910196,0,,6
2022910196,072.6558A,52200,03,2022910196,0,,3
2022910196,072.9771B,52190,04,2022910196,0,,1
2022910195,084.2472A,44750,01,2022910195,0,,20
2022910194,065.4427B,42200,01,2022910194,0,,4
2022910193,018.6585A,21000,01,2022910193,0,,1
2022910193,018.5019C,21000,02,2022910193,0,,2
2022910193,020.6650C,21800,03,2022910193,0,,2
2022910193,023.3354A,29000,04,2022910193,0,,1
2022910193,024.3350 ,27000,05,2022910193,0,,3
2022910193,026.6863 ,31000,06,2022910193,0,,1
2022910193,056.7067A,77890,07,2022910193,0,,1
2022910193,056.7067B,77190,08,2022910193,0,,1
2022910193,058.9672 ,80660,09,2022910193,0,,1
2022910193,059.9906A,87910,10,2022910193,0,,16
2022910192,084.9577A,83600,01,2022910192,0,,1
2022910192,097.8381T,109900,02,2022910192,0,,1
2022910192,104.7358T,124600,03,2022910192,0,,1
2022910191,071.8196B,53450,01,2022910191,0,,3
2022910190,077.1786 ,54600,01,2022910190,0,,9
2022910190,081.8348 ,57600,02,2022910190,0,,12
2022910189,084.8500H,68400,01,2022910189,0,,8
2022910188,059.6236A,42700,01,2022910188,0,,1
2022910187,059.1269A,37773,01,2022910187,0,,3
2022910187,059.1771B,37662,02,2022910187,0,,1
2022910187,084.5341A,52529,03,2022910187,0,,4
2022910186,044.5600C,29940,01,2022910186,0,,7
2022910186,059.7300B,44680,02,2022910186,0,,10
2022910186,061.6900B,51000,03,2022910186,0,,1
2022910186,066.8500D,46220,04,2022910186,0,,10
2022910186,075.9700G,59000,05,2022910186,0,,1
2022910185,059.9568 ,32760,01,2022910185,0,,1
2022910184,077.3296A,29750,01,2022910184,0,,7
2022910184,084.4425A,38020,02,2022910184,0,,54
2022910184,084.8701B,37410,03,2022910184,0,,44
2022910184,084.9398C,33400,04,2022910184,0,,6
2022910184,130.3579A,59300,05,2022910184,0,,17
2022910184,151.4775A,89300,06,2022910184,0,,1
2022910183,084.7967A,76610,01,2022910183,0,,18
2022910183,084.8690B,76500,02,2022910183,0,,17
2022910183,230.8322P,211963,03,2022910183,0,,1
2022910182,080.8489A,108415,01,2022910182,0,,33
2022910182,084.8655A,115003,02,2022910182,0,,33
2022910182,084.9706B,114924,03,2022910182,0,,16
2022910181,049.9929B,32327,01,2022910181,0,,4
2022910181,059.7592A,39947,02,2022910181,0,,32
2022910181,059.9022B,41219,03,2022910181,0,,11
2022910181,059.6159C,41378,04,2022910181,0,,13
2022910181,097.8993A,63610,05,2022910181,0,,1
2022910180,101.9948A,49100,01,2022910180,0,,14
2022910180,101.9680B,48220,02,2022910180,0,,13
2022910180,125.6847A,59950,03,2022910180,0,,71
2022910179,076.5620B,45095,01,2022910179,0,,3
2022910179,084.1218A,51399,02,2022910179,0,,7
2022910178,112.6000C,79860,01,2022910178,0,,2
2022910178,188.0502 ,183243,02,2022910178,0,,1
2022910177,035.7100 ,45000,01,2022910177,0,,1
2022910177,038.3400 ,45000,02,2022910177,0,,1
2022910177,050.4600 ,57000,03,2022910177,0,,1
2022910177,056.4500 ,59900,04,2022910177,0,,2
2022910176,241.9579 ,255100,01,2022910176,0,,1
2022910176,244.7751 ,380700,02,2022910176,0,,1
2022910175,084.0726A,50620,01,2022910175,0,,6
2022910175,084.4015B,50000,02,2022910175,0,,2
2022910174,084.9633A,83400,01,2022910174,0,,10
2022910174,084.8692B,79500,02,2022910174,0,,11
2022910173,030.6774A,22100,01,2022910173,0,,1
2022910173,030.8840B,22100,02,2022910173,0,,15
2022910173,080.5509B,58200,03,2022910173,0,,1
2022910173,084.7684A,61800,04,2022910173,0,,3
2022910173,084.9324B,65500,05,2022910173,0,,1
2022910173,084.4891C,66100,06,2022910173,0,,1
2022910172,065.4427B,42200,01,2022910172,0,,8
2022910171,084.9577A,83600,01,2022910171,0,,1
2022910171,097.8381T,109900,02,2022910171,0,,1
2022910171,104.7358T,124600,03,2022910171,0,,1
2022910171,141.9062T,176800,04,2022910171,0,,2
2022910170,084.9971A,39940,01,2022910170,0,,135
2022910170,084.9941B,39940,02,2022910170,0,,43
2022910168,084.9918A,115654,01,2022910168,0,,218
2022910167,084.2472A,44750,01,2022910167,0,,22
2022910166,044.5600C,29940,01,2022910166,0,,7
2022910166,059.3300A,44470,02,2022910166,0,,8
2022910166,059.7300B,44680,03,2022910166,0,,10
2022910166,061.6900B,51000,04,2022910166,0,,1
2022910166,061.1200E,44860,05,2022910166,0,,10
2022910166,066.8500D,46220,06,2022910166,0,,10
2022910166,075.9700G,59000,07,2022910166,0,,1
2022910165,077.1786 ,54600,01,2022910165,0,,9
2022910165,081.8348 ,57600,02,2022910165,0,,12
2022910164,054.5200A,69330,01,2022910164,0,,3
2022910164,054.5600B,64660,02,2022910164,0,,1
2022910164,055.0800A,69820,03,2022910164,0,,3
2022910164,055.1800B,66160,04,2022910164,0,,1
2022910164,067.4400 ,85760,05,2022910164,0,,1
2022910164,068.3900 ,80760,06,2022910164,0,,1
2022910164,126.6200 ,153270,07,2022910164,0,,1
2022910163,071.8196B,53450,01,2022910163,0,,3
2022910162,037.5200 ,29000,01,2022910162,0,,13
2022910162,047.1400 ,35500,02,2022910162,0,,18
2022910162,053.3900 ,39000,03,2022910162,0,,18
2022910162,054.0100 ,39800,04,2022910162,0,,17
2022910161,059.9800C,25900,01,2022910161,0,,1
2022910161,084.0000D,34200,02,2022910161,0,,1
2022910160,039.9368 ,49000,01,2022910160,0,,36
2022910159,084.9965A,65580,01,2022910159,0,,1
2022910158,039.9969A,54488,01,2022910158,0,,3
2022910158,053.9850A,74256,02,2022910158,0,,21
2022910158,053.9875B,71963,03,2022910158,0,,1
2022910158,059.9877A,83210,04,2022910158,0,,11
2022910158,080.8489A,108415,05,2022910158,0,,46
2022910158,084.8655A,115003,06,2022910158,0,,36
2022910158,084.9706B,114924,07,2022910158,0,,21
2022910157,084.9908A,49550,01,2022910157,0,,44
2022910157,084.9856B,46850,02,2022910157,0,,19
2022910155,123.5670 ,84390,01,2022910155,0,,3
2022910154,059.1202A,82750,01,2022910154,0,,3
2022910153,018.6585A,21000,01,2022910153,0,,1
2022910153,018.9021B,21000,02,2022910153,0,,1
2022910153,018.5019C,21000,03,2022910153,0,,2
2022910153,020.6650C,21800,04,2022910153,0,,2
2022910153,023.3354A,29000,05,2022910153,0,,1
2022910153,024.3350 ,27000,06,2022910153,0,,3
2022910153,026.6863 ,31000,07,2022910153,0,,1
2022910153,056.7067A,77890,08,2022910153,0,,1
2022910153,056.7067B,77190,09,2022910153,0,,1
2022910153,058.9672 ,80660,10,2022910153,0,,1
2022910153,059.9906A,87910,11,2022910153,0,,19
2022910152,084.5448A,82999,01,2022910152,0,,3
2022910152,084.0690D,80177,02,2022910152,0,,3
2022910152,084.0070E,84928,03,2022910152,0,,6
2022910152,084.9168H,85313,04,2022910152,0,,2
2022910151,084.0726A,51650,01,2022910151,0,,14
2022910151,084.4015B,50510,02,2022910151,0,,4
2022910150,059.1269A,37773,01,2022910150,0,,17
2022910150,059.1771B,37662,02,2022910150,0,,1
2022910150,084.5341A,52529,03,2022910150,0,,10
2022910149,049.9971A,23920,01,2022910149,0,,9
2022910149,049.9339B,23500,02,2022910149,0,,6
2022910149,049.7875C,23660,03,2022910149,0,,10
2022910149,049.6681D,23230,04,2022910149,0,,3
2022910149,074.6981 ,31670,05,2022910149,0,,1
2022910148,065.0781A,42700,01,2022910148,0,,2
2022910148,065.4427B,42200,02,2022910148,0,,8
2022910147,241.9579 ,255100,01,2022910147,0,,1
2022910147,244.7751 ,380700,02,2022910147,0,,1
2022910146,084.9577A,91000,01,2022910146,0,,5
2022910146,097.8381T,109900,02,2022910146,0,,1
