HOUSE_MANAGE_NO,HOUSE_TY,LTTOT_TOP_AMOUNT,MODEL_NO,PBLANC_NO,SPSPLY_HSHLDCO,SUPLY_AR,SUPLY_HSHLDCO
2024910099,084.9198A,136640,01,2024910099,0,,14
2024910098,084.4858B,46780,01,2024910098,0,,1
2024910098,084.8445C,45850,02,2024910098,0,,1
2024910097,033.6443 ,49300,01,2024910097,0,,2
2024910097,035.2843 ,51600,02,2024910097,0,,1
2024910097,037.3188 ,46400,03,2024910097,0,,2
2024910097,043.1175 ,54300,04,2024910097,0,,1
2024910096,084.7870A,93980,01,2024910096,0,,1
2024910096,084.6140B,98380,02,2024910096,0,,7
2024910096,084.8790C,97900,03,2024910096,0,,2
2024910096,084.7300P,139000,04,2024910096,0,,1
2024910095,044.0651C,75580,01,2024910095,0,,3
2024910095,044.2781G,77020,02,2024910095,0,,3
2024910095,046.6786A,82040,03,2024910095,0,,8
2024910095,046.6786B,72020,04,2024910095,0,,2
2024910095,049.8697I,78000,05,2024910095,0,,7
2024910095,049.8917K,87540,06,2024910095,0,,4
2024910094,030.2694 ,30295,01,2024910094,0,,2
2024910094,033.6442 ,32160,02,2024910094,0,,2
2024910094,041.8783 ,42455,03,2024910094,0,,3
2024910094,055.8501 ,54475,04,2024910094,0,,1
2024910094,059.0930 ,54625,05,2024910094,0,,9
2024910093,059.9861 ,23658,01,2024910093,0,,2
2024910093,074.6957 ,32281,02,2024910093,0,,1
2024910092,059.8303P,36470,01,2024910092,0,,1
2024910092,084.9800P,47920,02,2024910092,0,,1
2024910091,084.9300B,112020,01,2024910091,0,,6
2024910091,084.8400C,111910,02,2024910091,0,,4
2024910091,102.9400B,136530,03,2024910091,0,,6
2024910090,084.9644A,43084,01,2024910090,0,,1
2024910089,053.9875B,72251,01,2024910089,0,,1
2024910088,084.9879A,57570,01,2024910088,0,,9
2024910088,084.9983B,57110,02,2024910088,0,,13
2024910088,084.9939C,56460,03,2024910088,0,,1
2024910087,056.7107 ,51150,01,2024910087,0,,20
2024910087,071.0210 ,61150,02,2024910087,0,,2
2024910086,074.9383A,42580,01,2024910086,0,,63
2024910086,074.9464B,42580,02,2024910086,0,,6
2024910085,084.9800A,59518,01,2024910085,0,,1
2024910084,022.1000 ,24450,01,2024910084,0,,6
2024910084,033.1875 ,37100,02,2024910084,0,,3
2024910084,035.8001 ,41700,03,2024910084,0,,3
2024910084,048.5913 ,55000,04,2024910084,0,,4
2024910083,084.9198A,138006,01,2024910083,0,,38
2024910082,084.5300C,56000,01,2024910082,0,,1
2024910082,107.4400B,83500,02,2024910082,0,,1
2024910081,030.2694 ,30295,01,2024910081,0,,2
2024910081,033.6442 ,33295,02,2024910081,0,,2
2024910081,041.8783 ,43855,03,2024910081,0,,2
2024910081,050.5169 ,45375,04,2024910081,0,,2
2024910081,055.8501 ,54175,05,2024910081,0,,1
2024910081,059.0930 ,54325,06,2024910081,0,,9
2024910080,084.9428A,38530,01,2024910080,0,,1
2024910080,084.9140B,38610,02,2024910080,0,,1
2024910079,037.3483 ,44600,01,2024910079,0,,2
2024910079,042.5476A,54000,02,2024910079,0,,30
2024910079,042.1014B,52500,03,2024910079,0,,56
2024910079,042.1500C,52300,04,2024910079,0,,14
2024910078,033.6443 ,47900,01,2024910078,0,,2
2024910078,037.3188 ,46400,02,2024910078,0,,2
2024910078,038.6542 ,50700,03,2024910078,0,,1
2024910078,043.1175 ,55300,04,2024910078,0,,1
2024910077,074.9981 ,30070,01,2024910077,0,,1
2024910076,037.4200 ,59182,01,2024910076,0,,9
2024910076,037.4100A,67900,02,2024910076,0,,2
2024910076,054.6400 ,83506,03,2024910076,0,,3
2024910076,054.6400A,94500,04,2024910076,0,,1
2024910076,059.8600A,95687,05,2024910076,0,,4
2024910076,059.9700B,94962,06,2024910076,0,,5
2024910076,059.5700C,106800,07,2024910076,0,,1
2024910076,059.6500D,105900,08,2024910076,0,,2
2024910075,084.9531B,43510,01,2024910075,0,,4
2024910074,084.9300B,115380,01,2024910074,0,,16
2024910074,084.8400C,115260,02,2024910074,0,,10
2024910074,102.9400B,136530,03,2024910074,0,,6
2024910073,112.9943 ,52360,01,2024910073,0,,26
2024910072,059.9861 ,24675,01,2024910072,0,,4
2024910072,074.6957 ,32281,02,2024910072,0,,1
2024910071,065.9800 ,51613,01,2024910071,0,,1
2024910071,070.4900 ,55639,02,2024910071,0,,1
2024910070,049.9644 ,37100,01,2024910070,0,,10
2024910070,059.9229A,44200,02,2024910070,0,,15
2024910070,059.9989B,43800,03,2024910070,0,,5
2024910070,059.8980C,43000,04,2024910070,0,,3
2024910070,074.8171A,50500,05,2024910070,0,,2
2024910069,037.7425 ,37280,01,2024910069,0,,2
2024910069,059.8924A,50380,02,2024910069,0,,15
2024910069,059.8924B,50380,03,2024910069,0,,8
2024910069,059.5839C,51840,04,2024910069,0,,5
2024910069,067.8698A,56200,05,2024910069,0,,2
2024910069,084.5725A,66950,06,2024910069,0,,1
2024910069,084.5725B,66950,07,2024910069,0,,2
2024910068,030.2694 ,30295,01,2024910068,0,,2
2024910068,033.6442 ,33295,02,2024910068,0,,2
2024910068,041.8783 ,42455,03,2024910068,0,,2
2024910068,050.5169 ,46375,04,2024910068,0,,4
2024910068,055.8501 ,54575,05,2024910068,0,,2
2024910068,059.0930 ,54325,06,2024910068,0,,8
2024910067,174.1730A,213940,01,2024910067,0,,2
2024910067,174.0227B,209570,02,2024910067,0,,1
2024910066,075.8256A,81550,01,2024910066,0,,4
2024910066,084.9602B,90330,02,2024910066,0,,16
2024910066,084.8897C,90590,03,2024910066,0,,7
2024910065,024.5533C,38850,01,2024910065,0,,1
2024910064,044.0651C,75580,01,2024910064,0,,4
2024910064,044.2781G,77020,02,2024910064,0,,3
2024910064,046.6786A,82040,03,2024910064,0,,8
2024910064,046.6786B,72020,04,2024910064,0,,2
2024910064,049.8697I,78000,05,2024910064,0,,7
2024910064,049.8917K,87540,06,2024910064,0,,4
2024910063,084.9162C,57020,01,2024910063,0,,3
2024910062,074.9953A,120215,01,2024910062,0,,11
2024910062,084.9198A,138287,02,2024910062,0,,20
2024910062,084.6246B,130519,03,2024910062,0,,10
2024910061,072.9370A,32682,01,2024910061,0,,2
2024910060,084.9879A,57570,01,2024910060,0,,10
2024910060,084.9983B,57110,02,2024910060,0,,16
2024910060,084.9939C,57090,03,2024910060,0,,2
2024910059,022.1000 ,24450,01,2024910059,0,,6
2024910059,033.1875 ,37100,02,2024910059,0,,5
2024910059,035.8001 ,41700,03,2024910059,0,,4
2024910059,048.5913 ,57000,04,2024910059,0,,6
2024910057,084.9300B,115380,01,2024910057,0,,22
2024910057,084.8400C,115260,02,2024910057,0,,11
2024910057,102.9400B,136530,03,2024910057,0,,7
2024910056,033.6443 ,49300,01,2024910056,0,,2
2024910056,035.2843 ,51600,02,2024910056,0,,1
2024910056,037.3188 ,46400,03,2024910056,0,,1
2024910056,038.6542 ,48400,04,2024910056,0,,1
2024910056,042.3840A,52500,05,2024910056,0,,1
2024910055,052.5256A,120000,01,2024910055,0,,16
2024910055,052.5256P,137000,02,2024910055,0,,2
2024910055,052.5256T,114000,03,2024910055,0,,2
2024910054,030.2694 ,29295,01,2024910054,0,,2
2024910054,033.6442 ,32160,02,2024910054,0,,2
2024910054,041.8783 ,42355,03,2024910054,0,,2
2024910054,050.5169 ,47875,04,2024910054,0,,2
2024910054,055.8501 ,54475,05,2024910054,0,,2
2024910054,059.0930 ,55225,06,2024910054,0,,10
2024910053,084.8680C,38520,01,2024910053,0,,1
2024910052,084.9531B,43510,01,2024910052,0,,5
2024910051,084.9960A,33060,01,2024910051,0,,1
2024910050,074.9953A,122719,01,2024910050,0,,13
2024910050,084.9198A,138699,02,2024910050,0,,24
2024910050,084.6246B,133182,03,2024910050,0,,12
2024910049,059.8924B,38790,01,2024910049,0,,1
2024910048,114.5288C,45540,01,2024910048,0,,1
2024910047,049.9644 ,37100,01,2024910047,0,,11
2024910047,059.9229A,44200,02,2024910047,0,,15
2024910047,059.9989B,42900,03,2024910047,0,,5
2024910047,059.8980C,43000,04,2024910047,0,,4
2024910047,074.8171A,50500,05,2024910047,0,,5
2024910045,044.0651C,75580,01,2024910045,0,,4
2024910045,044.2781G,77020,02,2024910045,0,,3
2024910045,046.6786A,82040,03,2024910045,0,,8
2024910045,046.6786B,72020,04,2024910045,0,,2
2024910045,049.8697I,78000,05,2024910045,0,,7
2024910045,049.8917K,87540,06,2024910045,0,,4
2024910044,084.9756A,136800,01,2024910044,0,,14
2024910043,063.2100 ,49627,01,2024910043,0,,1
2024910043,065.9800 ,52145,02,2024910043,0,,4
2024910043,070.4900 ,56212,03,2024910043,0,,3
2024910042,084.6373A,38500,01,2024910042,0,,1
2024910041,084.9900C,40810,01,2024910041,0,,1
2024910040,122.6717A,87300,01,2024910040,0,,2
2024910040,122.2046B,87300,02,2024910040,0,,2
2024910039,059.9455A,44090,01,2024910039,0,,2
2024910039,059.9902B,43140,02,2024910039,0,,3
2024910039,074.9935 ,53000,03,2024910039,0,,9
2024910039,084.9924A,57340,04,2024910039,0,,10
2024910039,084.9883B,57250,05,2024910039,0,,3
2024910039,084.9162C,57020,06,2024910039,0,,3
2024910038,033.6443 ,47900,01,2024910038,0,,2
2024910038,035.2843 ,51600,02,2024910038,0,,2
2024910038,037.3188 ,46400,03,2024910038,0,,1
2024910038,042.3840A,52500,04,2024910038,0,,1
2024910037,084.9531B,43510,01,2024910037,0,,5
2024910035,074.9953A,125850,01,2024910035,0,,27
2024910035,084.9198A,138979,02,2024910035,0,,29
2024910035,084.6246B,133182,03,2024910035,0,,12
2024910034,030.2694 ,30295,01,2024910034,0,,2
2024910034,033.6442 ,33295,02,2024910034,0,,2
2024910034,041.8783 ,43955,03,2024910034,0,,2
2024910034,050.5169 ,47875,04,2024910034,0,,2
2024910034,055.8501 ,54575,05,2024910034,0,,6
2024910034,059.0930 ,54925,06,2024910034,0,,6
2024910033,084.8937B,57030,01,2024910033,0,,2
2024910032,084.9996A,52500,01,2024910032,0,,19
2024910032,084.9654B,52200,02,2024910032,0,,22
2024910032,084.9392C,51000,03,2024910032,0,,29
2024910032,084.9746D,52200,04,2024910032,0,,6
2024910032,099.9812B,57000,05,2024910032,0,,3
2024910032,119.9625A,73800,06,2024910032,0,,11
2024910031,084.9531B,43510,01,2024910031,0,,5
2024910030,059.9861 ,24675,01,2024910030,0,,4
2024910029,049.9644 ,37100,01,2024910029,0,,12
2024910029,059.9229A,44200,02,2024910029,0,,19
2024910029,059.9989B,43800,03,2024910029,0,,8
2024910029,059.8980C,43000,04,2024910029,0,,7
2024910029,074.8171A,51000,05,2024910029,0,,6
2024910028,070.1200A,49000,01,2024910028,0,,4
2024910028,074.6100D,51800,02,2024910028,0,,2
2024910028,074.6200E,52100,03,2024910028,0,,2
2024910028,076.7900G,53100,04,2024910028,0,,2
2024910028,084.8500H,55400,05,2024910028,0,,2
2024910027,059.9455A,44390,01,2024910027,0,,10
2024910027,059.9902B,43440,02,2024910027,0,,3
2024910027,074.9935 ,53000,03,2024910027,0,,8
2024910027,084.9924A,57340,04,2024910027,0,,22
2024910027,084.9883B,57250,05,2024910027,0,,3
2024910027,084.9162C,57020,06,2024910027,0,,3
2024910026,059.8430A,26460,01,2024910026,0,,1
2024910025,030.2694 ,30295,01,2024910025,0,,2
2024910025,033.6442 ,33295,02,2024910025,0,,2
2024910025,041.8783 ,43955,03,2024910025,0,,2
2024910025,050.5169 ,47875,04,2024910025,0,,2
2024910025,055.8501 ,54575,05,2024910025,0,,6
2024910025,059.0930 ,54925,06,2024910025,0,,6
2024910024,024.5533C,38850,01,2024910024,0,,1
2024910023,084.6249A,36820,01,2024910023,0,,2
2024910022,044.0651C,75580,01,2024910022,0,,4
2024910022,044.2781G,77020,02,2024910022,0,,3
2024910022,046.6786A,82040,03,2024910022,0,,8
2024910022,046.6786B,72020,04,2024910022,0,,2
2024910022,049.8697I,78000,05,2024910022,0,,7
2024910022,049.8917K,87540,06,2024910022,0,,4
2024910021,084.9900D,87240,01,2024910021,0,,1
2024910020,084.9330A,34100,01,2024910020,0,,3
2024910019,034.9950A,65681,01,2024910019,0,,1
2024910019,059.9742A,129078,02,2024910019,0,,1
2024910019,132.8174A,219238,03,2024910019,0,,1
2024910018,033.6443 ,49300,01,2024910018,0,,2
2024910018,035.2843 ,53000,02,2024910018,0,,2
2024910018,037.3188 ,46400,03,2024910018,0,,2
2024910018,042.3840A,52500,04,2024910018,0,,1
2024910018,043.1175 ,54300,05,2024910018,0,,1
2024910017,059.9861 ,24930,01,2024910017,0,,6
2024910017,074.6957 ,31313,02,2024910017,0,,2
2024910016,075.8256A,81550,01,2024910016,0,,7
2024910016,084.9602B,90330,02,2024910016,0,,19
2024910016,084.8897C,90590,03,2024910016,0,,10
2024910015,084.9513A,50560,01,2024910015,0,,1
2024910015,116.7269A,61987,02,2024910015,0,,1
2024910014,110.8397B,68522,01,2024910014,0,,2
2024910014,110.9934C,66663,02,2024910014,0,,1
2024910014,110.9852D,61845,03,2024910014,0,,1
2024910013,049.9644 ,37600,01,2024910013,0,,17
2024910013,059.9229A,44200,02,2024910013,0,,13
2024910013,059.9989B,44400,03,2024910013,0,,8
2024910013,059.8980C,42900,04,2024910013,0,,5
2024910013,074.8171A,50500,05,2024910013,0,,1
2024910012,084.9870A,111700,01,2024910012,0,,4
2024910012,084.8648C,112400,02,2024910012,0,,4
2024910011,074.9953A,125224,01,2024910011,0,,35
2024910011,084.9198A,138699,02,2024910011,0,,38
2024910011,084.6246B,135846,03,2024910011,0,,19
2024910010,084.8926C,49400,01,2024910010,0,,1
2024910009,084.9440D,44800,01,2024910009,0,,1
2024910008,113.7575E,60690,01,2024910008,0,,1
2024910008,121.9059A,64290,02,2024910008,0,,1
2024910007,084.9870A,111700,01,2024910007,0,,7
2024910007,084.9887B,112200,02,2024910007,0,,4
2024910007,084.8648C,112400,03,2024910007,0,,4
2024910006,059.9816A,32732,01,2024910006,0,,4
2024910006,059.9751B,30424,02,2024910006,0,,1
2024910006,074.9828 ,39170,03,2024910006,0,,3
2024910005,030.2694 ,29295,01,2024910005,0,,2
2024910005,033.6442 ,33295,02,2024910005,0,,2
2024910005,041.8783 ,43855,03,2024910005,0,,3
2024910005,050.5169 ,45375,04,2024910005,0,,2
2024910005,055.8501 ,53875,05,2024910005,0,,4
2024910005,059.0930 ,54325,06,2024910005,0,,7
2024910004,060.7600 ,48260,01,2024910004,0,,1
2024910004,063.2100 ,50640,02,2024910004,0,,3
2024910004,065.9800 ,52145,03,2024910004,0,,4
2024910004,070.4900 ,56786,04,2024910004,0,,4
2024910003,074.9953A,126476,01,2024910003,0,,53
2024910003,084.9198A,138699,02,2024910003,0,,60
2024910003,084.6246B,135846,03,2024910003,0,,39
2024910003,084.4744C,135347,04,2024910003,0,,6
2024910002,033.6443 ,48600,01,2024910002,0,,2
2024910002,035.2843 ,53000,02,2024910002,0,,2
2024910002,037.3188 ,46400,03,2024910002,0,,2
2024910002,038.6542 ,50700,04,2024910002,0,,2
2024910002,043.1175 ,55300,05,2024910002,0,,1
2024910002,043.1460 ,56700,06,2024910002,0,,1
2024910001,044.0651C,75580,01,2024910001,0,,2
2024910001,044.2781G,75150,02,2024910001,0,,1
2024910001,046.6786A,82040,03,2024910001,0,,5
2024910001,049.8697I,78000,04,2024910001,0,,6
2024910001,049.8917K,87540,05,2024910001,0,,2
2023930055,059.9700B,52200,01,2023930055,1,79.6158,0
2023930055,074.9600A,65100,02,2023930055,1,97.6739,0
2023930055,074.9200B,66000,03,2023930055,1,99.3289,0
2023930054,119.9945A,70500,01,2023930054,1,152.9449,0
2023930053,084.8848C,37900,01,2023930053,1,112.4479,0
2023930052,059.7355A,27460,01,2023930052,1,77.2832,0
2023930052,084.7313A,41860,02,2023930052,1,108.3219,0
2023930051,084.6387B,32500,01,2023930051,0,109.6444,1
2023930051,114.5288C,44600,02,2023930051,0,147.0077,1
2023930050,110.8773A,55850,01,2023930050,1,152.1037,0
2023930049,084.9713A,50700,01,2023930049,1,108.8321,0
2023930048,084.9481B,67830,01,2023930048,1,108.5071,0
2023930048,084.8288C,66580,02,2023930048,0,108.5835,1
2023930047,084.8825 ,68340,01,2023930047,1,115.2062,0
2023930046,059.9617A,35560,01,2023930046,0,81.4447,1
2023930046,074.9947A,45900,02,2023930046,0,100.0635,2
2023930046,074.9947B,45900,03,2023930046,0,100.0635,2
2023930045,075.7994B,36790,01,2023930045,1,98.0011,0
2023930045,084.8786B,38840,02,2023930045,1,109.2933,0
2023930044,114.9995B,62300,01,2023930044,0,151.3754,1
2023930043,084.9959A,37910,01,2023930043,0,111.0204,1
2023930042,084.9146A,50820,01,2023930042,2,109.3935,1
2023930042,084.9365B,43900,02,2023930042,1,109.0051,0
2023930041,084.8934A,57130,01,2023930041,0,109.9171,1
2023930041,084.8937B,57030,02,2023930041,2,109.7243,0
2023930040,074.9600A,54340,01,2023930040,0,96.5900,1
2023930040,074.9800B,52040,02,2023930040,2,95.9800,1
2023930040,084.9600B,57700,03,2023930040,3,108.9800,0
2023930039,084.6481 ,61600,01,2023930039,1,112.8263,0
2023930038,084.7005A,49420,01,2023930038,0,117.0020,1
2023930037,074.9655 ,39650,01,2023930037,1,97.7167,0
2023930037,084.8404A,44840,02,2023930037,2,110.5046,1
2023930036,039.9290 ,21780,01,2023930036,0,59.3670,1
2023930036,075.9160C,48310,02,2023930036,0,98.9320,1
2023930036,075.9940D,50310,03,2023930036,0,100.2050,1
2023930036,084.9260B,53990,04,2023930036,0,110.0520,1
2023930035,059.9900A,37930,01,2023930035,0,82.8860,1
2023930035,075.9500 ,49980,02,2023930035,3,99.1260,3
2023930035,084.9900 ,53460,03,2023930035,1,109.1850,4
2023930034,074.2166B,33810,01,2023930034,1,97.6436,0
2023930034,084.6132A,38500,02,2023930034,4,109.5382,1
2023930033,059.9800A,45599,01,2023930033,1,79.3670,0
2023930032,074.9132B,27370,01,2023930032,0,100.7461,1
2023930032,084.9481 ,31270,02,2023930032,1,111.2551,0
2023930031,065.3550A,25930,01,2023930031,1,88.4554,2
2023930031,068.5227A,27290,02,2023930031,0,92.3743,1
2023930031,084.9541B,33470,03,2023930031,1,114.2309,0
2023930030,084.8163A,55900,01,2023930030,0,107.4449,1
2023930030,084.9482C,55380,02,2023930030,1,107.6663,0
2023930029,079.9322A,31400,01,2023930029,0,104.2086,1
2023930029,084.9897B,33450,02,2023930029,0,110.8031,1
2023930028,084.9938A,39800,01,2023930028,0,110.3714,8
2023930028,084.9400B,39000,02,2023930028,0,110.3441,4
2023930028,084.9880C,39800,03,2023930028,0,111.9012,1
2023930028,112.7130B,52800,04,2023930028,0,140.2687,1
2023930027,059.9800A,47055,01,2023930027,1,77.8107,0
2023930027,074.6200A,54341,02,2023930027,1,95.9206,0
2023930027,074.7000B,54531,03,2023930027,1,97.4962,0
2023930027,084.9800A,57149,04,2023930027,1,107.0705,0
2023930026,084.9400 ,96350,01,2023930026,0,112.1800,1
2023930025,049.3010 ,28142,01,2023930025,0,67.6990,1
2023930025,059.9480A,37546,02,2023930025,0,80.3230,1
2023930025,059.9480E,37578,03,2023930025,0,82.1890,1
2023930025,072.7710B,45657,04,2023930025,0,99.0630,1
2023930024,084.9802A,43894,01,2023930024,1,110.2758,0
2023930023,074.9946B,42660,01,2023930023,0,98.3285,1
2023930023,084.9953A,48780,02,2023930023,0,111.3137,1
2023930023,084.9807B,48680,03,2023930023,1,111.0872,0
2023930022,074.8559 ,44100,01,2023930022,0,98.8379,1
2023930022,084.9317 ,49600,02,2023930022,2,111.1902,0
2023930021,074.9400B,82200,01,2023930021,2,101.5900,0
2023930019,059.8430A,26440,01,2023930019,1,82.2949,0
2023930019,059.8867B,25760,02,2023930019,0,82.4156,2
2023930019,084.6249A,36820,03,2023930019,1,114.8895,0
2023930018,074.9508A,74953,01,2023930018,0,100.0577,2
2023930018,084.9663B,82179,02,2023930018,0,114.0705,1
2023930017,099.9842B,94780,01,2023930017,0,129.9614,1
2023930016,084.7450D,80022,01,2023930016,1,110.3239,0
2023930015,084.8513B,79390,01,2023930015,0,109.8102,1
2023930014,084.5400A,77650,01,2023930014,0,114.7127,1
2023930014,084.0600C,77235,02,2023930014,1,114.1002,1
2023930014,084.8800E,79515,03,2023930014,0,112.7492,1
2023930014,099.1000 ,87650,04,2023930014,0,134.5246,4
2023930014,099.1000A,85072,05,2023930014,0,134.5246,1
2023930013,084.5472A,43650,01,2023930013,0,107.7921,3
2023930012,051.8728 ,28770,01,2023930012,1,70.7361,0
2023930011,084.9183A,33000,01,2023930011,0,109.4877,2
2023930011,084.9589B,32700,02,2023930011,0,109.6594,13
2023930011,101.9184 ,39560,03,2023930011,0,131.2313,1
2023930011,119.9579 ,46250,04,2023930011,0,153.5173,1
2023930010,051.9980 ,37050,01,2023930010,0,74.4481,1
2023930010,059.9750A,42870,02,2023930010,1,84.4310,1
2023930010,074.6086C,50410,03,2023930010,2,98.7641,3
2023930010,084.9825A,56310,04,2023930010,0,109.7802,1
2023930009,059.9789A,35721,01,2023930009,0,85.6756,2
2023930009,059.6438B,34704,02,2023930009,0,85.7755,1
2023930009,084.9992A,44419,03,2023930009,0,114.0165,3
2023930008,079.9473B,31500,01,2023930008,0,104.0888,1
2023930008,084.9977A,32050,02,2023930008,1,110.6191,0
2023930008,084.9537C,32800,03,2023930008,1,110.6195,4
2023930008,098.9550 ,39700,04,2023930008,0,128.3114,7
2023930008,110.9269 ,44300,05,2023930008,0,143.4347,3
2023930007,084.0340B,58370,01,2023930007,1,106.2465,0
2023930007,084.5324D,58370,02,2023930007,0,107.5340,1
2023930006,074.9313 ,56103,01,2023930006,1,98.7771,2
2023930005,084.9481 ,31270,01,2023930005,1,111.2551,1
2023930004,069.1730 ,31672,01,2023930004,0,99.8110,1
2023930003,049.9900A,45324,01,2023930003,2,67.7500,0
2023930003,049.9700B,45799,02,2023930003,3,68.4600,0
2023930003,059.9900A,54010,03,2023930003,1,80.7300,0
2023930003,059.9900C,54010,04,2023930003,3,80.7300,0
2023910141,074.9600A,64400,01,2023910141,0,,1
2023910140,059.9861 ,24930,01,2023910140,0,,9
2023910140,074.6957 ,31635,02,2023910140,0,,6
2023910139,056.7107 ,51150,01,2023910139,0,,32
2023910139,071.0210 ,61750,02,2023910139,0,,3
2023910138,059.9600D,100062,01,2023910138,0,,3
2023910138,059.6700E,99662,02,2023910138,0,,25
2023910138,059.9500F,100893,03,2023910138,0,,10
2023910138,084.9200D,130230,04,2023910138,0,,35
2023910138,084.6000E,129436,05,2023910138,0,,11
2023910138,084.8400F,130291,06,2023910138,0,,4
2023910138,084.7700G,144027,07,2023910138,0,,13
2023910138,099.5200A,157784,08,2023910138,0,,21
2023910137,059.9533A,91800,01,2023910137,0,,11
2023910137,059.9817B,92200,02,2023910137,0,,10
2023910137,084.9870A,115600,03,2023910137,0,,18
2023910137,084.9887B,113500,04,2023910137,0,,9
2023910137,084.8648C,112400,05,2023910137,0,,6
2023910136,059.9704A,31700,01,2023910136,0,,1
2023910135,084.9585A,66930,01,2023910135,0,,1
2023910135,099.6734 ,76400,02,2023910135,0,,1
2023910134,084.9114A,32970,01,2023910134,0,,7
2023910134,084.9566B,32860,02,2023910134,0,,1
2023910134,084.9118C,32810,03,2023910134,0,,3
2023910134,114.9688 ,48362,04,2023910134,0,,4
2023910133,070.1200A,49000,01,2023910133,0,,5
2023910133,074.6100D,51800,02,2023910133,0,,2
2023910133,074.6200E,52100,03,2023910133,0,,2
2023910133,076.7900G,53100,04,2023910133,0,,2
2023910133,084.8500H,55400,05,2023910133,0,,2
2023910132,030.2694 ,29295,01,2023910132,0,,2
2023910132,033.6442 ,33295,02,2023910132,0,,2
2023910132,041.8783 ,43855,03,2023910132,0,,3
2023910132,050.5169 ,46875,04,2023910132,0,,2
2023910132,055.8501 ,53975,05,2023910132,0,,5
2023910132,059.0930 ,54325,06,2023910132,0,,6
2023910131,059.9700A,33950,01,2023910131,0,,3
2023910131,084.9900A,44500,02,2023910131,0,,1
2023910129,074.8978E,60543,01,2023910129,0,,1
2023910128,033.6443 ,49300,01,2023910128,0,,2
2023910128,035.2843 ,53000,02,2023910128,0,,3
2023910128,037.3188 ,45000,03,2023910128,0,,1
2023910128,038.6542 ,49200,04,2023910128,0,,2
2023910128,043.1460 ,57400,05,2023910128,0,,2
2023910127,084.7870A,99860,01,2023910127,0,,16
2023910127,084.6140B,99350,02,2023910127,0,,23
2023910127,084.8790C,98880,03,2023910127,0,,8
2023910127,084.7300P,139000,04,2023910127,0,,1
2023910126,074.8949 ,50320,01,2023910126,0,,25
2023910126,084.9676A,55320,02,2023910126,0,,73
2023910126,084.9264B,55810,03,2023910126,0,,42
2023910123,044.0651C,75580,01,2023910123,0,,2
2023910123,044.2781G,75150,02,2023910123,0,,1
2023910123,046.6786A,82040,03,2023910123,0,,6
2023910123,049.8697I,78000,04,2023910123,0,,6
2023910123,049.8917K,87540,05,2023910123,0,,2
2023910122,026.9500 ,21700,01,2023910122,0,,2
2023910122,059.9500A,48500,02,2023910122,0,,5
2023910122,059.9300B,47700,03,2023910122,0,,5
2023910122,059.9600C,47800,04,2023910122,0,,8
2023910121,074.6252 ,37370,01,2023910121,0,,1
2023910121,084.9135A,39280,02,2023910121,0,,1
2023910120,030.2694 ,29295,01,2023910120,0,,2
2023910120,033.6442 ,33295,02,2023910120,0,,2
2023910120,041.8783 ,43955,03,2023910120,0,,3
2023910120,050.5169 ,46375,04,2023910120,0,,2
2023910120,055.8501 ,53875,05,2023910120,0,,5
2023910120,059.0930 ,54325,06,2023910120,0,,6
2023910118,084.9700A,36840,01,2023910118,0,,2
2023910118,084.9400D,36830,02,2023910118,0,,1
2023910117,041.1000A,39040,01,2023910117,0,,2
2023910116,074.8946 ,36687,01,2023910116,0,,1
2023910115,076.1600 ,111500,01,2023910115,0,,24
2023910114,074.8978E,60543,01,2023910114,0,,1
2023910113,033.6443 ,48600,01,2023910113,0,,3
2023910113,037.3188 ,46400,02,2023910113,0,,3
2023910113,042.3840A,54300,03,2023910113,0,,3
2023910113,043.1460 ,57400,04,2023910113,0,,3
2023910112,030.2694 ,26795,01,2023910112,0,,1
2023910112,033.6442 ,32160,02,2023910112,0,,1
2023910112,041.8783 ,42455,03,2023910112,0,,3
2023910112,050.5169 ,46875,04,2023910112,0,,4
2023910112,055.8501 ,53975,05,2023910112,0,,5
2023910112,059.0930 ,54325,06,2023910112,0,,6
2023910111,084.8821B,37870,01,2023910111,0,,1
2023910110,044.0651C,75580,01,2023910110,0,,2
2023910110,044.2781G,75150,02,2023910110,0,,2
2023910110,046.6786A,82040,03,2023910110,0,,4
2023910110,046.6786B,72020,04,2023910110,0,,1
2023910110,049.8697I,78000,05,2023910110,0,,5
2023910110,049.8917K,86330,06,2023910110,0,,3
2023910110,049.8917L,75770,07,2023910110,0,,1
2023910109,084.9114A,32670,01,2023910109,0,,9
2023910109,084.9566B,32860,02,2023910109,0,,3
2023910109,084.9118C,33120,03,2023910109,0,,3
2023910109,114.9688 ,48362,04,2023910109,0,,3
2023910108,103.9753 ,45434,01,2023910108,0,,1
2023910107,030.2694 ,29295,01,2023910107,0,,1
2023910107,033.6442 ,32160,02,2023910107,0,,1
2023910107,041.8783 ,43855,03,2023910107,0,,3
2023910107,050.5169 ,47875,04,2023910107,0,,3
2023910107,055.8501 ,53375,05,2023910107,0,,5
2023910107,059.0930 ,54325,06,2023910107,0,,7
2023910106,039.9368 ,39800,01,2023910106,0,,11
2023910105,084.9330A,34100,01,2023910105,0,,3
2023910104,059.9240E,40600,01,2023910104,0,,2
2023910104,062.7120A,40900,02,2023910104,0,,3
2023910104,062.7120F,41900,03,2023910104,0,,5
2023910103,041.1000A,39040,01,2023910103,0,,2
