BSNS_MBY_NM,CNTRCT_CNCLS_BGNDE,CNTRCT_CNCLS_ENDDE,GNRL_RCEPT_BGNDE,GNRL_RCEPT_ENDDE,HMPG_ADRES,HOUSE_MANAGE_NO,HOUSE_NM,HOUSE_SECD,HOUSE_SECD_NM,HSSPLY_ADRES,HSSPLY_ZIP,MDHS_TELNO,MVN_PREARNGE_YM,PBLANC_NO,PBLANC_URL,PRZWNER_PRESNATN_DE,RCRIT_PBLANC_DE,SPSPLY_RCEPT_BGNDE,SPSPLY_RCEPT_ENDDE,SUBSCRPT_RCEPT_BGNDE,SUBSCRPT_RCEPT_ENDDE,TOT_SUPLY_HSHLDCO
홍은제13구역주택재개발정비사업조합,2025-01-11,2025-01-11,,,https://www.i-park.com/seodaemun,2024910230,서대문 센트럴 아이파크(임의공급 8차),04,무순위/잔여세대,서울특별시 서대문구 홍은동 11-111번지 일원,03602,15519217,202506,2024910230,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2024910230&pblancNo=2024910230,2025-01-10,2025-01-02,,,2025-01-07,2025-01-07,15
코리아신탁(주),2025-01-13,2025-01-13,,,https://www.에비뉴청계.com/,2024910231,에비뉴 청계 II(6차),04,무순위/잔여세대,서울특별시 종로구 숭인동 1420,03116,15444461,202505,2024910231,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2024910231&pblancNo=2024910231,2025-01-09,2024-12-31,,,2025-01-06,2025-01-06,32
신영부동산신탁 주식회사,2025-01-16,2025-01-16,,,https://www.jeil-gs.co.kr,2024910229,곤지암역 제일풍경채,04,무순위/잔여세대,경기도 광주시 곤지암읍 곤지암리636번지(곤지암역세권  A1-1블록),12801,15771299,202708,2024910229,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2024910229&pblancNo=2024910229,2025-01-09,2024-12-30,,,2025-01-06,2025-01-06,49
(주)남동타운피에프브이,2025-01-04,2025-01-04,,,https://www.prugio.com/hb/2024/onecluster/main/,2024910228,용인 푸르지오 원클러스터 1단지(임의공급 3차),04,무순위/잔여세대,경기도 용인시 처인구 남동 산126-13일원(A1BL),17147,0312829996,202708,2024910228,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2024910228&pblancNo=2024910228,2025-01-03,2024-12-24,,,2024-12-30,2024-12-30,14
주식회사 하나자산신탁,2025-01-04,2025-01-04,,,https://www.prugio.com/ht/2024/geomdan/,2024910227,검단신도시 푸르지오 더 파크(임의공급 1차),04,무순위/잔여세대,인천광역시 서구 검단신도시 AA28BL(마전동),22642,16682060,202712,2024910227,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2024910227&pblancNo=2024910227,2025-01-03,2024-12-23,,,2024-12-30,2024-12-30,40
송도센트럴1지구 지역주택조합,2025-01-09,2025-01-09,,,http://www.송도하늘채아이비원.com,2024910222,송도 하늘채 아이비원(임의공급3차),04,무순위/잔여세대,인천광역시 연수구 송도동 20-4번지 외 7필지,22001,0328339994,202504,2024910222,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2024910222&pblancNo=2024910222,2025-01-02,2024-12-20,,,2024-12-26,2024-12-27,56
코리아신탁(주),2024-12-28,2024-12-29,,,http://www.양우내안애퍼스티지.com/,2024910226,연신내 양우내안애 퍼스티지(임의공급 1차),04,무순위/잔여세대,서울특별시 은평구 갈현동 467-1 번지 일대,03336,15513477,202803,2024910226,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2024910226&pblancNo=2024910226,2024-12-27,2024-12-18,,,2024-12-23,2024-12-23,20
디비이엔씨(주) 외 1,2025-01-06,2025-01-06,,,http://detre-sw.co.kr/,2024910225,북수원이목지구 디에트르 더 리체Ⅰ,04,무순위/잔여세대,경기도 수원시 장안구 이목동 종전부동산 이목지구 도시개발사업 A4블록 공동주택용지,16342,16884007,202709,2024910225,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2024910225&pblancNo=2024910225,2024-12-27,2024-12-18,,,2024-12-23,2024-12-23,107
디더블유대원 주식회사,2024-12-28,2024-12-28,,,https://www.yi-cantavil.com,2024910223,용인 에버랜드역 칸타빌 무순위(임의공급 6차),04,무순위/잔여세대,경기도 용인시 처인구 포곡읍 전대리 192-2외 5필지,17023,0312658090,202611,2024910223,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2024910223&pblancNo=2024910223,2024-12-27,2024-12-16,,,2024-12-23,2024-12-23,12
교보자산신탁(주),2025-01-04,2025-01-04,2024-12-19,2024-12-19,https://xi.co.kr/ICK,2024930064,이천자이 더 파크,06,계약취소주택,경기도 이천시 관고동 산13-1번지 일원,17379,16440650,202501,2024930064,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2024930064&pblancNo=2024930064,2024-12-24,2024-12-13,2024-12-18,2024-12-18,2024-12-18,2024-12-19,4
(주)원건설산업,2024-12-28,2024-12-29,,,https://오산세교힐데스하임.com,2024910224,오산세교2지구 힐데스하임(A20블록)(임의공급 1차),04,무순위/잔여세대,경기도 오산시 벌음동 149 일원(오산세교2지구 A20블록),18104,18116110,202702,2024910224,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2024910224&pblancNo=2024910224,2024-12-23,2024-12-13,,,2024-12-18,2024-12-18,49
주안1구역주택재개발정비사업조합,2025-01-03,2025-01-03,2024-12-18,2024-12-18,,2024930074,힐스테이트푸르지오주안,06,계약취소주택,인천광역시 미추홀구 주안동 1452-2번지 일원,22158,0324344074,202504,2024930074,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2024930074&pblancNo=2024930074,2024-12-23,2024-12-12,2024-12-17,2024-12-17,2024-12-17,2024-12-18,3
주식회사 미산투자개발,2024-12-29,2024-12-29,,,https://harringtonplace-mokgam.com,2024910219,효성해링턴 플레이스 목감역(무순위 10차),04,무순위/잔여세대,경기도 시흥시 논곡동 378,14984,16003320,202412,2024910219,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2024910219&pblancNo=2024910219,2024-12-26,2024-12-12,,,2024-12-17,2024-12-17,9
주식회사 하나자산신탁,2025-01-02,2025-01-02,2024-12-17,2024-12-17,https://www.lottecastle.co.kr/APT/AT00367/main/index.do,2024930073,강릉 롯데캐슬 시그니처,06,계약취소주택,강원특별자치도 강릉시 교동 1018-2번지 일원,25501,0336559826,202501,2024930073,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2024930073&pblancNo=2024930073,2024-12-20,2024-12-11,2024-12-16,2024-12-16,2024-12-16,2024-12-17,3
코리아신탁주식회사,2024-12-20,2024-12-20,,,https://brand.hldni.com/yongin,2024910218,용인 둔전역 에피트(2차),04,무순위/잔여세대,경기도 용인시 처인구 포곡읍 금어리 646번지 일원,17030,15554122,202707,2024910218,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2024910218&pblancNo=2024910218,2024-12-19,2024-12-11,,,2024-12-16,2024-12-16,57
교보자산신탁(주),2024-12-23,2024-12-23,,,,2024910221,오포자이 디 오브 C-4BL(2차),04,무순위/잔여세대,경기도 광주시 고산동 705번지,12790,025213435,202412,2024910221,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2024910221&pblancNo=2024910221,2024-12-19,2024-12-10,,,2024-12-16,2024-12-16,2
교보자산신탁(주),2024-12-23,2024-12-23,,,,2024910220,오포자이 디 오브 C-3BL,04,무순위/잔여세대,경기도 광주시 고산동 704번지,12790,025213435,202412,2024910220,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2024910220&pblancNo=2024910220,2024-12-19,2024-12-10,,,2024-12-16,2024-12-16,1
(주)포스코이앤씨,2024-12-23,2024-12-23,,,,2024910213,더샵 오포센트리체,04,무순위/잔여세대,경기도 광주시 오포읍 고산리 333번지 일원(고산1지구 C2블록),12790,0317651190,202412,2024910213,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2024910213&pblancNo=2024910213,2024-12-19,2024-12-10,,,2024-12-16,2024-12-16,1
주식회사 이레에이치앤씨,2024-12-20,2024-12-21,,,http://천왕역모아엘가.com,2024910217,천왕역 모아엘가 트레뷰(7차),04,무순위/잔여세대,서울특별시 구로구 오류동 213-1번지 일원,08363,0269511232,202507,2024910217,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2024910217&pblancNo=2024910217,2024-12-19,2024-12-09,,,2024-12-16,2024-12-16,3
학익4주택재개발정비사업조합,2024-12-21,2024-12-21,,,https://forena-hagik.com,2024910214,포레나 인천학익(임의공급 10차),04,무순위/잔여세대,인천광역시 미추홀구 학익2동 290-1번지 일대,22219,18990873,202604,2024910214,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2024910214&pblancNo=2024910214,2024-12-17,2024-12-06,,,2024-12-11,2024-12-12,13
"(주)서한,한국토지주택공사",2024-12-30,2024-12-30,2024-12-11,2024-12-11,http://www.yj-seohan.co.kr/,2024930075,영종국제도시 서한이다음(공공분양),06,계약취소주택,인천광역시 인천경제자유구역 영종지구 영종하늘도시 서한이다음 A-42BL,22391,0327518800,202412,2024930075,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2024930075&pblancNo=2024930075,2024-12-16,2024-12-05,2024-12-10,2024-12-10,2024-12-10,2024-12-11,7
도마 변동11재정비촉진구역 주택재개발정비사업조합,2024-12-20,2024-12-20,,,http://www.hobansummit-dmbd.co.kr/,2024910208,대전 도마·변동 11구역 호반써밋 그랜드센트럴(무순위 4차),04,무순위/잔여세대,대전광역시 서구 도마동 145-8번지 일원,35335,15889798,202501,2024910208,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2024910208&pblancNo=2024910208,2024-12-13,2024-12-05,,,2024-12-10,2024-12-10,5
홍은제13구역주택재개발정비사업조합,2024-12-14,2024-12-14,,,https://www.i-park.com/seodaemun,2024910216,서대문 센트럴 아이파크(임의공급 7차),04,무순위/잔여세대,서울특별시 서대문구 홍은동 11-111번지 일원,03602,15519217,202506,2024910216,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2024910216&pblancNo=2024910216,2024-12-12,2024-12-04,,,2024-12-09,2024-12-09,19
신한자산신탁 주식회사,2024-12-14,2024-12-14,,,https://www.prugio.com/hc/2023/gwanjeo/main/,2024910212,관저 푸르지오 센트럴파크 2단지(무순위 1차),04,무순위/잔여세대,대전광역시 서구 계백지구 도시개발사업구역 공동주택용지 A2블럭(가수원동 산 16-119번지 일원),35385,0428249660,202611,2024910212,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2024910212&pblancNo=2024910212,2024-12-13,2024-12-04,,,2024-12-09,2024-12-10,1
교보자산신탁(주),2024-12-19,2024-12-19,,,http://xi.co.kr/irv,2024910210,이천자이 더 레브(임의공급 3차),04,무순위/잔여세대,경기도 이천시 송정동 산31번지 일원,17344,18334465,202704,2024910210,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2024910210&pblancNo=2024910210,2024-12-12,2024-12-04,,,2024-12-09,2024-12-09,30
주식회사 아키션,2024-12-14,2024-12-14,,,http://hillstate.co.kr/SALE/135/8707/baseInfo/index,2024910203,힐스테이트 환호공원 2블록(임의공급 2차),04,무순위/잔여세대,경상북도 포항시 북구 양덕동 산235일원,37603,0542311666,202510,2024910203,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2024910203&pblancNo=2024910203,2024-12-13,2024-12-04,,,2024-12-10,2024-12-10,16
(주)남동타운피에프브이,2024-12-14,2024-12-14,,,https://www.prugio.com/hb/2024/onecluster/main/,2024910204,용인 푸르지오 원클러스터 1단지(임의공급 2차),04,무순위/잔여세대,경기도 용인시 처인구 남동 산126-13일원(A1BL),17147,0312829996,202708,2024910204,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2024910204&pblancNo=2024910204,2024-12-12,2024-12-03,,,2024-12-09,2024-12-09,18
코리아신탁(주),2024-12-20,2024-12-21,,,https://www.에비뉴청계.com/,2024910206,에비뉴 청계 II(무순위 5차),04,무순위/잔여세대,서울특별시 종로구 숭인동 1420,03116,15444461,202505,2024910206,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2024910206&pblancNo=2024910206,2024-12-12,2024-12-02,,,2024-12-09,2024-12-09,33
금호건설(주),2024-12-18,2024-12-18,,,,2024910201,세종 리첸시아 파밀리에 H3블록(산울마을6단지)(무순위2차),04,무순위/잔여세대,"세종특별자치시 산울2로 10 (산울동, 산울마을6단지)",30091,0448621567,202501,2024910201,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2024910201&pblancNo=2024910201,2024-12-11,2024-12-02,,,2024-12-06,2024-12-06,1
금호건설(주),2024-12-18,2024-12-18,,,,2024910200,세종 리첸시아 파밀리에 H2블록(산울마을7단지)(무순위1차),04,무순위/잔여세대,"세종특별자치시 산울7로 11 (산울동, 산울마을7단지)",30091,0448621567,202501,2024910200,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2024910200&pblancNo=2024910200,2024-12-11,2024-12-02,,,2024-12-05,2024-12-05,1
안양1동진흥아파트주택재건축정비사업조합,2024-12-17,2024-12-17,2024-12-05,2024-12-05,,2024930072,안양역 푸르지오 더샵,06,계약취소주택,경기도 안양시 만안구 안양동 97-3번지 일원(안양1동 진흥아파트 주택재건축정비사업),13995,07042061276,202501,2024930072,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2024930072&pblancNo=2024930072,2024-12-10,2024-11-29,2024-12-04,2024-12-04,2024-12-04,2024-12-05,3
"한국토지주택공사, 우미건설(주),신동아건설(주)",2024-12-20,2024-12-20,,,https://www.lynn.co.kr,2024910207,양주 옥정 린 파밀리에(무순위 5차),04,무순위/잔여세대,경기도 양주시 옥정동 868번지,11473,0318587400,202503,2024910207,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2024910207&pblancNo=2024910207,2024-12-09,2024-11-29,,,2024-12-04,2024-12-04,14
송도랜드마크시티 유한회사,2024-12-12,2024-12-12,,,https://hillstate.co.kr/s/lake_songdo5,2024910205,힐스테이트 레이크 송도 3차(무순위 3차),04,무순위/잔여세대,인천광역시 연수구 송도동 397-5번지(송도랜드마크시티 6 · 8공구 A14BL),22026,0328348890,202505,2024910205,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2024910205&pblancNo=2024910205,2024-12-05,2024-11-26,,,2024-12-02,2024-12-02,4
주식회사 쓰리씨,2024-12-12,2024-12-17,,,,2024910202,어반클라쎄목동(5차),04,무순위/잔여세대,"서울특별시 양천구 신목로2길 7-12 (신정동, 어반클라쎄 목동)",08015,0226461277,202412,2024910202,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2024910202&pblancNo=2024910202,2024-12-06,2024-11-25,,,2024-12-02,2024-12-03,12
주식회사 미산투자개발,2024-12-01,2024-12-01,,,https://harringtonplace-mokgam.com,2024910198,효성해링턴 플레이스 목감역(무순위 9차),04,무순위/잔여세대,경기도 시흥시 논곡동 378,14984,16003320,202412,2024910198,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2024910198&pblancNo=2024910198,2024-11-29,2024-11-21,,,2024-11-26,2024-11-26,10
디엘이앤씨 주식회사,2024-12-05,2024-12-05,,,,2024910191,e편한세상 남양뉴타운(3차),04,무순위/잔여세대,경기도 화성시 남양읍 남양로862번길 42 (e편한세상 남양뉴타운),18264,0807833000,202412,2024910191,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2024910191&pblancNo=2024910191,2024-11-28,2024-11-19,,,2024-11-25,2024-11-25,2
송도랜드마크시티 유한회사,2024-12-05,2024-12-05,2024-11-25,2024-11-25,https://hillstate.co.kr/s/lake_songdo5,2024930071,힐스테이트 레이크 송도 3차,06,계약취소주택,인천광역시 연수구 송도동 397-5번지(송도랜드마크시티 6 · 8공구 A14BL,22026,0328348890,202506,2024930071,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2024930071&pblancNo=2024930071,2024-11-28,2024-11-18,,,2024-11-25,2024-11-25,1
주식회사 이레에이치앤씨,2024-11-29,2024-11-30,,,http://천왕역모아엘가.com,2024910199,천왕역 모아엘가 트레뷰(무순위6차),04,무순위/잔여세대,서울특별시 구로구 오류동 213-1번지 일원,08363,0269511232,202507,2024910199,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2024910199&pblancNo=2024910199,2024-11-28,2024-11-18,,,2024-11-25,2024-11-25,3
"한국토지주택공사,(주)서한,동양종합건설주식회사",2024-12-02,2024-12-02,,,http://www.yj-seohan.co.kr/,2024910197,영종국제도시 서한이다음(공공분양),04,무순위/잔여세대,인천광역시 인천경제자유구역 영종지구 영종하늘도시 서한이다음 A-42BL,22391,0327518800,202501,2024910197,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2024910197&pblancNo=2024910197,2024-11-25,2024-11-15,,,2024-11-20,2024-11-20,6
신한자산신탁 주식회사,2024-11-29,2024-11-29,,,https://www.prugio.com/hc/2023/gwanjeo/main/,2024910196,관저 푸르지오 센트럴파크 2단지(임의공급 9차),04,무순위/잔여세대,대전광역시 서구 계백지구 도시개발사업구역 공동주택용지 A2블럭 (가수원동 산 16-119번지 일원),35385,0428249660,202611,2024910196,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2024910196&pblancNo=2024910196,2024-11-26,2024-11-15,,,2024-11-20,2024-11-21,4
디더블유대원 주식회사,2024-11-29,2024-11-29,,,https://www.yi-cantavil.com,2024910195,용인 에버랜드역 칸타빌(임의공급 5차),04,무순위/잔여세대,경기도 용인시 처인구 포곡읍 전대리 192-2외 5필지,17023,0312658090,202611,2024910195,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2024910195&pblancNo=2024910195,2024-11-28,2024-11-15,,,2024-11-20,2024-11-20,13
주식회사 천강개발,2024-12-02,2024-12-04,,,http://www.휴먼빌까사포레.kr,2024910193,이천 마장택지지구 B1블럭 휴먼빌까사포레,04,무순위/잔여세대,경기도 이천시 마장택지지구 B1블럭 (마장면 양촌리 354),17387,15334995,202412,2024910193,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2024910193&pblancNo=2024910193,2024-11-25,2024-11-14,,,2024-11-19,2024-11-20,2
수유 시그니티,2024-11-22,2024-11-23,,,https://ricen.co.kr/,2024910194,수유 시그니티(임의공급 6차),04,무순위/잔여세대,서울특별시 강북구 수유동 87-5번지,01114,029875053,202412,2024910194,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2024910194&pblancNo=2024910194,2024-11-21,2024-11-13,,,2024-11-18,2024-11-18,7
홍은제13구역주택재개발정비사업조합,2024-11-22,2024-11-22,,,https://www.i-park.com/seodaemun,2024910192,서대문 센트럴 아이파크(임의공급 6차),04,무순위/잔여세대,서울특별시 서대문구 홍은동 11-111번지 일원,03602,15519217,202506,2024910192,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2024910192&pblancNo=2024910192,2024-11-21,2024-11-13,,,2024-11-18,2024-11-18,25
(주)남동타운피에프브이,2024-11-24,2024-11-24,,,https://www.prugio.com/hb/2024/onecluster/main/,2024910189,용인 푸르지오 원클러스터 1단지(임의공급 1차),04,무순위/잔여세대,경기도 용인시 처인구 남동 산126-13일원(A1BL),17147,0312829996,202708,2024910189,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2024910189&pblancNo=2024910189,2024-11-22,2024-11-12,,,2024-11-19,2024-11-19,24
학익4주택재개발정비사업조합,2024-11-23,2024-11-23,,,https://forena-hagik.com,2024910190,포레나 인천학익(임의공급 9차),04,무순위/잔여세대,인천광역시 미추홀구 학익2동 290-1,22219,18990873,202604,2024910190,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2024910190&pblancNo=2024910190,2024-11-21,2024-11-11,,,2024-11-18,2024-11-18,13
동신천연합주택재건축정비사업조합,2024-11-25,2024-11-25,,,,2024910187,더샵 디어엘로,04,무순위/잔여세대,대구광역시 동구 신천4동 353-1번지 일원,41252,0537458075,202412,2024910187,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2024910187&pblancNo=2024910187,2024-11-21,2024-11-11,,,2024-11-18,2024-11-18,1
주식회사 고덕강일10피에프브이,2024-11-25,2024-11-25,,,,2024930069,e편한세상 고덕 어반브릿지,06,계약취소주택,서울특별시 강동구 상일동 554-38일원(고덕강일 공공주택지구 10블록),05416,024418222,202412,2024930069,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2024930069&pblancNo=2024930069,2024-11-19,2024-11-07,2024-11-14,2024-11-14,2024-11-14,2024-11-14,4
교보자산신탁(주),2024-11-21,2024-11-21,,,http://xi.co.kr/irv,2024910188,이천자이 더 레브(임의공급2차),04,무순위/잔여세대,경기도 이천시 송정동 산31번지 일원,17344,18334465,202704,2024910188,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2024910188&pblancNo=2024910188,2024-11-14,2024-11-06,,,2024-11-11,2024-11-11,30
청주흥덕지역주택조합,2024-11-18,2024-11-18,,,https://www.hd-cantavil.co.kr,2024910186,청주 흥덕 칸타빌 더뉴(임의공급 11차),04,무순위/잔여세대,충청북도 청주시 흥덕구 강내면 월곡리 82-1 일원,28171,0432331633,202501,2024910186,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2024910186&pblancNo=2024910186,2024-11-14,2024-11-06,,,2024-11-11,2024-11-11,2
목동4구역주택재개발정비사업조합,2024-11-18,2024-11-18,2024-11-06,2024-11-06,http://md4.co.kr,2024930068,목동모아엘가그랑데,06,계약취소주택,대전광역시 중구 목동로22번길 45,34816,0422533893,202411,2024930068,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2024930068&pblancNo=2024930068,2024-11-11,2024-11-01,,,2024-11-06,2024-11-06,1
송림6구역재개발정비사업조합,2024-11-16,2024-11-16,,,https://www.리아츠더인천.com/,2024910182,리아츠 더 인천(임의공급 3차),04,무순위/잔여세대,인천광역시 동구 송림동 31-3번지 일원,22545,15515758,202710,2024910182,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2024910182&pblancNo=2024910182,2024-11-15,2024-11-01,,,2024-11-06,2024-11-06,35
상계6구역주택재개발정비사업조합,2024-11-15,2024-11-15,,,https://www.lottecastle.co.kr/APT/AT00263/main/index.do,2024930066,노원 롯데캐슬 시그니처,06,계약취소주택,서울특별시 노원구 상계동 95-3번지 일대 (상계6재정비촉진구역 주택재개발정비사업),01640,0339022088,202411,2024930066,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2024930066&pblancNo=2024930066,2024-11-08,2024-10-31,2024-11-05,2024-11-05,2024-11-05,2024-11-05,1
도마 변동11재정비촉진구역 주택재개발정비사업조합,2024-11-14,2024-11-14,,,http://www.hobansummit-dmbd.co.kr,2024910184,대전 도마·변동 11구역 호반써밋 그랜드 센트럴(무순위 3차),04,무순위/잔여세대,대전광역시 서구 도마동 145-8번지 일원,35335,15889798,202501,2024910184,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2024910184&pblancNo=2024910184,2024-11-07,2024-10-30,,,2024-11-04,2024-11-04,8
주식회사 미산투자개발,2024-11-10,2024-11-10,,,https://harringtonplace-mokgam.com,2024910183,효성해링턴 플레이스 목감역(무순위 8차),04,무순위/잔여세대,경기도 시흥시 논곡동 378,14984,16003320,202411,2024910183,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2024910183&pblancNo=2024910183,2024-11-08,2024-10-30,,,2024-11-05,2024-11-05,12
코리아신탁(주),2024-11-15,2024-11-15,,,https://www.에비뉴청계.com/,2024910178,에비뉴 청계 II(4차),04,무순위/잔여세대,서울특별시 종로구 숭인동 1420번지,03116,15444461,202505,2024910178,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2024910178&pblancNo=2024910178,2024-11-08,2024-10-29,,,2024-11-05,2024-11-05,39
안암제2구역주택재개발정비사업조합,2024-11-14,2024-11-14,,,,2024930067,해링턴 플레이스 안암,06,계약취소주택,서울특별시 성북구 안암동 132-17번지 일원,02853,07042804720,202411,2024930067,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2024930067&pblancNo=2024930067,2024-11-07,2024-10-28,2024-11-04,2024-11-04,2024-11-04,2024-11-04,2
주식회사 이레에이치앤씨,2024-11-08,2024-11-09,,,http://천왕역모아엘가트레뷰.com,2024910185,천왕역 모아엘가 트레뷰(무순위5차),04,무순위/잔여세대,서울특별시 구로구 오류동 213-1번지 일원,08363,0269511232,202507,2024910185,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2024910185&pblancNo=2024910185,2024-11-07,2024-10-28,,,2024-11-04,2024-11-04,5
코리아신탁주식회사,2024-11-09,2024-11-09,,,https://brand.hldni.com/yongin,2024910179,용인 둔전역 에피트,04,무순위/잔여세대,경기도 용인시 처인구 포곡읍 금어리 646번지 일원,17030,15554122,202707,2024910179,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2024910179&pblancNo=2024910179,2024-11-08,2024-10-28,,,2024-11-05,2024-11-05,42
"대방건설동탄주식회사,대방건설주식회사",2024-11-12,2024-11-12,2024-10-31,2024-10-31,http://detre-dt.co.kr,2024930065,동탄2신도시 동탄역 디에트르 퍼스티지,06,계약취소주택,경기도 화성시 동탄2 택지개발지구 업무복합2블록,18479,15777347,202502,2024930065,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2024930065&pblancNo=2024930065,2024-11-05,2024-10-25,2024-10-30,2024-10-30,2024-10-30,2024-10-31,2
