BSNS_MBY_NM,CNTRCT_CNCLS_BGNDE,CNTRCT_CNCLS_ENDDE,GNRL_RCEPT_BGNDE,GNRL_RCEPT_ENDDE,HMPG_ADRES,HOUSE_MANAGE_NO,HOUSE_NM,HOUSE_SECD,HOUSE_SECD_NM,HSSPLY_ADRES,HSSPLY_ZIP,MDHS_TELNO,MVN_PREARNGE_YM,PBLANC_NO,PBLANC_URL,PRZWNER_PRESNATN_DE,RCRIT_PBLANC_DE,SPSPLY_RCEPT_BGNDE,SPSPLY_RCEPT_ENDDE,SUBSCRPT_RCEPT_BGNDE,SUBSCRPT_RCEPT_ENDDE,TOT_SUPLY_HSHLDCO
주식회사 약수,2021-12-09,2021-12-09,,,,2021910149,의정부역 리버카운티아파트,04,무순위/잔여세대,"경기도 의정부시 호국로1346번길 12(의정부동, 리버카운티)",11693,18779881,202112,2021910149,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2021910149&pblancNo=2021910149,2021-12-02,2021-11-23,,,2021-11-29,2021-11-29,15
주식회사 제이원시티,2021-12-09,2021-12-09,,,http://namgu-jinariche.com,2021910145,남구 진아리채 리센츠,04,무순위/잔여세대,광주광역시 남구 월산동 36-8번지 일원,61627,0623731413,202408,2021910145,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2021910145&pblancNo=2021910145,2021-12-02,2021-11-23,,,2021-11-29,2021-11-29,125
신림 스카이 아파트,2021-12-14,2021-12-15,,,,2021910144,신림스카이아파트,04,무순위/잔여세대,"서울특별시 관악구 신림로 185(신림동, 신림 스카이 아파트)",08845,028779273,202112,2021910144,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2021910144&pblancNo=2021910144,2021-12-03,2021-11-23,,,2021-11-30,2021-11-30,18
(주)금강주택,2021-12-09,2021-12-09,,,,2021910141,신내역 금강펜테리움 센트럴파크 무순위(사후),04,무순위/잔여세대,"서울특별시 중랑구 용마산로136길 160(망우동, 신내역 금강펜테리움 센트럴파크)",02057,0234687358,202112,2021910141,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2021910141&pblancNo=2021910141,2021-12-02,2021-11-23,,,2021-11-29,2021-11-29,13
우리자산신탁 주식회사,2021-12-02,2021-12-02,,,http://sslake.iusell.co.kr,2021910143,수성레이크 우방아이유쉘,04,무순위/잔여세대,대구광역시 수성구 파동 68-7번지 일원,42227,15662990,202403,2021910143,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2021910143&pblancNo=2021910143,2021-11-25,2021-11-15,,,2021-11-22,2021-11-22,26
대신자산신탁(주),2021-12-02,2021-12-02,,,http://시청역동원시티비스타.com,2021910139,시청역 동원시티비스타,04,무순위/잔여세대,부산광역시 연제구 연산동 1360-13번지 일원,47542,0518631300,202309,2021910139,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2021910139&pblancNo=2021910139,2021-11-25,2021-11-15,,,2021-11-22,2021-11-22,2
주식회사 하이아트이앤씨,2021-11-30,2021-11-30,2021-11-18,2021-11-18,,2021930011,시흥장현 B3BL 금강펜테리움(계약취소주택),06,계약취소주택,"경기도 시흥시 장현천로 133(군자동, 시흥 장현 금강펜테리움 센트럴파크)",14999,0234687358,202112,2021930011,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2021930011&pblancNo=2021930011,2021-11-23,2021-11-12,2021-11-17,2021-11-17,2021-11-17,2021-11-18,5
교보자산신탁(주),2021-12-01,2021-12-01,,,http://www.전주모아미래도.com,2021910142,전주 모아미래도바울루체,04,무순위/잔여세대,전라북도 전주시 덕진구 기린대로 342(금암동),54924,0632212005,202312,2021910142,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2021910142&pblancNo=2021910142,2021-11-23,2021-11-12,,,2021-11-17,2021-11-18,22
케이비부동산신탁(주),2021-11-30,2021-11-30,,,http://여수오션테라스.com,2021910140,여수 소호동 금호어울림 오션테라스,04,무순위/잔여세대,전라남도 여수시 소호로 271(소호동),59670,0616920600,202305,2021910140,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2021910140&pblancNo=2021910140,2021-11-22,2021-11-12,,,2021-11-17,2021-11-17,1
만강A.P.T(천상환),2021-11-29,2021-11-29,,,https://blog.naver.com/wise4474,2021910137,만강아파트 (사후8차),04,무순위/잔여세대,경기도 수원시 팔달구 정조로715번길 29 (매교동),16465,0312953885,202201,2021910137,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2021910137&pblancNo=2021910137,2021-11-22,2021-11-12,,,2021-11-17,2021-11-17,6
신영부동산신탁 주식회사,2021-11-25,2021-11-25,,,http://www.남천세원수.com,2021910135,남천 세원 수,04,무순위/잔여세대,부산광역시 수영구 남천동 55-20,48313,18995408,202112,2021910135,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2021910135&pblancNo=2021910135,2021-11-22,2021-11-12,,,2021-11-17,2021-11-17,6
우리자산신탁 주식회사,2021-11-26,2021-11-26,,,http://gj-ubora.com,2021910134,거제 반도유보라,04,무순위/잔여세대,경상남도 거제시 옥포동 238-2번지 일원,53227,0556822232,202401,2021910134,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2021910134&pblancNo=2021910134,2021-11-22,2021-11-12,,,2021-11-17,2021-11-17,18
(주)하이아트이앤씨,2021-11-29,2021-11-29,,,,2021910129,시흥장현 B3BL 금강펜테리움 무순위(사후),04,무순위/잔여세대,"경기도 시흥시 장현천로 133(군자동, 시흥 장현 금강펜테리움 센트럴파크)",14999,0234687358,202112,2021910129,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2021910129&pblancNo=2021910129,2021-11-22,2021-11-12,,,2021-11-17,2021-11-17,1
코리아신탁(주),2021-11-26,2021-11-26,,,http://www.에비뉴청계.com/,2021910138,에비뉴 청계 II,04,무순위/잔여세대,서울특별시 종로구 숭인동 1420,03116,15444461,202305,2021910138,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2021910138&pblancNo=2021910138,2021-11-19,2021-11-11,,,2021-11-16,2021-11-16,1
한국자산신탁(주),2021-11-26,2021-11-26,,,http://hanulche-riverview.com,2021910136,은어송 하늘채 리버뷰,04,무순위/잔여세대,대전광역시 동구 대전로 359-5(대성동),34697,18553567,202408,2021910136,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2021910136&pblancNo=2021910136,2021-11-19,2021-11-11,,,2021-11-16,2021-11-16,19
현대백조타운 주택재건축정비사업조합,2021-11-25,2021-11-25,,,https://ds-sk.co.kr/,2021910133,달서 SK VIEW,04,무순위/잔여세대,"대구광역시 달서구 와룡로15길 86(본리동, 현대백조타운)",42692,0535558500,202406,2021910133,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2021910133&pblancNo=2021910133,2021-11-18,2021-11-10,,,2021-11-15,2021-11-15,23
아시아신탁주식회사,2021-11-25,2021-11-25,,,,2021910121,동래 다솜시티,04,무순위/잔여세대,부산광역시 동래구 명륜로98번길 29(수안동),47814,0517465747,202111,2021910121,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2021910121&pblancNo=2021910121,2021-11-18,2021-11-10,,,2021-11-15,2021-11-15,47
에이치밸리움,2021-11-25,2021-11-25,,,http://h밸리움.com,2021910125,심곡본동 한울에이치밸리움 디그니어스,04,무순위/잔여세대,경기도 부천시 심곡본동 660-2,14712,0326110110,202207,2021910125,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2021910125&pblancNo=2021910125,2021-11-18,2021-11-09,,,2021-11-15,2021-11-15,9
(주)무궁화신탁,2021-11-24,2021-11-24,,,https://www.mgtrust.co.kr,2021910132,빌드원 르헤브3차 아파트,04,무순위/잔여세대,경상북도 포항시 북구 중흥로241번길 42(용흥동),37749,0542531122,202111,2021910132,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2021910132&pblancNo=2021910132,2021-11-18,2021-11-08,,,2021-11-15,2021-11-15,5
우리자산신탁 주식회사,2021-11-25,2021-11-25,,,http://www.낙민역삼정그린코아더시티.com/,2021910131,낙민역 삼정그린코아 더시티,04,무순위/잔여세대,부산광역시 동래구 낙민동 288-44,47885,0518523370,202406,2021910131,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2021910131&pblancNo=2021910131,2021-11-18,2021-11-08,,,2021-11-15,2021-11-15,4
에이치밸리움,2021-11-22,2021-11-22,,,http://www.우장산h밸리움.com,2021910130,우장산 한울에이치밸리움,04,무순위/잔여세대,서울특별시 강서구 공항대로 42길 11(내발산동 649-3),07647,0236659607,202302,2021910130,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2021910130&pblancNo=2021910130,2021-11-15,2021-11-05,,,2021-11-10,2021-11-10,4
(주)태우디앤씨,2021-11-22,2021-11-22,,,http://paju2-dmapt.co.kr/,2021910123,파주 문산역 2차 동문 디 이스트,04,무순위/잔여세대,경기도 파주시 문산읍 선유리 878-1,10815,0316462500,202406,2021910123,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2021910123&pblancNo=2021910123,2021-11-15,2021-11-05,,,2021-11-10,2021-11-10,274
강화지역주택조합,2021-11-19,2021-11-20,,,http://www.gh-starhills.com,2021910128,인천강화 서희스타힐스 2단지,04,무순위/잔여세대,인천광역시 강화군 선원면 창리 산 167-1번지 일원,23041,0319810580,202408,2021910128,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2021910128&pblancNo=2021910128,2021-11-15,2021-11-03,,,2021-11-09,2021-11-10,140
강화지역주택조합,2021-11-19,2021-11-20,,,http://www.gh-starhills.com,2021910127,인천강화 서희스타힐스 1단지,04,무순위/잔여세대,인천광역시 강화군 선원면 창리 456번지,23041,0319810580,202408,2021910127,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2021910127&pblancNo=2021910127,2021-11-15,2021-11-03,,,2021-11-09,2021-11-10,181
코리아신탁(주),2021-11-18,2021-11-18,,,http://www.아시아드삼정그린코아.com,2021910126,아시아드 삼정그린코아 더시티,04,무순위/잔여세대,부산광역시 동래구 아시아드대로184번길 8(사직동),47840,15779263,202401,2021910126,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2021910126&pblancNo=2021910126,2021-11-11,2021-11-03,,,2021-11-08,2021-11-08,3
코리아신탁(주),2021-11-19,2021-11-19,,,http://www.에비뉴청계.com,2021910124,에비뉴 청계 I,04,무순위/잔여세대,서울특별시 종로구 숭인동 1419-2,03116,15444461,202304,2021910124,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2021910124&pblancNo=2021910124,2021-11-12,2021-11-01,,,2021-11-08,2021-11-09,21
우리자산신탁 주식회사,2021-11-15,2021-11-15,,,http://www.더샵광양베이센트.com/,2021910119,더샵 광양베이센트,04,무순위/잔여세대,전라남도 광양시 황금동 552-2,57770,18551330,202406,2021910119,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2021910119&pblancNo=2021910119,2021-11-08,2021-10-29,,,2021-11-03,2021-11-03,49
주식회사 약수,2021-11-12,2021-11-13,,,http://www.rinercounty.modoo.at,2021910122,의정부역 리버카운티아파트,04,무순위/잔여세대,"경기도 의정부시 호국로1346번길 12(의정부동, 리버카운티)",11693,18779881,202111,2021910122,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2021910122&pblancNo=2021910122,2021-11-05,2021-10-28,,,2021-11-02,2021-11-02,25
만강A.P.T(천상환),2021-11-11,2021-11-11,,,https://blog.naver.com/wise4474,2021910120,만강아파트(사후7차),04,무순위/잔여세대,경기도 수원시 팔달구 정조로715번길 29 (매교동),16465,0312953885,202201,2021910120,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2021910120&pblancNo=2021910120,2021-11-04,2021-10-26,,,2021-11-01,2021-11-01,7
코리아신탁(주),2021-11-12,2021-11-12,,,http://www.vtstyle.co.kr,2021910117,브이티스타일,04,무순위/잔여세대,"서울특별시 동대문구 장한로28가길 17 (장안동, VT Style)",02523,18998970,202111,2021910117,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2021910117&pblancNo=2021910117,2021-11-05,2021-10-25,,,2021-11-01,2021-11-02,18
신영부동산신탁 주식회사,2021-11-05,2021-11-05,,,http://www.남천세원수.com,2021910118,남천 세원 수,04,무순위/잔여세대,부산광역시 수영구 남천동 55-20,48313,18995408,202112,2021910118,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2021910118&pblancNo=2021910118,2021-10-29,2021-10-21,,,2021-10-26,2021-10-26,9
케이비부동산신탁(주),2021-11-06,2021-11-06,,,http://여수오션테라스.com,2021910116,여수 소호동 금호어울림 오션테라스,04,무순위/잔여세대,전라남도 여수시 소호로 271(소호동),59670,0616920600,202305,2021910116,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2021910116&pblancNo=2021910116,2021-10-29,2021-10-21,,,2021-10-26,2021-10-26,2
현대백조타운 주택재건축정비사업조합,2021-11-04,2021-11-05,,,https://ds-sk.co.kr/,2021910115,달서 SK VIEW,04,무순위/잔여세대,"대구광역시 달서구 와룡로15길 86(본리동, 현대백조타운)",42692,0535558500,202406,2021910115,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2021910115&pblancNo=2021910115,2021-10-28,2021-10-20,,,2021-10-25,2021-10-25,150
(주)서해종합건설,2021-11-04,2021-11-04,,,http://www.dc1seohai.co.kr/,2021910114,연수 서해그랑블 에듀파크,04,무순위/잔여세대,인천광역시 연수구 동춘동 동춘2구역도시개발사업 1-1블록,21979,18334112,202401,2021910114,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2021910114&pblancNo=2021910114,2021-10-28,2021-10-18,,,2021-10-25,2021-10-25,1
신림 스카이 아파트,2021-11-03,2021-11-04,,,,2021910113,신림스카이아파트,04,무순위/잔여세대,"서울특별시 관악구 신림로 185(신림동, 신림 스카이 아파트)",08845,028779273,202111,2021910113,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2021910113&pblancNo=2021910113,2021-10-25,2021-10-15,,,2021-10-20,2021-10-20,22
대신자산신탁(주),2021-10-28,2021-10-28,,,http://시청역동원시티비스타.com,2021910112,시청역 동원시티비스타,04,무순위/잔여세대,부산광역시 연제구 연산동 1360-13번지 일원,47542,0518631300,202309,2021910112,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2021910112&pblancNo=2021910112,2021-10-21,2021-10-13,,,2021-10-18,2021-10-18,20
에이치밸리움,2021-10-28,2021-10-29,,,http://www.우장산h밸리움.com,2021910109,우장산 한울에이치밸리움,04,무순위/잔여세대,서울특별시 강서구 공항대로 42길 11(내발산동 649-3),07647,0236659607,202302,2021910109,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2021910109&pblancNo=2021910109,2021-10-21,2021-10-13,,,2021-10-18,2021-10-18,18
(주)하나자산신탁,2021-10-22,2021-10-22,,,http://singi-starclass.co.kr/,2021910107,신기역 극동스타클래스,04,무순위/잔여세대,대구광역시 동구 반야월로26길 15-1(신기동),41118,16447739,202311,2021910107,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2021910107&pblancNo=2021910107,2021-10-21,2021-10-13,,,2021-10-18,2021-10-18,6
"우미건설(주),신동아건설(주)",2021-11-05,2021-11-05,,,http://oj-lynnfamilie.com,2021910106,양주 옥정 린 파밀리에,04,무순위/잔여세대,경기도 양주시 옥정동 옥정택지개발지구 A-1BL,11473,0318587400,202402,2021910106,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2021910106&pblancNo=2021910106,2021-10-21,2021-10-13,,,2021-10-18,2021-10-18,1
주식회사 이담알앤디,2021-10-28,2021-10-28,,,http://hillstate.co.kr/s/#daegu_first,2021910103,힐스테이트 대구역 퍼스트 2차,04,무순위/잔여세대,대구광역시 중구 태평로 105(태평로3가),41902,0534281688,202505,2021910103,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2021910103&pblancNo=2021910103,2021-10-21,2021-10-12,,,2021-10-18,2021-10-18,106
(주)하나자산신탁,2021-10-26,2021-10-26,,,,2021930010,대전 아이파크시티 1단지,06,계약취소주택,대전광역시 유성구 복용동 30(대전 도안2-1지구 A1블록),34202,0423683041,202111,2021930010,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2021930010&pblancNo=2021930010,2021-10-18,2021-10-08,2021-10-13,2021-10-13,2021-10-13,2021-10-13,1
주식회사 케이더블유개발,2021-10-21,2021-10-21,,,http://www.thehonors-opera.com/,2021910110,태왕디아너스 오페라,04,무순위/잔여세대,대구광역시 북구 고성동1가 162-11번지 일원,41597,0537562900,202507,2021910110,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2021910110&pblancNo=2021910110,2021-10-18,2021-10-08,,,2021-10-13,2021-10-13,1
대신주택,2021-10-28,2021-10-28,,,http://www.이안더메트로.com,2021910108,이안 더 메트로 (사후2차),04,무순위/잔여세대,"경기도 의정부시 평화로567번길 15(의정부동, 이안더메트로)",11691,0318532001,202112,2021910108,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2021910108&pblancNo=2021910108,2021-10-20,2021-10-08,,,2021-10-15,2021-10-15,2
코리아신탁(주),2021-10-25,2021-10-25,,,http://www.아시아드삼정그린코아.com,2021910099,아시아드 삼정그린코아 더시티,04,무순위/잔여세대,부산광역시 동래구 아시아드대로184번길 8(사직동),47840,15779263,202401,2021910099,https://www.applyhome.co.kr/ai/aia/selectAPTRemndrLttotPblancDetailView.do?houseManageNo=2021910099&pblancNo=2021910099,2021-10-18,2021-10-08,,,2021-10-13,2021-10-13,16
