EXCLUSE_AR,GP,HOUSE_MANAGE_NO,MODEL_NO,PBLANC_NO,SUBSCRPT_REQST_AMOUNT,SUPLY_AMOUNT,SUPLY_HSHLDCO,TP,`TP
74.2500,-,2021850012,02,2021850012,10,11900,41,74B,
74.2500,-,2021850012,01,2021850012,10,10500,127,74A,
74.9833,-,2021850011,03,2021850011,10,15900,111,74A-2,
74.9661,-,2021850011,04,2021850011,10,15900,74,74B-2,
84.9923,-,2021850011,05,2021850011,10,17600,103,84A-1,
84.9723,-,2021850011,06,2021850011,10,17600,25,84B-1,
84.9919,-,2021850011,07,2021850011,10,17600,4,84C-1,
84.9923,-,2021850011,08,2021850011,10,17600,410,84A-2,
84.9723,-,2021850011,09,2021850011,10,17600,99,84B-2,
84.9919,-,2021850011,10,2021850011,10,17600,15,84C-2,
74.9833,-,2021850011,01,2021850011,10,15900,28,74A-1,
74.9661,-,2021850011,02,2021850011,10,15900,18,74B-1,
41.5090,-,2021850010,02,2021850010,10,1000,14,41C,
20.1860,-,2021850010,04,2021850010,10,500,3,20A1,
42.3765,-,2021850010,06,2021850010,10,1000,17,42A6,
20.2007,-,2021850010,05,2021850010,10,500,14,20A2,
20.1860,-,2021850010,01,2021850010,10,500,10,20A,
42.3765,-,2021850010,03,2021850010,10,1000,10,42A,
47.9737,-,2021850010,07,2021850010,10,1000,14,47A8,
47.8820,-,2021850010,08,2021850010,10,1000,14,47A9,
84.7712,-,2021850008,06,2021850008,10,24000,4,84BT,
69.7799,-,2021850008,01,2021850008,10,23000,109,69E,
69.7799,-,2021850008,02,2021850008,10,23000,28,69T,
84.7154,-,2021850008,03,2021850008,10,24000,141,84AE,
84.7154,-,2021850008,05,2021850008,10,24000,36,84AT,
84.7712,-,2021850008,04,2021850008,10,24000,13,84BE,
84.9769,-,2021850007,04,2021850007,10,27528,40,84F,
84.9899,-,2021850007,03,2021850007,10,31388,113,84B,
84.9769,-,2021850007,02,2021850007,10,31388,268,84A,
59.9168,-,2021850007,01,2021850007,10,19352,124,59,
84.9769,-,2021850006,04,2021850006,10,27528,208,84F,
84.9769,-,2021850006,02,2021850006,10,31388,581,84A,
59.9168,-,2021850006,01,2021850006,10,19352,166,59,
84.9899,-,2021850006,03,2021850006,10,31388,291,84B,
59.9881,-,2021850005,01,2021850005,10,16100,136,59A,
59.9969,-,2021850005,07,2021850005,10,14400,52,59G,
69.9138,-,2021850005,08,2021850005,10,17800,20,69A,
69.9790,-,2021850005,09,2021850005,10,17800,81,69B,
69.9991,-,2021850005,10,2021850005,10,17800,137,69C,
84.8959,-,2021850005,11,2021850005,10,19300,258,84A,
59.9969,-,2021850005,03,2021850005,10,16100,20,59C,
59.9881,-,2021850005,04,2021850005,10,14400,49,59D,
59.9710,-,2021850005,02,2021850005,10,16100,24,59B,
59.9710,-,2021850005,06,2021850005,10,14400,19,59F,
59.9710,-,2021850005,05,2021850005,10,14400,48,59E,
84.8863,-,2021850004,05,2021850004,10,13787,847,84,
72.8832,-,2021850004,04,2021850004,10,12585,215,72B,
72.8832,-,2021850004,03,2021850004,10,12585,114,72A,
59.8228,-,2021850004,01,2021850004,10,5000,40,59A,
59.5349,-,2021850004,02,2021850004,10,11134,19,59B,
84.8980,-,2021850003,02,2021850003,10,16800,282,84A,
84.9720,-,2021850003,05,2021850003,10,16800,82,84D,
84.9350,-,2021850003,03,2021850003,10,16800,160,84B,
74.9850,-,2021850003,01,2021850003,10,15800,29,74B,
84.9880,-,2021850003,04,2021850003,10,16800,56,84C,
59.9740,-,2021850002,01,2021850002,10,45980,233,59A,
59.9740,-,2021850002,03,2021850002,10,40330,63,59C,
59.9864,-,2021850002,04,2021850002,10,40330,16,59D,
59.9864,-,2021850002,02,2021850002,10,46020,79,59B,
53.5760,-,2021850001,03,2021850001,10,6100,51,53OT1,
55.4200,-,2021850001,02,2021850001,10,6300,54,55OT,
51.9770,-,2021850001,01,2021850001,10,4200,27,51B,
53.5760,-,2021850001,04,2021850001,10,4700,3,53OT2,
28.3488,1,2020950070,01,2020950070,200,101100,10,A14,
49.6207,4,2020950070,28,2020950070,200,181500,4,A20,
29.2695,1,2020950070,03,2020950070,200,107200,4,A21,
31.8096,1,2020950070,04,2020950070,200,113100,4,A23,
26.7375,1,2020950070,05,2020950070,200,116600,4,A25,
30.3418,1,2020950070,06,2020950070,200,107900,4,A26,
31.5031,1,2020950070,07,2020950070,200,114700,4,A27,
33.6908,2,2020950070,08,2020950070,200,110500,10,A04,
35.6360,2,2020950070,09,2020950070,200,155200,3,A07,
37.2355,2,2020950070,10,2020950070,200,164300,4,A10,
34.0684,2,2020950070,11,2020950070,200,124700,13,A12,
39.2805,2,2020950070,12,2020950070,200,122900,6,A17,
38.1534,2,2020950070,13,2020950070,200,122700,20,A19,
33.7343,2,2020950070,14,2020950070,200,111200,4,A22,
33.8229,2,2020950070,15,2020950070,200,146700,4,A24,
43.5255,3,2020950070,16,2020950070,200,137300,5,A01,
46.3254,3,2020950070,17,2020950070,200,161200,64,A02,
44.7910,3,2020950070,18,2020950070,200,144900,5,A02-1,
42.4159,3,2020950070,19,2020950070,200,220100,3,A08,
41.5063,3,2020950070,20,2020950070,200,190300,3,A09,
45.8044,3,2020950070,21,2020950070,200,157700,4,A11,
42.3842,3,2020950070,22,2020950070,200,129200,6,A16,
46.7893,4,2020950070,23,2020950070,200,162500,5,A03,
46.6169,4,2020950070,24,2020950070,200,165800,5,A05,
49.9903,4,2020950070,25,2020950070,200,178500,11,A06,
49.6878,4,2020950070,26,2020950070,200,196300,13,A13,
49.8109,4,2020950070,27,2020950070,200,159200,6,A15,
32.2786,1,2020950070,02,2020950070,200,109900,6,A18,
84.6443,2,2020950069,02,2020950069,100,53477,56,84,
79.4968,1,2020950069,01,2020950069,100,52377,64,79,
29.9380,-,2020950068,02,2020950068,2000,24317,102,B,
29.7640,-,2020950068,01,2020950068,2000,25267,339,A,
19.9300,1,2020950067,01,2020950067,100,16143,60,20A,
19.9300,1,2020950067,02,2020950067,100,16737,30,20B,
20.2600,1,2020950067,03,2020950067,100,16413,20,20C,
20.2600,1,2020950067,04,2020950067,100,17007,10,20D,
42.7400,3,2020950067,10,2020950067,100,36221,10,42D,
24.0900,2,2020950067,06,2020950067,100,20355,80,24B,
42.8000,3,2020950067,07,2020950067,100,36320,20,42A,
42.8000,3,2020950067,08,2020950067,100,37101,10,42B,
42.7600,3,2020950067,09,2020950067,100,35440,20,42C,
24.0900,2,2020950067,05,2020950067,100,19706,160,24A,
39.9750,1,2020950066,01,2020950066,100,49412,67,A,
39.9750,1,2020950066,02,2020950066,100,48707,10,A1,
39.6530,2,2020950066,03,2020950066,100,47768,16,B,
38.9960,3,2020950066,07,2020950066,100,46446,8,C2,
38.9960,3,2020950066,05,2020950066,100,47018,6,C,
38.9960,3,2020950066,06,2020950066,100,47018,8,C1,
39.6530,2,2020950066,04,2020950066,100,47768,28,B1,
74.9119,2,2020950065,04,2020950065,300,72407,44,74A1,
59.6196,1,2020950065,03,2020950065,300,58844,36,59B1,
74.9363,2,2020950065,06,2020950065,300,71935,9,74B1,
74.1663,2,2020950065,07,2020950065,300,72050,9,74B2,
74.9119,2,2020950065,08,2020950065,300,70802,53,74C1,
74.9119,2,2020950065,09,2020950065,300,66113,1,74P1,
75.4859,2,2020950065,10,2020950065,300,85602,4,75A3,
75.5103,2,2020950065,11,2020950065,300,85140,1,75B3,
76.2559,2,2020950065,12,2020950065,300,86001,3,76C3,
84.7459,3,2020950065,13,2020950065,300,79801,17,84A1,
84.0759,3,2020950065,14,2020950065,300,80074,18,84A2,
84.8435,3,2020950065,15,2020950065,300,80095,18,84B1,
84.1735,3,2020950065,16,2020950065,300,80378,18,84B2,
84.9873,3,2020950065,17,2020950065,300,94140,2,84B3,
84.7459,3,2020950065,18,2020950065,300,78050,18,84C1,
84.7459,3,2020950065,19,2020950065,300,78197,17,84D1,
84.7459,3,2020950065,20,2020950065,300,73802,1,84P1,
84.9786,3,2020950065,21,2020950065,300,97266,2,84PTA,
84.9972,3,2020950065,22,2020950065,300,97339,1,84PTB,
84.9382,3,2020950065,23,2020950065,300,96930,2,84PTC,
59.6196,1,2020950065,01,2020950065,300,60134,18,59A1,
59.2246,1,2020950065,02,2020950065,300,60491,18,59A2,
74.1419,2,2020950065,05,2020950065,300,72501,45,74A2,
29.9900,1,2020950064,01,2020950064,300,39463,221,29A,
18.1500,2,2020950064,03,2020950064,300,24903,210,18D,
20.3200,2,2020950064,04,2020950064,300,27872,15,20C,
29.9000,1,2020950064,02,2020950064,300,39337,17,29B,
51.9810,-,2020950063,04,2020950063,2000,30073,32,52,
49.5600,-,2020950063,03,2020950063,2000,32114,138,49,
24.8803,-,2020950063,02,2020950063,1000,18151,120,24,
22.3363,-,2020950063,01,2020950063,1000,16862,406,22,
19.9661,-,2020950062,01,2020950062,300,17177,225,19A,
19.5853,-,2020950062,02,2020950062,300,16350,27,19A-1,
29.5071,-,2020950062,05,2020950062,300,25006,18,29C,
25.2271,-,2020950062,04,2020950062,300,21060,36,25B,
21.8685,-,2020950062,03,2020950062,300,17982,9,21D,
20.6798,-,2020950061,01,2020950061,1000,15587,119,A,
38.3650,-,2020950061,04,2020950061,1000,27202,7,D,
41.6980,-,2020950061,03,2020950061,1000,30757,21,C,
25.5712,-,2020950061,02,2020950061,1000,22070,329,B,
26.5728,-,2020950060,01,2020950060,100,16624,85,A,
26.5314,-,2020950060,02,2020950060,100,16954,204,B,
70.3648,-,2020950060,06,2020950060,100,42464,1,F,
24.5741,-,2020950060,04,2020950060,100,16750,12,D,
25.9725,-,2020950060,05,2020950060,100,15419,15,E,
25.2655,-,2020950060,03,2020950060,100,16964,46,C,
84.8445,1,2020950059,01,2020950059,300,71000,21,84A,
84.8682,1,2020950059,02,2020950059,300,69500,21,84B,
84.8748,2,2020950059,03,2020950059,300,77800,78,84C,
84.8302,5,2020950059,07,2020950059,300,69500,7,84G,
84.9059,4,2020950059,05,2020950059,300,77800,260,84E,
84.8445,5,2020950059,06,2020950059,300,71000,7,84F,
84.9658,3,2020950059,04,2020950059,300,75400,26,84D,
19.8550,1,2020950058,10,2020950058,100,58090,2,19B3,
19.8550,1,2020950058,09,2020950058,100,60580,2,19B2,
22.8800,2,2020950058,12,2020950058,100,69850,1,22A,
22.1670,2,2020950058,13,2020950058,100,70400,1,22B,
23.9280,2,2020950058,14,2020950058,100,73880,14,23A,
23.9280,2,2020950058,15,2020950058,100,72270,1,23A-1,
23.9280,2,2020950058,16,2020950058,100,72980,2,23A1,
23.9280,2,2020950058,17,2020950058,100,72270,1,23A1-1,
23.9280,2,2020950058,18,2020950058,100,73880,3,23A2,
23.9870,2,2020950058,19,2020950058,100,75610,1,23B,
23.1650,2,2020950058,20,2020950058,100,73230,1,23C,
24.7430,2,2020950058,21,2020950058,100,76030,4,24A,
24.6970,2,2020950058,22,2020950058,100,76030,1,24A1,
24.6970,2,2020950058,23,2020950058,100,76030,1,24A2,
28.4640,3,2020950058,24,2020950058,100,86400,1,28A,
30.4810,3,2020950058,25,2020950058,100,93920,1,30A,
30.4810,3,2020950058,26,2020950058,100,93920,1,30A1,
19.6850,1,2020950058,01,2020950058,100,58480,2,19A,
19.6850,1,2020950058,02,2020950058,100,58380,2,19A-1,
19.6850,1,2020950058,03,2020950058,100,59980,4,19A1,
19.6850,1,2020950058,04,2020950058,100,59980,8,19A2,
19.6850,1,2020950058,05,2020950058,100,58480,2,19A3,
19.6850,1,2020950058,06,2020950058,100,58380,2,19A3-1,
19.8550,1,2020950058,07,2020950058,100,60580,6,19B,
19.9320,1,2020950058,08,2020950058,100,60580,2,19B1,
21.9640,2,2020950058,11,2020950058,100,67330,1,21A,
20.5490,-,2020950057,01,2020950057,300,17226,120,20A,
20.3700,-,2020950057,02,2020950057,300,17113,20,20B,
23.7060,-,2020950057,03,2020950057,300,21427,16,23,
24.3760,-,2020950057,04,2020950057,300,21374,59,24,
28.5460,-,2020950057,10,2020950057,300,28225,28,28D,
26.4260,-,2020950057,06,2020950057,300,23829,17,26B,
28.8590,-,2020950057,07,2020950057,300,25133,20,28A,
28.5460,-,2020950057,08,2020950057,300,28225,28,28B,
28.7560,-,2020950057,09,2020950057,300,28331,24,28C,
26.0060,-,2020950057,05,2020950057,300,23471,17,26A,
22.4550,-,2020950056,01,2020950056,300,17740,6,A,
31.2370,-,2020950056,19,2020950056,300,24320,10,D2,
21.9950,-,2020950056,03,2020950056,300,17310,6,A2,
22.0570,-,2020950056,04,2020950056,300,17630,12,A3,
22.1450,-,2020950056,05,2020950056,300,17630,12,A4,
24.0040,-,2020950056,06,2020950056,300,18910,6,B,
23.9170,-,2020950056,07,2020950056,300,18800,6,B1,
23.8270,-,2020950056,08,2020950056,300,18800,6,B2,
27.7250,-,2020950056,09,2020950056,300,21770,50,C,
27.5480,-,2020950056,10,2020950056,300,21670,26,C1,
27.5470,-,2020950056,11,2020950056,300,21670,20,C2,
24.3930,-,2020950056,12,2020950056,300,19220,24,C3,
27.4840,-,2020950056,13,2020950056,300,21560,36,C4,
27.4840,-,2020950056,14,2020950056,300,21560,42,C5,
27.6340,-,2020950056,15,2020950056,300,21560,6,C6,
28.8450,-,2020950056,16,2020950056,300,21560,12,C7,
31.4480,-,2020950056,17,2020950056,300,24430,10,D,
31.2380,-,2020950056,18,2020950056,300,24320,10,D1,
22.4250,-,2020950056,02,2020950056,300,17630,6,A1,
29.5450,1,2020950055,01,2020950055,300,48011,18,A1,
29.7550,1,2020950055,02,2020950055,300,48011,18,A2,
29.3870,1,2020950055,03,2020950055,300,48497,15,A3,
29.9610,1,2020950055,04,2020950055,300,56131,6,D,
24.0960,2,2020950055,09,2020950055,300,35906,36,C3,
24.1170,2,2020950055,06,2020950055,300,36505,128,B,
21.6360,2,2020950055,07,2020950055,300,32724,80,C1,
22.0630,2,2020950055,08,2020950055,300,32868,64,C2,
29.6320,1,2020950055,05,2020950055,300,53817,2,E,
19.6857,1,2020950054,01,2020950054,300,20206,315,19OA,
19.2828,1,2020950054,02,2020950054,300,18303,18,19OC,
19.2828,3,2020950054,06,2020950054,300,17193,1,19OC복층형,
19.6857,3,2020950054,05,2020950054,300,19406,20,19OA복층형,
22.1897,2,2020950054,03,2020950054,300,21104,108,22OB,
23.9035,2,2020950054,04,2020950054,300,23905,27,23OD,
23.9035,3,2020950054,07,2020950054,300,22698,1,23OD복층형,
20.7830,-,2020950053,01,2020950053,300,14179,321,A,
26.0350,-,2020950053,03,2020950053,300,17731,9,C,
21.8700,-,2020950053,02,2020950053,300,14480,16,B,
21.5638,-,2020950052,01,2020950052,300,18510,196,21,
49.4303,-,2020950052,04,2020950052,300,50300,80,49,
39.8303,-,2020950052,03,2020950052,300,40860,162,39,
30.8183,-,2020950052,02,2020950052,300,29890,12,30,
55.4540,1,2020950051,01,2020950051,300,37100,34,55A2,
58.9540,1,2020950051,02,2020950051,300,39400,32,58A1,
58.5540,1,2020950051,03,2020950051,300,39100,32,58A3,
55.0153,3,2020950051,07,2020950051,300,42400,14,55C,
49.8262,2,2020950051,05,2020950051,300,35700,472,49B2,
53.6262,2,2020950051,06,2020950051,300,37600,242,53B1,
47.9262,2,2020950051,04,2020950051,300,34000,14,47B3,
57.4023,1,2020950050,01,2020950050,100,38169,95,57A,
57.9595,1,2020950050,02,2020950050,100,37453,19,57B,
75.5211,2,2020950050,05,2020950050,100,47980,19,75C,
75.1118,2,2020950050,04,2020950050,100,47804,95,75B,
75.0619,2,2020950050,03,2020950050,100,47795,95,75A,
84.8478,1,2020950049,01,2020950049,300,73490,66,84A1,
84.8478,1,2020950049,02,2020950049,300,72540,5,84A2,
84.8478,1,2020950049,03,2020950049,300,72540,18,84AN,
84.9038,1,2020950049,04,2020950049,300,72540,32,84AS,
84.9447,1,2020950049,05,2020950049,300,71990,6,84E,
84.9691,4,2020950049,11,2020950049,300,48400,22,84F,
84.9311,3,2020950049,07,2020950049,300,70270,7,84C1,
84.8917,3,2020950049,08,2020950049,300,68620,7,84C2,
84.9996,3,2020950049,09,2020950049,300,70270,6,84D1,
84.9576,3,2020950049,10,2020950049,300,68620,6,84D2,
84.9725,2,2020950049,06,2020950049,300,73460,111,84B,
17.3000,-,2020950048,01,2020950048,300,17800,360,A,
42.9980,1,2020950047,01,2020950047,100,82910,96,42D,
45.9844,1,2020950047,02,2020950047,100,89140,48,45A,
49.9840,2,2020950047,03,2020950047,100,97760,22,49E,
49.9902,2,2020950047,07,2020950047,100,98800,45,49I,
49.9753,2,2020950047,05,2020950047,100,98430,22,49G,
49.7623,2,2020950047,06,2020950047,100,100380,24,49H,
49.3179,2,2020950047,04,2020950047,100,96300,22,49F,
25.0654,1,2020950046,01,2020950046,100,46000,24,25A,
46.6997,2,2020950046,02,2020950046,100,84790,48,46A,
46.8542,2,2020950046,03,2020950046,100,81630,24,46B,
49.5580,3,2020950046,07,2020950046,100,91790,6,49D,
49.9668,3,2020950046,05,2020950046,100,91880,48,49B,
49.4486,3,2020950046,06,2020950046,100,94250,48,49C,
49.7135,3,2020950046,04,2020950046,100,93320,10,49A,
24.3104,-,2020950045,05,2020950045,1000,14666,28,B1,
29.0424,-,2020950045,01,2020950045,1000,15894,226,A,
24.3104,-,2020950045,04,2020950045,1000,13708,90,B,
29.0424,-,2020950045,03,2020950045,1000,22403,16,A2,
29.0424,-,2020950045,02,2020950045,1000,15960,76,A1,
25.3100,-,2020950044,01,2020950044,2000,15100,150,A,
20.5400,-,2020950044,02,2020950044,2000,13200,116,B,
29.2800,-,2020950044,03,2020950044,2000,16400,15,C,
29.6200,-,2020950044,07,2020950044,2000,16600,15,G,
25.4300,-,2020950044,05,2020950044,2000,14800,12,E,
27.1700,-,2020950044,06,2020950044,2000,15600,15,F,
23.6100,-,2020950044,04,2020950044,2000,14800,77,D,
50.2319,1,2020950043,01,2020950043,100,31071,88,50A,
50.0263,1,2020950043,02,2020950043,100,30260,44,50B,
29.0427,2,2020950043,06,2020950043,100,18057,1,29C1,
29.2975,2,2020950043,04,2020950043,100,20686,88,29B,
29.0427,2,2020950043,05,2020950043,100,20005,87,29C,
29.9743,2,2020950043,03,2020950043,100,20912,44,29A,
23.3900,1,2020950042,01,2020950042,300,15740,10,23F1,
48.3400,4,2020950042,15,2020950042,300,29990,16,48K,
25.9400,1,2020950042,03,2020950042,300,16990,8,25C1,
28.6200,1,2020950042,04,2020950042,300,17690,10,28H1,
23.1800,2,2020950042,05,2020950042,300,15940,32,23A,
23.3500,2,2020950042,06,2020950042,300,14870,64,23D,
23.3900,2,2020950042,07,2020950042,300,14870,110,23F,
23.6900,2,2020950042,08,2020950042,300,15770,90,23I,
25.9400,2,2020950042,09,2020950042,300,16990,32,25C,
27.3600,2,2020950042,10,2020950042,300,17240,8,27E,
28.6200,2,2020950042,11,2020950042,300,17690,40,28H,
29.6100,2,2020950042,12,2020950042,300,17990,32,29B,
33.5800,3,2020950042,13,2020950042,300,23240,8,33J,
41.9000,4,2020950042,14,2020950042,300,26540,10,41G,
23.6900,1,2020950042,02,2020950042,300,15940,10,23I1,
26.8420,1,2020950041,01,2020950041,300,15847,114,26A,
25.4009,2,2020950041,02,2020950041,300,15175,76,25B,
24.5799,3,2020950041,05,2020950041,300,14917,38,24D-1,
25.6588,2,2020950041,03,2020950041,300,14902,76,25C,
25.3408,2,2020950041,04,2020950041,300,15003,76,25D,
20.3432,-,2020950040,01,2020950040,300,23038,840,A,
28.4949,-,2020950040,03,2020950040,300,28614,264,C,
26.4632,-,2020950040,02,2020950040,300,22723,40,B,
76.2729,-,2020950039,01,2020950039,300,31800,106,76,
83.8572,-,2020950039,04,2020950039,300,33609,108,83,
78.9647,-,2020950039,03,2020950039,300,32362,53,78B,
78.8855,-,2020950039,02,2020950039,300,32475,53,78A,
31.2900,1,2020950038,01,2020950038,100,17000,58,31,
59.3500,2,2020950038,02,2020950038,100,31500,232,59A,
59.6600,3,2020950038,03,2020950038,100,30500,58,59B,
59.4700,3,2020950038,04,2020950038,100,29300,29,59C,
40.1000,2,2020950037,12,2020950037,100,74100,15,40C,
40.0700,2,2020950037,11,2020950037,100,74100,15,40B,
41.5900,2,2020950037,14,2020950037,100,76500,26,41A,
42.1600,3,2020950037,15,2020950037,100,79400,16,42,
43.5700,3,2020950037,16,2020950037,100,88900,14,43,
45.0200,3,2020950037,17,2020950037,100,82100,16,45,
31.5900,1,2020950037,01,2020950037,100,52700,10,31A,
31.1100,1,2020950037,02,2020950037,100,57200,16,31B,
30.2800,2,2020950037,03,2020950037,100,65200,2,30H,
32.7400,2,2020950037,04,2020950037,100,62100,2,32H,
33.0800,2,2020950037,05,2020950037,100,71200,2,33H,
33.5800,2,2020950037,06,2020950037,100,64400,1,34H,
37.6800,2,2020950037,07,2020950037,100,71000,1,37H,
38.7900,2,2020950037,08,2020950037,100,75300,71,38,
38.9200,2,2020950037,09,2020950037,100,72700,1,38H,
39.5200,2,2020950037,10,2020950037,100,73600,1,39H,
40.5900,2,2020950037,13,2020950037,100,74800,25,40D,
23.2400,-,2020950036,01,2020950036,100,13128,270,23A,
47.8800,-,2020950036,04,2020950036,100,28355,3,46C,
23.2400,-,2020950036,03,2020950036,100,15482,39,23B-1,
23.2400,-,2020950036,02,2020950036,100,15258,90,23B,
23.1300,1,2020950035,01,2020950035,100,17047,640,23,
27.0900,2,2020950035,02,2020950035,100,19156,416,27,
41.8500,3,2020950035,06,2020950035,100,29082,13,41B,
40.7500,3,2020950035,04,2020950035,100,27323,20,40,
41.8500,3,2020950035,05,2020950035,100,28250,85,41A,
36.6100,3,2020950035,03,2020950035,100,24761,34,36,
67.2800,1,2020950034,01,2020950034,100,49990,122,67,
72.5017,2,2020950034,02,2020950034,100,53340,31,72A,
84.9593,3,2020950034,06,2020950034,100,60490,59,84,
72.8737,2,2020950034,04,2020950034,100,55290,62,72C,
73.7772,2,2020950034,05,2020950034,100,54290,61,73,
72.2023,2,2020950034,03,2020950034,100,55210,61,72B,
21.9960,-,2020950033,01,2020950033,500,12644,216,21A,
21.9906,-,2020950033,02,2020950033,500,12925,17,21B,
29.8841,-,2020950033,03,2020950033,500,14014,123,29A,
55.8597,-,2020950033,04,2020950033,500,25828,170,55A,
47.6344,-,2020950033,09,2020950033,500,28017,4,,PH47B
21.9906,-,2020950033,06,2020950033,500,13171,1,PH21B,
29.8841,-,2020950033,07,2020950033,500,17529,3,PH29A,
47.5648,-,2020950033,08,2020950033,500,27958,10,PH47A,
55.9444,-,2020950033,05,2020950033,500,25714,68,55B,
54.3620,5,2020950032,16,2020950032,3000,43425,3,54,
42.3740,4,2020950032,15,2020950032,3000,39339,19,42P,
54.3620,5,2020950032,18,2020950032,3000,53046,1,54P,
20.0566,1,2020950032,01,2020950032,3000,14479,72,20A`,
20.0566,1,2020950032,02,2020950032,3000,16895,72,20AD,
20.0836,1,2020950032,03,2020950032,3000,17637,77,20B,
20.0836,1,2020950032,04,2020950032,3000,19267,180,20BD,
20.0836,1,2020950032,05,2020950032,3000,19531,1,20BP,
29.5480,2,2020950032,06,2020950032,3000,25197,18,29,
29.5480,2,2020950032,07,2020950032,3000,27174,24,29D,
29.5480,2,2020950032,08,2020950032,3000,29037,6,29P,
36.3325,3,2020950032,09,2020950032,3000,29356,8,36,
36.3325,3,2020950032,10,2020950032,3000,29592,4,36D,
40.7305,4,2020950032,11,2020950032,3000,32934,3,40,
40.7305,4,2020950032,12,2020950032,3000,35971,4,40D,
40.7305,4,2020950032,13,2020950032,3000,38526,1,40P,
42.3740,4,2020950032,14,2020950032,3000,35920,32,42,
54.3620,5,2020950032,17,2020950032,3000,49643,4,54D,
22.8700,-,2020950031,01,2020950031,300,16685,24,22A,
24.4600,-,2020950031,02,2020950031,300,18188,108,24B,
26.3000,-,2020950031,03,2020950031,300,18229,36,26C,
54.4200,-,2020950031,07,2020950031,300,37081,26,54G,
50.6300,-,2020950031,05,2020950031,300,37035,104,50E,
52.4700,-,2020950031,06,2020950031,300,35802,26,52F,
47.8400,-,2020950031,04,2020950031,300,34204,26,47D,
20.9170,1,2020950030,01,2020950030,300,30550,32,20B,
21.1999,1,2020950030,02,2020950030,300,31400,724,21A,
20.9170,1,2020950030,03,2020950030,300,30550,64,20B1,
41.9218,2,2020950030,07,2020950030,300,55510,32,41C1,
41.9218,2,2020950030,05,2020950030,300,56380,32,41C,
44.7750,2,2020950030,06,2020950030,300,62960,38,44E,
34.3960,2,2020950030,04,2020950030,300,44900,32,34D,
84.6483,-,2020950029,01,2020950029,300,58600,233,84OA,
84.8498,-,2020950029,04,2020950029,300,58200,74,84OC,
84.9337,-,2020950029,03,2020950029,300,57900,39,84OB,
84.6483,-,2020950029,02,2020950029,300,58900,114,84OA-1,
46.9400,3,2020950028,07,2020950028,300,71976,15,46OF,
44.4300,3,2020950028,08,2020950028,300,68139,9,44OG1,
43.8200,3,2020950028,09,2020950028,300,67192,15,43OG2,
28.9200,4,2020950028,10,2020950028,300,44362,15,28OH,
27.6900,4,2020950028,11,2020950028,300,39033,12,27OI,
53.7700,2,2020950028,06,2020950028,300,84899,15,53OE2,
77.9300,1,2020950028,01,2020950028,300,123013,15,77OA,
76.4000,1,2020950028,02,2020950028,300,121752,15,76OB,
62.0700,1,2020950028,03,2020950028,300,95166,15,62OC,
54.9300,2,2020950028,04,2020950028,300,87581,15,54OD,
53.8900,2,2020950028,05,2020950028,300,81812,60,53OE1,
25.8000,4,2020950028,12,2020950028,300,39586,9,25OJ,
84.8766,-,2020950027,01,2020950027,100,37300,60,84OT,
84.9800,-,2020950026,01,2020950026,300,115900,78,84OA,
84.9800,-,2020950026,02,2020950026,300,115601,78,84OB,
84.9900,-,2020950026,03,2020950026,300,117697,78,84OC,
71.4500,-,2020950026,07,2020950026,300,77403,1,71OG,
84.9800,-,2020950026,05,2020950026,300,151000,2,84OE,
84.9900,-,2020950026,06,2020950026,300,152780,2,84OF,
84.9900,-,2020950026,04,2020950026,300,117499,76,84OD,
59.2800,1,2020950025,01,2020950025,300,77597,19,59OA,
56.7900,1,2020950025,02,2020950025,300,76700,19,56OB,
53.6600,1,2020950025,03,2020950025,300,71594,38,53OC,
37.8000,2,2020950025,07,2020950025,300,51104,19,37OG,
38.4600,2,2020950025,05,2020950025,300,50199,19,38OE,
38.1900,2,2020950025,06,2020950025,300,51493,19,38OF,
53.6600,1,2020950025,04,2020950025,300,71398,38,53OD,
28.8110,1,2020950024,03,2020950024,100,14990,10,28,
32.3251,1,2020950024,04,2020950024,100,17070,9,32,
34.3213,1,2020950024,05,2020950024,100,17580,80,34A,
34.8461,1,2020950024,06,2020950024,100,18030,7,34B,
34.8346,1,2020950024,07,2020950024,100,18030,7,34C,
37.4208,1,2020950024,08,2020950024,100,19360,10,37A,
37.6141,1,2020950024,09,2020950024,100,19400,10,37B,
59.6451,2,2020950024,10,2020950024,100,32120,8,59A,
59.6752,2,2020950024,11,2020950024,100,31820,90,59B,
59.9815,2,2020950024,12,2020950024,100,31980,69,59C,
65.7934,3,2020950024,13,2020950024,100,35070,7,65A,
65.9710,3,2020950024,14,2020950024,100,33970,30,65B,
66.1000,3,2020950024,15,2020950024,100,35230,142,66,
68.4881,3,2020950024,16,2020950024,100,35090,7,68,
77.4492,3,2020950024,17,2020950024,100,40620,19,77,
26.2134,1,2020950024,01,2020950024,100,14470,10,26,
27.4163,1,2020950024,02,2020950024,100,14330,9,27,
56.5110,-,2020950023,01,2020950023,500,29031,24,56A,
28.2470,-,2020950023,02,2020950023,500,14689,120,28A,
29.5860,-,2020950023,06,2020950023,500,15813,96,29D,
29.3070,-,2020950023,04,2020950023,500,15992,48,29B,
29.5830,-,2020950023,05,2020950023,500,15813,96,29C,
29.1200,-,2020950023,03,2020950023,500,15960,264,29A,
