EXCLUSE_AR,GP,HOUSE_MANAGE_NO,MODEL_NO,PBLANC_NO,SUBSCRPT_REQST_AMOUNT,SUPLY_AMOUNT,SUPLY_HSHLDCO,TP,`TP
84.4800,2,2021950071,11,2021950071,300,72700,20,84B,
84.6100,2,2021950071,12,2021950071,300,68740,20,84E,
84.8200,2,2021950071,13,2021950071,300,66880,20,84G,
84.9300,2,2021950071,14,2021950071,300,69000,20,84H,
84.5800,2,2021950071,15,2021950071,300,77000,4,D84A,
84.4800,2,2021950071,16,2021950071,300,78000,2,D84B,
84.9300,2,2021950071,19,2021950071,300,76000,2,D84H,
20.2000,-,2021950070,01,2021950070,300,17745,179,A-1,
22.8200,-,2021950070,04,2021950070,300,19990,25,D-1,
25.3600,-,2021950070,03,2021950070,300,22342,30,C-1,
24.3400,-,2021950070,02,2021950070,300,21486,74,B-1,
83.5580,-,2021950069,01,2021950069,300,49130,761,83A1,
83.9774,-,2021950069,03,2021950069,300,48150,497,83B,
83.6765,-,2021950069,02,2021950069,300,48020,264,83A2,
21.0675,-,2021950068,01,2021950068,300,15209,24,21A,
23.2061,-,2021950068,02,2021950068,300,16749,24,23B,
30.3189,-,2021950068,03,2021950068,300,21450,16,30C,
48.2702,-,2021950068,07,2021950068,300,34139,47,48G,
38.7523,-,2021950068,05,2021950068,300,26319,8,38E,
43.8903,-,2021950068,06,2021950068,300,31039,88,43F,
31.4403,-,2021950068,04,2021950068,300,22459,8,31D,
38.9500,4,2021950067,18,2021950067,100,85110,1,38ART,
44.5500,3,2021950067,10,2021950067,100,81930,101,44A,
44.8500,3,2021950067,11,2021950067,100,81670,1,44B,
45.0500,3,2021950067,12,2021950067,100,80410,9,45A,
46.6500,3,2021950067,13,2021950067,100,85800,19,46A,
46.4600,3,2021950067,14,2021950067,100,82930,3,46B,
46.4600,3,2021950067,15,2021950067,100,83760,5,46C,
49.2200,3,2021950067,16,2021950067,100,87840,9,49A,
49.4100,3,2021950067,17,2021950067,100,89070,9,49B,
21.0500,1,2021950067,01,2021950067,100,38000,24,21A,
27.7100,1,2021950067,02,2021950067,100,49960,1,27A,
29.6100,2,2021950067,03,2021950067,100,53380,12,29A,
29.1700,2,2021950067,04,2021950067,100,52060,34,29B,
31.7100,2,2021950067,05,2021950067,100,57740,3,31A,
31.2700,2,2021950067,06,2021950067,100,56370,7,31B,
38.9500,2,2021950067,07,2021950067,100,71630,26,38A,
38.9500,2,2021950067,08,2021950067,100,72350,10,38B,
39.7600,2,2021950067,09,2021950067,100,71680,6,39A,
44.5500,4,2021950067,19,2021950067,100,96680,2,44ART,
20.1600,-,2021950066,01,2021950066,500,15722,160,A,
20.1600,-,2021950066,02,2021950066,500,15390,16,A1,
20.1200,-,2021950066,03,2021950066,500,16022,312,B,
20.1200,-,2021950066,04,2021950066,500,16022,24,B1,
59.6900,-,2021950066,09,2021950066,500,47534,16,D1,
27.6300,-,2021950066,06,2021950066,500,22458,104,C,
27.6300,-,2021950066,07,2021950066,500,22003,8,C1,
59.6900,-,2021950066,08,2021950066,500,45568,16,D,
20.1200,-,2021950066,05,2021950066,500,15028,16,B2,
31.6470,-,2021950065,01,2021950065,300,23117,21,31,
56.7136,-,2021950065,03,2021950065,300,36267,1,56-1,
56.7136,-,2021950065,02,2021950065,300,39073,20,56,
84.8800,-,2021950064,02,2021950064,300,41700,168,84OT,
75.9100,-,2021950064,01,2021950064,300,37700,168,75OT,
84.8100,1,2021950063,01,2021950063,300,57110,154,84A,
84.7300,1,2021950063,02,2021950063,300,57060,19,84B,
84.9100,1,2021950063,03,2021950063,300,57770,69,84C,
84.9600,1,2021950063,04,2021950063,300,56040,10,84D,
84.8700,1,2021950063,05,2021950063,300,58330,72,84E,
24.7400,2,2021950063,12,2021950063,300,52520,1,24,
84.4200,1,2021950063,07,2021950063,300,56860,20,84G,
84.8900,1,2021950063,08,2021950063,300,57470,20,84H,
84.9400,1,2021950063,09,2021950063,300,58970,20,84I,
84.7100,1,2021950063,10,2021950063,300,58810,19,84J,
84.9600,1,2021950063,11,2021950063,300,58100,19,84K,
84.7200,1,2021950063,06,2021950063,300,54150,10,84F,
75.9975,1,2021950062,01,2021950062,300,117380,13,75B1,
75.9880,1,2021950062,02,2021950062,300,105690,13,75B2,
75.9983,1,2021950062,03,2021950062,300,107810,13,75B3,
75.9983,1,2021950062,04,2021950062,300,112350,13,75B4,
84.9555,3,2021950062,09,2021950062,300,133170,12,84T,
84.9653,2,2021950062,06,2021950062,300,118020,57,84A2,
84.9906,2,2021950062,07,2021950062,300,120250,57,84A3,
84.9906,2,2021950062,08,2021950062,300,125310,57,84A4,
84.9967,2,2021950062,05,2021950062,300,130990,57,84A1,
33.6557,-,2021950061,01,2021950061,100,23950,2,33,
48.8380,-,2021950061,03,2021950061,100,34250,16,48B,
48.9034,-,2021950061,02,2021950061,100,33840,72,48A,
21.2020,1,2021950060,04,2021950060,100,14200,253,21A,
20.3646,1,2021950060,02,2021950060,100,13900,15,20B,
20.4180,1,2021950060,03,2021950060,100,14000,79,20C,
19.7840,1,2021950060,01,2021950060,100,13850,45,19D,
18.9218,2,2021950060,05,2021950060,100,12800,15,18E,
18.1040,2,2021950060,06,2021950060,100,12800,27,18F,
22.4820,3,2021950060,12,2021950060,100,15500,12,22M,
23.5180,2,2021950060,07,2021950060,100,17450,27,23H,
19.5838,3,2021950060,09,2021950060,100,12835,2,19I,
22.7840,3,2021950060,11,2021950060,100,15620,90,22J,
21.7918,3,2021950060,10,2021950060,100,15360,9,21K,
24.0252,3,2021950060,13,2021950060,100,17450,9,24L,
24.4020,2,2021950060,08,2021950060,100,17600,261,24G,
36.6243,1,2021950058,01,2021950058,300,40900,3,36,
84.9710,4,2021950058,32,2021950058,300,103500,2,84C,
38.3497,1,2021950058,03,2021950058,300,40900,15,38,
38.3497,1,2021950058,04,2021950058,300,42100,20,38-T,
39.5150,1,2021950058,05,2021950058,300,43100,6,39,
39.5150,1,2021950058,06,2021950058,300,44400,8,39-T,
40.4793,1,2021950058,07,2021950058,300,45000,4,40,
42.7417,1,2021950058,08,2021950058,300,46000,20,42A,
42.4170,1,2021950058,09,2021950058,300,47000,8,42B,
43.6430,1,2021950058,10,2021950058,300,47000,22,43,
45.2586,2,2021950058,11,2021950058,300,49600,3,45,
45.2586,2,2021950058,12,2021950058,300,52100,4,45-T,
49.5248,2,2021950058,13,2021950058,300,56200,4,49,
52.5503,2,2021950058,14,2021950058,300,58300,12,52,
52.5503,2,2021950058,15,2021950058,300,60000,16,52-T,
55.4523,2,2021950058,16,2021950058,300,61900,16,55A,
55.8309,2,2021950058,17,2021950058,300,59600,10,55B,
59.7821,2,2021950058,18,2021950058,300,65200,69,59A,
59.7821,2,2021950058,19,2021950058,300,66500,75,59A-T,
59.0350,2,2021950058,20,2021950058,300,61800,11,59B,
60.5661,2,2021950058,21,2021950058,300,69200,58,60B,
60.6847,2,2021950058,22,2021950058,300,67900,10,60C,
63.5175,2,2021950058,23,2021950058,300,68900,90,63A,
72.4595,2,2021950058,24,2021950058,300,78500,20,72,
55.8309,3,2021950058,25,2021950058,300,62600,1,55B-R,
60.3099,3,2021950058,26,2021950058,300,69700,11,60A-TR,
60.5661,3,2021950058,27,2021950058,300,72600,2,60B-R,
60.6847,3,2021950058,28,2021950058,300,71400,1,60C-R,
72.4595,3,2021950058,29,2021950058,300,81700,2,72-R,
84.6218,4,2021950058,30,2021950058,300,97100,2,84A,
84.7985,4,2021950058,31,2021950058,300,100200,2,84B,
36.6243,1,2021950058,02,2021950058,300,41900,4,36-T,
30.2193,-,2021950057,01,2021950057,100,124800,19,30A,
42.4184,-,2021950057,03,2021950057,100,159500,17,42E,
31.2057,-,2021950057,02,2021950057,100,134000,19,31B,
18.0910,-,2021950056,01,2021950056,300,18850,1,18,
22.8910,-,2021950056,02,2021950056,300,21840,6,22,
29.7942,-,2021950056,06,2021950056,300,30940,2,29T,
29.9520,-,2021950056,04,2021950056,300,28990,3,29A,
29.9039,-,2021950056,05,2021950056,300,30810,1,29BT,
27.9439,-,2021950056,03,2021950056,300,27170,1,27T,
22.8910,-,2021950055,01,2021950055,300,21970,6,22,
29.7942,-,2021950055,04,2021950055,300,30420,1,29T,
29.9039,-,2021950055,03,2021950055,300,30420,3,29BT,
29.9520,-,2021950055,02,2021950055,300,30030,1,29AT,
63.9225,-,2021950054,01,2021950054,300,33000,23,63OT,
62.9113,-,2021950052,01,2021950052,300,50760,56,A1,
63.3013,-,2021950052,02,2021950052,300,50490,48,A2,
63.5093,-,2021950052,03,2021950052,300,50650,48,A3,
63.6073,-,2021950052,04,2021950052,300,51320,77,B1,
63.2173,-,2021950052,05,2021950052,300,50420,66,B2,
64.3353,-,2021950052,06,2021950052,300,51310,66,B3,
125.5690,-,2021950052,13,2021950052,300,156040,1,D4,
61.2793,-,2021950052,08,2021950052,300,43120,6,C2,
62.5373,-,2021950052,09,2021950052,300,44010,6,C3,
126.0200,-,2021950052,10,2021950052,300,158530,3,D1,
124.8641,-,2021950052,11,2021950052,300,142660,2,D2,
106.3443,-,2021950052,12,2021950052,300,97940,1,D3,
62.0693,-,2021950052,07,2021950052,300,44190,7,C1,
84.9300,-,2021950051,02,2021950051,300,75890,48,84B,
84.9853,-,2021950051,01,2021950051,300,79305,83,84A,
84.9300,-,2021950050,02,2021950050,300,75890,48,84B,
84.9853,-,2021950050,01,2021950050,300,79684,80,84A,
30.0000,-,2021950049,01,2021950049,100,53800,5,30A,
30.0000,-,2021950049,02,2021950049,100,69900,5,30B,
30.0000,-,2021950049,03,2021950049,100,57300,4,30C,
30.0000,-,2021950049,04,2021950049,100,59000,4,30D,
30.0000,-,2021950049,05,2021950049,100,54800,1,30E,
30.0000,-,2021950049,06,2021950049,100,57500,1,30F,
37.7600,-,2021950049,07,2021950049,100,83500,5,37,
45.0300,-,2021950049,08,2021950049,100,92400,1,45,
46.0800,-,2021950049,09,2021950049,100,97400,4,46,
47.9100,-,2021950049,10,2021950049,100,101100,5,47,
49.6800,-,2021950049,11,2021950049,100,118500,4,49A,
49.6800,-,2021950049,12,2021950049,100,118300,1,49B,
26.9500,-,2021950048,01,2021950048,300,16230,39,26A,
84.6800,-,2021950048,16,2021950048,300,43660,26,84A,
26.9500,-,2021950048,03,2021950048,300,16230,13,26C,
27.4100,-,2021950048,04,2021950048,300,17710,13,27A,
27.7600,-,2021950048,05,2021950048,300,17710,13,27B,
27.6300,-,2021950048,06,2021950048,300,17710,13,27C,
28.4800,-,2021950048,07,2021950048,300,16970,130,28A,
28.4800,-,2021950048,08,2021950048,300,16970,26,28B,
28.0700,-,2021950048,09,2021950048,300,16920,26,28C,
36.5900,-,2021950048,10,2021950048,300,23470,52,36A,
36.5800,-,2021950048,11,2021950048,300,23530,26,36B,
36.6100,-,2021950048,12,2021950048,300,23470,26,36C,
59.8400,-,2021950048,13,2021950048,300,37780,117,59A,
59.8200,-,2021950048,14,2021950048,300,37470,65,59B,
59.7100,-,2021950048,15,2021950048,300,37470,39,59C,
26.5400,-,2021950048,02,2021950048,300,16190,13,26B,
84.9618,1,2021950047,01,2021950047,300,79960,209,84A,
84.6904,1,2021950047,02,2021950047,300,78870,105,84B,
247.8727,2,2021950047,06,2021950047,2000,469320,3,247PH,
84.9866,1,2021950047,04,2021950047,300,79080,208,84D,
160.7417,2,2021950047,05,2021950047,2000,305590,6,160PH,
84.8014,1,2021950047,03,2021950047,300,79060,210,84C,
84.9618,1,2021950046,01,2021950046,300,79090,140,84A,
84.6904,1,2021950046,02,2021950046,300,78150,68,84B,
247.8727,2,2021950046,06,2021950046,2000,497160,2,247PH,
84.9866,1,2021950046,04,2021950046,300,78440,140,84D,
160.7417,2,2021950046,05,2021950046,2000,323650,4,160PH,
84.8014,1,2021950046,03,2021950046,300,78360,140,84C,
84.9618,1,2021950045,01,2021950045,300,79110,210,84A,
84.6904,1,2021950045,02,2021950045,300,78170,102,84B,
247.8727,2,2021950045,06,2021950045,2000,499360,3,247PH,
84.9866,1,2021950045,04,2021950045,300,78460,210,84D,
160.7417,2,2021950045,05,2021950045,2000,325080,6,160PH,
84.8014,1,2021950045,03,2021950045,300,78390,210,84C,
19.6900,1,2021950044,01,2021950044,100,14990,171,19A,
19.9700,1,2021950044,02,2021950044,100,14500,9,19B,
42.4000,3,2021950044,06,2021950044,100,31500,2,42F,
25.7100,2,2021950044,04,2021950044,100,18920,32,25D,
40.8600,3,2021950044,05,2021950044,100,30400,8,40E,
19.9700,1,2021950044,03,2021950044,100,14950,54,19C,
59.8183,-,2021950043,01,2021950043,300,41500,74,59A,
84.9629,-,2021950043,04,2021950043,300,59800,204,84B,
84.8284,-,2021950043,03,2021950043,300,59800,204,84A,
59.8724,-,2021950043,02,2021950043,300,41500,74,59B,
59.8183,-,2021950042,01,2021950042,300,41500,75,59A,
84.9629,-,2021950042,04,2021950042,300,59800,205,84B,
84.8284,-,2021950042,03,2021950042,300,59800,205,84A,
59.8724,-,2021950042,02,2021950042,300,41500,75,59B,
17.4620,-,2021950041,01,2021950041,500,28405,315,A,
30.4488,-,2021950041,04,2021950041,500,58651,8,D,
25.1448,-,2021950041,03,2021950041,500,48856,4,C,
18.6640,-,2021950041,02,2021950041,500,29945,60,B,
28.9341,-,2021950040,01,2021950040,100,17291,119,28A,
53.0932,-,2021950040,03,2021950040,100,31822,70,53C,
40.9720,-,2021950040,02,2021950040,100,24439,71,40B,
19.9300,-,2021950039,01,2021950039,300,16600,190,19C,
21.1500,-,2021950039,02,2021950039,300,18060,112,21B,
28.2800,-,2021950039,03,2021950039,300,23310,190,28A,
58.8200,-,2021950039,07,2021950039,300,50980,10,58F,
33.5600,-,2021950039,05,2021950039,300,29680,56,33E,
41.3800,-,2021950039,06,2021950039,300,35690,10,41G,
31.3000,-,2021950039,04,2021950039,300,27680,56,31D,
84.7898,-,2021950038,02,2021950038,300,94760,268,84OB,
84.9959,-,2021950038,01,2021950038,300,94760,90,84OA,
29.9600,1,2021950037,01,2021950037,300,40899,126,29A,
29.7200,1,2021950037,02,2021950037,300,40571,84,29B,
29.7200,1,2021950037,03,2021950037,300,33674,42,29C,
60.9400,3,2021950037,07,2021950037,300,85686,42,60,
29.1300,1,2021950037,05,2021950037,300,39766,42,29E,
37.2000,2,2021950037,06,2021950037,300,50782,42,37,
29.9800,1,2021950037,04,2021950037,300,33968,42,29D,
39.8652,-,2021950036,01,2021950036,10,19800,160,39,
84.6732,-,2021950035,02,2021950035,100,33810,24,84B,
84.5638,-,2021950035,01,2021950035,100,35200,148,84A,
49.6549,1,2021950034,10,2021950034,200,123500,4,49E,
34.9248,1,2021950034,01,2021950034,200,151500,3,34A,
38.0727,1,2021950034,02,2021950034,200,157500,1,38A,
39.4399,1,2021950034,03,2021950034,200,158500,1,39A,
42.3313,1,2021950034,04,2021950034,200,157500,1,42A,
49.3262,1,2021950034,12,2021950034,200,127500,1,49G,
49.1882,1,2021950034,06,2021950034,200,174500,21,49A,
49.3210,1,2021950034,07,2021950034,200,121500,2,49B,
49.9693,1,2021950034,08,2021950034,200,128500,5,49C,
49.6107,1,2021950034,09,2021950034,200,125500,5,49D,
49.3659,1,2021950034,11,2021950034,200,125500,3,49F,
42.0489,1,2021950034,05,2021950034,200,157500,1,42B,
39.5454,-,2021950033,02,2021950033,1000,22620,88,A1,
39.5454,-,2021950033,01,2021950033,1000,22420,506,A,
45.4500,1,2021950032,01,2021950032,300,33500,18,OA1,
45.4500,1,2021950032,02,2021950032,300,32500,18,OA1-1,
45.2500,1,2021950032,03,2021950032,300,33400,18,OA2,
45.2500,2,2021950032,08,2021950032,300,36200,15,OB2-1,
45.4500,2,2021950032,05,2021950032,300,37400,15,OB1,
45.4500,2,2021950032,06,2021950032,300,36300,15,OB1-1,
45.2500,2,2021950032,07,2021950032,300,37300,15,OB2,
45.2500,1,2021950032,04,2021950032,300,32400,18,OA2-1,
75.8112,-,2021950031,01,2021950031,300,74870,43,75OA,
84.9650,-,2021950031,03,2021950031,300,91660,188,84OB,
84.9887,-,2021950031,02,2021950031,300,91660,92,84OA,
42.9450,-,2021950030,01,2021950030,300,29454,189,42,
59.9400,-,2021950030,03,2021950030,300,39640,193,59,
44.2260,-,2021950030,02,2021950030,300,29769,122,44,
62.7130,-,2021950029,02,2021950029,100,39480,22,62A,
29.8244,-,2021950029,01,2021950029,100,18830,16,29A,
49.8358,1,2021950028,01,2021950028,100,41120,88,49A-1,
49.8916,2,2021950028,03,2021950028,100,40790,44,49B,
49.8358,1,2021950028,02,2021950028,100,41120,44,49A-2,
38.4410,1,2021950027,01,2021950027,100,65090,68,38A,
24.3859,3,2021950027,04,2021950027,100,38750,32,24D,
23.8902,3,2021950027,03,2021950027,100,37990,16,23B,
26.1509,2,2021950027,02,2021950027,100,44630,16,26C,
18.5112,-,2021950026,05,2021950026,1000,13947,144,B1,
18.5112,-,2021950026,06,2021950026,1000,14097,108,B2,
18.5112,-,2021950026,07,2021950026,1000,13947,8,B3,
30.8854,-,2021950026,04,2021950026,1000,23906,6,A4,
31.4744,-,2021950026,01,2021950026,1000,24388,128,A1,
30.8854,-,2021950026,02,2021950026,1000,24120,32,A2,
31.4744,-,2021950026,03,2021950026,1000,24174,24,A3,
18.5112,-,2021950026,08,2021950026,1000,14097,6,B4,
55.9365,1,2021950025,01,2021950025,100,65720,2,55A,
55.9276,1,2021950025,02,2021950025,100,64070,3,55B,
55.9463,1,2021950025,03,2021950025,100,64750,3,55C,
55.9463,1,2021950025,04,2021950025,100,69480,3,55D,
84.8614,3,2021950025,10,2021950025,100,87840,37,84E,
84.9146,2,2021950025,06,2021950025,100,92450,53,84B,
84.8836,2,2021950025,07,2021950025,100,88180,37,84F,
84.8814,3,2021950025,08,2021950025,100,93650,53,84C,
84.8814,3,2021950025,09,2021950025,100,116030,53,84D,
84.9415,2,2021950025,05,2021950025,100,99720,13,84A,
19.1950,-,2021950023,01,2021950023,300,17203,72,A,
26.4250,-,2021950023,04,2021950023,300,22789,36,D,
34.1140,-,2021950023,03,2021950023,300,28410,36,C,
22.7980,-,2021950023,02,2021950023,300,19865,180,B,
21.9000,1,2021950022,01,2021950022,300,21690,60,21,
31.6500,2,2021950022,02,2021950022,300,30950,12,31,
33.9900,2,2021950022,03,2021950022,300,31290,11,33,
33.9900,2,2021950022,04,2021950022,300,28320,1,33A,
36.1200,3,2021950022,05,2021950022,300,32830,12,36A,
36.8300,3,2021950022,06,2021950022,300,33360,12,36B,
77.5100,5,2021950022,11,2021950022,300,74680,24,77A,
39.9800,4,2021950022,08,2021950022,300,36240,84,39A,
77.4500,5,2021950022,12,2021950022,300,75130,24,77B,
79.4200,6,2021950022,13,2021950022,300,74810,11,79,
39.9800,4,2021950022,09,2021950022,300,33910,24,39B,
73.7200,5,2021950022,10,2021950022,300,70500,24,73,
36.9800,3,2021950022,07,2021950022,300,33080,12,36C,
29.4837,-,2021950021,01,2021950021,300,30930,34,29A,
29.4837,-,2021950021,02,2021950021,300,30930,221,29B,
29.4837,-,2021950021,06,2021950021,300,30930,17,29F,
29.4837,-,2021950021,04,2021950021,300,30780,17,29D,
29.4837,-,2021950021,05,2021950021,300,30690,34,29E,
29.4837,-,2021950021,03,2021950021,300,30690,17,29C,
70.7639,1,2021950020,18,2021950020,300,280871,7,70B4,
71.4995,1,2021950020,19,2021950020,300,267820,7,71C1,
71.4995,1,2021950020,20,2021950020,300,273011,7,71C2,
71.4995,1,2021950020,21,2021950020,300,262722,6,71C3,
71.4995,1,2021950020,22,2021950020,300,271973,7,71C4,
50.0202,2,2021950020,23,2021950020,300,187943,13,50H,
53.3592,1,2021950020,01,2021950020,300,191650,27,53F,
54.5664,1,2021950020,02,2021950020,300,211492,42,54A1,
54.5664,1,2021950020,03,2021950020,300,216683,42,54A2,
54.5664,1,2021950020,04,2021950020,300,207463,36,54A3,
54.5664,1,2021950020,05,2021950020,300,215645,42,54A4,
55.3192,1,2021950020,06,2021950020,300,219466,27,55G,
56.8388,1,2021950020,07,2021950020,300,205729,7,56D1,
56.7713,1,2021950020,08,2021950020,300,210672,7,56D2,
56.7713,1,2021950020,09,2021950020,300,201711,6,56D3,
56.8388,1,2021950020,10,2021950020,300,209882,7,56D4,
56.7556,1,2021950020,11,2021950020,300,207069,7,56E1,
56.8231,1,2021950020,12,2021950020,300,212509,7,56E2,
56.8231,1,2021950020,13,2021950020,300,203549,6,56E3,
56.7556,1,2021950020,14,2021950020,300,211222,7,56E4,
70.7639,1,2021950020,15,2021950020,300,276718,7,70B1,
70.6964,1,2021950020,16,2021950020,300,281650,7,70B2,
70.6964,1,2021950020,17,2021950020,300,271184,6,70B3,
49.4800,1,2021950019,01,2021950019,100,88700,28,49A,
49.5100,1,2021950019,02,2021950019,100,93300,27,49C,
49.5800,3,2021950019,05,2021950019,100,94100,26,49D,
49.5200,2,2021950019,04,2021950019,100,89900,27,49E,
49.7000,2,2021950019,03,2021950019,100,89300,28,49B,
25.7300,-,2021950018,07,2021950018,100,16100,13,25B,
22.2800,-,2021950018,01,2021950018,100,14400,13,22A,
22.3100,-,2021950018,02,2021950018,100,14200,13,22B,
25.3100,-,2021950018,06,2021950018,100,16000,13,25A,
22.6300,-,2021950018,04,2021950018,100,15700,13,22D,
23.1800,-,2021950018,05,2021950018,100,14000,13,23A,
22.6200,-,2021950018,03,2021950018,100,14700,13,22C,
38.7575,1,2021950017,01,2021950017,300,49030,45,38A,
38.7575,1,2021950017,02,2021950017,300,49030,12,38B,
38.7575,1,2021950017,03,2021950017,300,47780,15,38C,
57.3712,2,2021950017,04,2021950017,300,68530,30,57A,
57.3712,2,2021950017,05,2021950017,300,68790,6,57B,
59.0368,2,2021950017,06,2021950017,300,68720,45,59A,
78.3840,3,2021950017,13,2021950017,300,89850,45,78B,
59.0368,2,2021950017,08,2021950017,300,68020,15,59C,
59.0368,2,2021950017,09,2021950017,300,69840,9,59D,
59.2854,2,2021950017,10,2021950017,300,69880,9,59E,
59.0368,2,2021950017,11,2021950017,300,68890,3,59F,
78.3840,3,2021950017,12,2021950017,300,89850,90,78A,
59.2854,2,2021950017,07,2021950017,300,68990,45,59B,
23.5428,1,2021950015,01,2021950015,100,11618,74,23D2,
23.7176,1,2021950015,02,2021950015,100,11618,74,23D3,
24.2412,1,2021950015,03,2021950015,100,11618,74,24D1,
43.9878,2,2021950015,04,2021950015,100,20672,74,43C1,
43.2114,2,2021950015,05,2021950015,100,20672,74,43C2,
59.9392,4,2021950015,11,2021950015,100,28809,74,59B,
59.6332,3,2021950015,07,2021950015,100,27985,37,59A1,
59.9962,3,2021950015,08,2021950015,100,27954,37,59A2,
59.3670,3,2021950015,09,2021950015,100,27985,37,59A3,
59.3327,3,2021950015,10,2021950015,100,28088,37,59A4,
43.8753,2,2021950015,06,2021950015,100,20672,37,43C3,
24.9300,-,2021950014,01,2021950014,500,18157,129,A,
34.7600,-,2021950014,02,2021950014,500,26632,221,B,
37.4400,-,2021950014,06,2021950014,500,27167,13,F,
38.0700,-,2021950014,04,2021950014,500,29061,52,D,
32.3600,-,2021950014,05,2021950014,500,24856,78,E,
30.1500,-,2021950014,03,2021950014,500,21678,52,C,
20.3730,1,2021950013,01,2021950013,300,14542,9,20B,
55.0060,3,2021950013,15,2021950013,300,37177,36,55H,
24.0370,1,2021950013,03,2021950013,300,16936,188,24A,
24.5730,1,2021950013,04,2021950013,300,17353,9,24A1,
27.0670,1,2021950013,05,2021950013,300,19082,9,27A2,
29.4450,2,2021950013,06,2021950013,300,20599,9,29F,
31.6370,2,2021950013,07,2021950013,300,21811,9,31E,
35.8900,2,2021950013,08,2021950013,300,25804,18,35D,
38.2410,2,2021950013,09,2021950013,300,25142,18,38C,
39.7090,3,2021950013,10,2021950013,300,26614,9,39K,
45.6360,3,2021950013,11,2021950013,300,30768,9,45I,
48.4580,3,2021950013,12,2021950013,300,32633,27,48G,
48.0620,3,2021950013,13,2021950013,300,30987,2,48L,
51.1660,3,2021950013,14,2021950013,300,34542,9,51J,
21.7730,1,2021950013,02,2021950013,300,15429,9,21B1,
29.9910,-,2021950011,01,2021950011,500,23185,217,A,
29.9893,-,2021950011,02,2021950011,500,22947,34,A-1,
29.9855,-,2021950011,05,2021950011,500,22766,17,D,
29.9988,-,2021950011,04,2021950011,500,22773,17,C,
29.8215,-,2021950011,03,2021950011,500,22792,17,B,
27.5301,1,2021950010,04,2021950010,300,16829,2,27T,
36.4359,2,2021950010,05,2021950010,300,24269,220,36,
36.4359,2,2021950010,06,2021950010,300,25727,11,36T,
27.5301,1,2021950010,03,2021950010,300,16829,313,27,
44.8941,3,2021950010,08,2021950010,300,29607,3,44T,
23.8301,1,2021950010,01,2021950010,300,14953,20,23,
23.8301,1,2021950010,02,2021950010,300,14953,1,23T,
44.8941,3,2021950010,07,2021950010,300,29607,60,44,
27.8858,-,2021950009,01,2021950009,300,13780,246,27,
84.9424,-,2021950009,04,2021950009,300,38690,246,84,
66.8894,-,2021950009,03,2021950009,300,30210,246,66,
52.7408,-,2021950009,02,2021950009,300,24490,164,52,
20.6991,-,2021950008,01,2021950008,300,15220,11,20OT,
35.8981,-,2021950008,04,2021950008,300,20100,1,35OT,
34.3080,-,2021950008,03,2021950008,300,19210,1,34OT,
23.2894,-,2021950008,02,2021950008,300,15890,74,23OT,
20.6991,-,2021950007,01,2021950007,300,15220,18,20OT,
35.8981,-,2021950007,03,2021950007,300,20100,2,35OT,
23.2894,-,2021950007,02,2021950007,300,15890,110,23OT,
27.3540,-,2021950006,01,2021950006,300,22393,128,A,
26.5710,-,2021950006,02,2021950006,300,21846,32,A1,
29.8040,-,2021950006,03,2021950006,300,25207,92,A2-1,
26.0250,-,2021950006,08,2021950006,300,19003,16,B1,
28.9210,-,2021950006,05,2021950006,300,21121,16,A2-3,
26.6334,-,2021950006,06,2021950006,300,23126,32,A3,
27.1770,-,2021950006,07,2021950006,300,19846,96,B,
29.0260,-,2021950006,04,2021950006,300,25763,16,A2-2,
22.4590,-,2021950005,01,2021950005,100,16196,116,22A,
35.5000,-,2021950005,04,2021950005,100,26940,78,35D,
35.5000,-,2021950005,03,2021950005,100,24726,24,35B,
22.4590,-,2021950005,02,2021950005,100,18517,377,22C,
34.8450,-,2021950004,01,2021950004,300,43107,54,34.8450A,
34.9285,-,2021950004,02,2021950004,300,43175,252,34.9285B,
51.2192,-,2021950004,05,2021950004,300,67191,1,51.2192B,
51.2192,-,2021950004,04,2021950004,300,66873,17,51.2192A,
48.6192,-,2021950004,03,2021950004,300,67152,198,48.6192,
19.4594,-,2021950003,02,2021950003,1000,15251,26,B,
19.2634,-,2021950003,01,2021950003,1000,15141,756,A,
16.4700,-,2021950002,01,2021950002,500,15256,30,A,
25.0600,-,2021950002,04,2021950002,500,17835,15,C,
24.4400,-,2021950002,03,2021950002,500,18372,85,B2,
20.1600,-,2021950002,02,2021950002,500,18372,170,B,
16.4700,-,2021950001,01,2021950001,500,15256,30,A,
25.0600,-,2021950001,04,2021950001,500,17835,15,C,
24.4400,-,2021950001,03,2021950001,500,18372,85,B2,
20.1600,-,2021950001,02,2021950001,500,18372,170,B,
84.9884,-,2021850014,03,2021850014,10,27497,40,84B,
84.9884,-,2021850014,04,2021850014,10,24602,54,84C,
84.9629,-,2021850014,02,2021850014,10,27399,551,84A,
59.9887,-,2021850014,01,2021850014,10,17677,221,59,
138.3478,-,2021850013,02,2021850013,10,85000,4,138B,
148.4046,-,2021850013,03,2021850013,10,83200,29,148A,
148.4046,-,2021850013,04,2021850013,10,83200,4,148B,
138.3478,-,2021850013,01,2021850013,10,85000,62,138A,
84.9637,-,2021850012,04,2021850012,10,12500,98,84D,
84.9854,-,2021850012,05,2021850012,10,12500,26,84E,
84.9881,-,2021850012,03,2021850012,10,12500,214,84C,
