CNTRCT_AR,EXCLUSE_AR,GNSPLY_HSHLDCO,GP,HOUSE_MANAGE_NO,MODEL_NO,PBLANC_NO,SPSPLY_AGED_HSHLDCO,SPSPLY_NEW_MRRG_HSHLDCO,SPSPLY_YGMN_HSHLDCO,SUBSCRPT_REQST_AMOUNT,SUPLY_AMOUNT,SUPLY_AR,SUPLY_HSHLDCO,TP
149.3581,59.9884,0,-,2023850010,02,2023850010,2,1,0,30,43350,82.5875,3,59B-2
187.3454,75.9614,2,-,2023850010,03,2023850010,0,0,0,30,69730,102.7959,2,75
209.5720,84.9832,10,-,2023850010,04,2023850010,0,0,0,30,73150,114.9806,10,84A
209.5149,84.9638,4,-,2023850010,05,2023850010,0,0,0,30,67355,114.9452,4,84B
208.4470,84.9922,30,-,2023850010,06,2023850010,0,0,0,30,69397,113.8456,30,84C
209.0984,84.9754,1,-,2023850010,07,2023850010,0,0,0,30,66547,114.5158,1,84T
121.9784,59.9536,0,-,2023850009,01,2023850009,11,46,27,10,17900,83.6704,84,59A
123.2580,59.9960,0,-,2023850009,02,2023850009,5,40,33,10,17800,84.9230,78,59B
121.7906,59.9449,0,-,2023850009,03,2023850009,5,27,28,10,17700,83.4882,60,59C
148.3305,75.2470,0,-,2023850009,04,2023850009,4,2,15,10,21000,100.2506,21,75
162.8704,84.7229,0,-,2023850009,05,2023850009,4,0,11,10,22900,108.7358,15,84
121.9784,59.9536,0,-,2023850008,01,2023850008,11,50,36,10,17900,83.6704,97,59A
123.2580,59.9960,0,-,2023850008,02,2023850008,5,40,38,10,17800,84.9230,83,59B
121.7906,59.9449,0,-,2023850008,03,2023850008,5,27,27,10,17700,83.4882,59,59C
148.3305,75.2470,0,-,2023850008,04,2023850008,4,4,15,10,21000,100.2506,23,75
162.8704,84.7229,0,-,2023850008,05,2023850008,4,1,12,10,22900,108.7358,17,84
123.8205,59.3430,279,-,2023850007,01,2023850007,0,0,0,10,16600,80.7550,279,59A
124.0482,59.0900,0,-,2023850007,02,2023850007,0,85,0,10,16600,81.1664,85,59B
124.4780,59.4915,67,-,2023850007,03,2023850007,0,0,0,10,16600,81.3047,67,59C
149.5412,72.1324,96,-,2023850007,04,2023850007,0,0,0,10,18900,97.1945,96,72A
150.7264,72.3366,106,-,2023850007,05,2023850007,0,0,0,10,18900,98.2314,106,72B
173.5047,84.1112,50,-,2023850007,06,2023850007,0,0,0,10,20400,112.4648,50,84A
148.3924,59.9860,0,-,2023850006,01,2023850006,1,8,2,30,46410,81.6244,11,59A-2
149.3581,59.9884,0,-,2023850006,02,2023850006,1,2,1,30,43350,82.5875,4,59B-2
187.3454,75.9614,2,-,2023850006,03,2023850006,0,0,0,30,69730,102.7959,2,75
209.5720,84.9832,10,-,2023850006,04,2023850006,0,0,0,30,73150,114.9806,10,84A
209.5149,84.9638,4,-,2023850006,05,2023850006,0,0,0,30,67355,114.9452,4,84B
208.4470,84.9922,40,-,2023850006,06,2023850006,0,0,0,30,69397,113.8456,40,84C
209.0984,84.9754,1,-,2023850006,07,2023850006,0,0,0,30,66547,114.5158,1,84T
89.2504,84.9790,28,-,2023850005,01,2023850005,1,4,2,10,31800,84.9790,35,84A
89.2543,84.9827,26,-,2023850005,02,2023850005,1,3,2,10,31800,84.9827,32,84B
98.2275,84.9936,99,-,2023850005,03,2023850005,5,13,7,10,31800,93.9554,124,84C
97.3176,84.9735,22,-,2023850005,04,2023850005,1,2,2,10,31800,93.0464,27,84D
151.1823,84.9226,30,-,2023850005,05,2023850005,2,4,2,10,31800,100.4347,38,84E
152.6991,84.9594,60,-,2023850005,06,2023850005,2,10,4,10,31800,101.9295,76,84F
148.3924,59.9860,0,-,2023850004,01,2023850004,2,9,2,30,46410,81.6244,13,59A-2
149.3581,59.9884,0,-,2023850004,02,2023850004,2,2,1,30,43350,82.5875,5,59B-2
187.3454,75.9614,2,-,2023850004,03,2023850004,0,0,0,30,69730,102.7959,2,75
209.5720,84.9832,13,-,2023850004,04,2023850004,0,0,0,30,73150,114.9806,13,84A
209.5149,84.9638,4,-,2023850004,05,2023850004,0,0,0,30,67355,114.9452,4,84B
208.4470,84.9922,43,-,2023850004,06,2023850004,0,0,0,30,69397,113.8456,43,84C
121.9784,59.9536,0,-,2023850003,01,2023850003,11,54,47,10,17900,83.6704,112,59A
123.2580,59.9960,0,-,2023850003,02,2023850003,5,43,40,10,17800,84.9230,88,59B
121.7906,59.9449,0,-,2023850003,03,2023850003,5,27,30,10,17700,83.4882,62,59C
148.3305,75.2470,0,-,2023850003,04,2023850003,4,14,20,10,21000,100.2506,38,75
162.8704,84.7229,0,-,2023850003,05,2023850003,5,2,20,10,22900,108.7358,27,84
112.5450,59.8228,0,-,2023850002,01,2023850002,0,0,61,10,11134,79.9721,61,59A
112.9115,59.5349,0,-,2023850002,02,2023850002,0,0,32,10,11134,80.4953,32,59B
187.3454,75.9614,2,-,2023850001,01,2023850001,0,0,0,30,69730,102.7959,2,75
209.5720,84.9832,14,-,2023850001,02,2023850001,0,0,0,30,73150,114.9806,14,84A
209.5149,84.9638,4,-,2023850001,03,2023850001,0,0,0,30,67355,114.9452,4,84B
208.4470,84.9922,51,-,2023850001,04,2023850001,0,0,0,30,69397,113.8456,51,84C
148.3924,59.9860,0,-,2023850001,05,2023850001,3,10,5,30,46410,81.6244,18,59A-2
149.3581,59.9884,0,-,2023850001,06,2023850001,2,2,1,30,43350,82.5875,5,59B-2
121.9784,59.9536,0,-,2022850029,01,2022850029,17,94,125,10,17900,83.6704,236,59A
123.2580,59.9960,0,-,2022850029,02,2022850029,8,46,62,10,17800,84.9230,116,59B
121.7906,59.9449,0,-,2022850029,03,2022850029,5,28,38,10,17700,83.4882,71,59C
148.3305,75.2470,0,-,2022850029,04,2022850029,5,26,35,10,21000,100.2506,66,75
162.8704,84.7229,0,-,2022850029,05,2022850029,7,40,52,10,22900,108.7358,99,84
148.3305,75.2470,20,-,2022850029,06,2022850029,0,0,0,10,21000,100.2506,20,75-1
187.3454,75.9614,2,-,2022850028,01,2022850028,0,0,0,30,61987,102.7959,2,75
209.5720,84.9832,10,-,2022850028,02,2022850028,0,0,0,30,68732,114.9806,10,84A
209.5149,84.9638,4,-,2022850028,03,2022850028,0,0,0,30,67355,114.9452,4,84B
208.4470,84.9922,52,-,2022850028,04,2022850028,0,0,0,30,69397,113.8456,52,84C
148.3924,59.9860,0,-,2022850028,05,2022850028,3,4,2,30,46197,81.6244,9,59A-2
149.3581,59.9884,0,-,2022850028,06,2022850028,0,2,1,30,43350,82.5875,3,59B-2
165.6536,84.9881,0,-,2022850026,01,2022850026,0,0,6,10,10000,110.6900,6,84A
165.6536,84.9881,0,-,2022850026,02,2022850026,0,93,0,10,10000,110.6900,93,84C
165.6536,84.9881,0,-,2022850026,03,2022850026,0,0,17,10,10000,110.6900,17,84F
187.3454,75.9614,2,-,2022850024,01,2022850024,0,0,0,30,69730,102.7959,2,75
209.5720,84.9832,9,-,2022850024,02,2022850024,0,0,0,30,68732,114.9806,9,84A
209.5149,84.9638,3,-,2022850024,03,2022850024,0,0,0,30,67022,114.9452,3,84B
208.4470,84.9922,53,-,2022850024,04,2022850024,0,0,0,30,69397,113.8456,53,84C
149.3581,59.9884,2,-,2022850024,05,2022850024,0,0,0,30,54530,82.5875,2,59B-1
148.3924,59.9860,0,-,2022850024,06,2022850024,2,0,3,30,45560,81.6244,5,59A-2
149.3581,59.9884,0,-,2022850024,07,2022850024,0,1,0,30,42287,82.5875,1,59B-2
187.3454,75.9614,2,-,2022850023,01,2022850023,0,0,0,30,61987,102.7959,2,75
209.5720,84.9832,10,-,2022850023,02,2022850023,0,0,0,30,68732,114.9806,10,84A
209.5149,84.9638,3,-,2022850023,03,2022850023,0,0,0,30,67022,114.9452,3,84B
208.4470,84.9922,57,-,2022850023,04,2022850023,0,0,0,30,76570,113.8456,57,84C
148.3924,59.9860,1,-,2022850023,05,2022850023,0,0,0,30,51632,81.6244,1,59A-1
149.3581,59.9884,2,-,2022850023,06,2022850023,0,0,0,30,54530,82.5875,2,59B-1
148.3924,59.9860,0,-,2022850023,07,2022850023,1,7,4,30,46410,81.6244,12,59A-2
149.3581,59.9884,0,-,2022850023,08,2022850023,0,1,1,30,42287,82.5875,2,59B-2
140.9957,74.7155,53,-,2022850022,01,2022850022,0,0,0,10,22300,98.2364,53,74C
143.4133,74.9625,0,-,2022850022,02,2022850022,0,114,0,10,19800,100.5126,114,74D
143.4133,74.9625,205,-,2022850022,03,2022850022,0,0,0,10,22300,100.5126,205,74E
159.4850,84.6875,138,-,2022850022,04,2022850022,0,0,0,10,24000,111.0188,138,84D
159.9813,84.9744,132,-,2022850022,05,2022850022,0,0,0,10,24000,111.3509,132,84E
127.1708,64.7390,0,-,2022850021,01,2022850021,0,74,0,10,14700,84.2713,74,64A
146.9048,74.7979,86,-,2022850021,02,2022850021,0,0,0,10,17300,97.3397,86,74A
147.8303,74.5017,60,-,2022850021,03,2022850021,0,0,0,10,17300,98.4614,60,74B
166.4203,84.9959,136,-,2022850021,04,2022850021,0,0,0,10,19400,110.0975,136,84A
167.5592,84.9943,30,-,2022850021,05,2022850021,0,0,0,10,19400,111.2374,30,84B
41.2769,22.9490,19,-,2022850020,01,2022850020,0,0,0,10,500,37.7183,19,22A
50.4973,26.3276,1,-,2022850020,02,2022850020,0,0,0,10,1000,46.4147,1,26A
61.6684,32.3647,18,-,2022850020,03,2022850020,0,0,0,10,1000,56.6496,18,32A
71.1762,38.1642,18,-,2022850020,04,2022850020,0,0,0,10,1500,65.2581,18,38A
82.8566,46.2690,12,-,2022850020,05,2022850020,0,0,0,10,1500,75.6817,12,46B1
82.8987,46.4365,12,-,2022850020,06,2022850020,0,0,0,10,1500,75.6978,12,46B2
82.8566,46.2690,0,-,2022850020,07,2022850020,0,0,7,10,1500,75.6817,7,46B7
82.8987,46.4365,0,-,2022850020,08,2022850020,0,0,6,10,1500,75.6978,6,46B8
83.5220,47.7237,24,-,2022850020,09,2022850020,0,0,0,10,1500,76.1216,24,47A4
83.3364,47.4638,0,-,2022850020,10,2022850020,0,1,0,10,1500,75.9762,1,47A5
83.5220,47.7237,0,-,2022850020,11,2022850020,0,13,0,10,1500,76.1216,13,47A6
187.3454,75.9614,2,-,2022850019,01,2022850019,0,0,0,30,61987,102.7959,2,75
209.5720,84.9832,16,-,2022850019,02,2022850019,0,0,0,30,68732,114.9806,16,84A
209.5149,84.9638,6,-,2022850019,03,2022850019,0,0,0,30,67355,114.9452,6,84B
208.4470,84.9922,58,-,2022850019,04,2022850019,0,0,0,30,76902,113.8456,58,84C
187.3454,75.9614,2,-,2022850018,01,2022850018,0,0,0,30,61987,102.7959,2,75
209.5720,84.9832,19,-,2022850018,02,2022850018,0,0,0,30,68732,114.9806,19,84A
209.5149,84.9638,6,-,2022850018,03,2022850018,0,0,0,30,67355,114.9452,6,84B
208.4470,84.9922,61,-,2022850018,04,2022850018,0,0,0,30,76902,113.8456,61,84C
179.5735,84.9962,94,-,2022850016,01,2022850016,0,0,0,10,42800,107.3455,94,84A
179.5735,84.9962,0,-,2022850016,02,2022850016,11,18,18,10,36800,107.3455,47,84B
211.0345,99.9961,22,-,2022850016,03,2022850016,0,0,0,10,47500,126.0600,22,99
225.9353,107.7254,46,-,2022850016,04,2022850016,0,0,0,10,46900,134.3925,46,107A
225.9485,107.1733,11,-,2022850016,05,2022850016,0,0,0,10,46900,134.8749,11,107B
238.2645,113.2533,11,-,2022850016,06,2022850016,0,0,0,10,47400,142.0243,11,113
265.8963,126.8045,5,-,2022850016,07,2022850016,0,0,0,10,52200,158.1406,5,126T
142.6040,79.9202,99,-,2022850015,01,2022850015,0,0,0,10,12100,103.9910,99,79A
142.6040,79.9202,0,-,2022850015,02,2022850015,0,35,0,10,10200,103.9910,35,79B
142.4764,79.8488,0,-,2022850015,03,2022850015,0,0,1,10,10200,103.8980,1,79E
141.7718,79.4539,0,-,2022850015,04,2022850015,0,0,1,10,10200,103.3842,1,79F
141.7545,79.4442,0,-,2022850015,05,2022850015,0,0,1,10,10200,103.3715,1,79G
141.9086,79.5306,0,-,2022850015,06,2022850015,0,0,1,10,10200,103.4839,1,79H
151.4397,84.8722,295,-,2022850015,07,2022850015,0,0,0,10,12760,110.4343,295,84A
151.1359,84.7016,95,-,2022850015,08,2022850015,0,0,0,10,12760,110.2126,95,84B
151.4397,84.8722,0,-,2022850015,09,2022850015,0,35,0,10,10800,110.4343,35,84C
151.1359,84.7016,0,-,2022850015,10,2022850015,0,33,0,10,10800,110.2126,33,84D
151.4657,84.8864,0,-,2022850015,11,2022850015,0,35,0,10,10800,110.4531,35,84E
151.2678,84.7755,0,-,2022850015,12,2022850015,0,34,0,10,10800,110.3087,34,84F
153.3569,74.7589,0,-,2022850014,01,2022850014,0,0,45,10,7000,97.5434,45,74A
153.3569,74.7589,56,-,2022850014,02,2022850014,0,0,0,10,7000,97.5434,56,74B
153.3569,74.7589,12,-,2022850014,03,2022850014,0,0,0,10,7000,97.5434,12,74C
153.3569,74.7589,6,-,2022850014,04,2022850014,0,0,0,10,7000,97.5434,6,74D
153.3569,74.7589,4,-,2022850014,05,2022850014,0,0,0,10,7000,97.5434,4,74E
153.3569,74.7589,2,-,2022850014,06,2022850014,0,0,0,10,7000,97.5434,2,74F
153.3464,74.3891,15,-,2022850014,07,2022850014,0,0,0,10,7000,97.8089,15,74G
172.0528,84.1668,69,-,2022850014,08,2022850014,0,0,0,10,7800,109.2155,69,84A
172.0528,84.1668,28,-,2022850014,09,2022850014,0,0,0,10,7800,109.2155,28,84B
172.0528,84.1668,8,-,2022850014,10,2022850014,0,0,0,10,7800,109.2155,8,84C
172.0528,84.1668,4,-,2022850014,11,2022850014,0,0,0,10,7800,109.2155,4,84D
173.8605,84.8139,12,-,2022850014,12,2022850014,0,0,0,10,7900,110.5402,12,84E
175.0871,84.7984,15,-,2022850014,13,2022850014,0,0,0,10,7900,111.7783,15,84F
175.0871,84.7984,10,-,2022850014,14,2022850014,0,0,0,10,7900,111.7783,10,84G
174.4062,84.9402,3,-,2022850014,15,2022850014,0,0,0,10,7900,110.9915,3,84H
153.3569,74.7589,37,-,2022850014,16,2022850014,0,0,0,10,7000,97.5434,37,74A-1
124.5233,59.6472,0,-,2022850013,01,2022850013,0,0,49,10,6400,80.0944,49,59A
124.5233,59.6472,0,-,2022850013,02,2022850013,0,0,2,10,6400,80.0944,2,59B
123.4988,59.6933,0,-,2022850013,03,2022850013,0,0,6,10,6500,79.0355,6,59C
123.4988,59.6933,0,-,2022850013,04,2022850013,0,0,10,10,6500,79.0355,10,59D
123.4988,59.6933,0,-,2022850013,05,2022850013,0,0,4,10,6500,79.0355,4,59E
123.4988,59.6933,0,-,2022850013,06,2022850013,0,0,4,10,6500,79.0355,4,59F
124.4563,59.9569,0,-,2022850013,07,2022850013,0,0,3,10,6500,79.7967,3,59G
124.4563,59.9569,0,-,2022850013,08,2022850013,0,0,12,10,500,79.7966,12,59H
125.5488,59.7920,0,-,2022850013,09,2022850013,0,0,3,10,500,81.0120,3,59I
126.1410,59.7507,0,-,2022850013,10,2022850013,0,0,13,10,500,81.6350,13,59J
123.4231,59.0543,0,-,2022850013,11,2022850013,0,0,13,10,500,79.4358,13,59K
125.7811,59.1876,0,-,2022850013,12,2022850013,0,0,4,10,500,81.6945,4,59L
174.9785,84.6293,25,-,2022850013,13,2022850013,0,0,0,10,7700,111.9415,25,84A
174.9785,84.6293,32,-,2022850013,14,2022850013,0,0,0,10,7700,111.9415,32,84B
174.9785,84.6293,8,-,2022850013,15,2022850013,0,0,0,10,7700,111.9415,8,84C
177.2281,84.7910,11,-,2022850013,16,2022850013,0,0,0,10,7700,114.0706,11,84D
177.2281,84.7910,2,-,2022850013,17,2022850013,0,0,0,10,7700,114.0706,2,84E
124.4563,59.9569,0,-,2022850013,18,2022850013,0,0,9,10,500,79.7967,9,59G-1
187.3454,75.9614,3,-,2022850012,01,2022850012,0,0,0,30,61987,102.7959,3,75
209.5720,84.9832,26,-,2022850012,02,2022850012,0,0,0,30,68732,114.9806,26,84A
209.5149,84.9638,6,-,2022850012,03,2022850012,0,0,0,30,67355,114.9452,6,84B
208.4470,84.9922,69,-,2022850012,04,2022850012,0,0,0,30,76902,113.8456,69,84C
96.8838,44.9796,10,-,2022850011,01,2022850011,0,1,1,10,18800,66.6001,12,44
123.8967,59.9986,101,-,2022850011,02,2022850011,0,13,13,10,25100,83.5011,127,59B
97.0246,84.8146,30,-,2022850010,01,2022850010,2,4,2,10,30000,93.6266,38,84A
96.6262,84.9704,32,-,2022850010,02,2022850010,2,4,2,10,30000,93.2220,40,84B
90.3979,84.9460,6,-,2022850009,01,2022850009,0,1,0,10,25000,84.9460,7,84B
90.3609,84.9112,22,-,2022850009,02,2022850009,1,3,2,10,25000,84.9112,28,84C
90.2712,84.8269,6,-,2022850009,03,2022850009,1,1,0,10,25000,84.8269,8,84A-1
90.2712,84.8269,17,-,2022850009,04,2022850009,1,2,1,10,25000,84.8269,21,84A-2
187.3454,75.9614,3,-,2022850008,01,2022850008,0,0,0,30,69730,102.7959,3,75
209.5720,84.9832,58,-,2022850008,02,2022850008,0,0,0,30,77377,114.9806,58,84A
209.5149,84.9638,13,-,2022850008,03,2022850008,0,0,0,30,75762,114.9452,13,84B
208.4470,84.9922,137,-,2022850008,04,2022850008,0,0,0,30,76902,113.8456,137,84C
209.0984,84.9754,2,-,2022850008,05,2022850008,0,0,0,30,66547,114.5158,2,84T
148.3924,59.9860,4,-,2022850008,06,2022850008,0,0,0,30,57570,81.6244,4,59A-1
149.3581,59.9884,2,-,2022850008,07,2022850008,0,0,0,30,54530,82.5875,2,59B-1
148.3924,59.9860,0,-,2022850008,08,2022850008,3,13,12,30,46410,81.6244,28,59A-2
149.3581,59.9884,0,-,2022850008,09,2022850008,1,4,3,30,43350,82.5875,8,59B-2
136.7473,59.5680,549,-,2022850007,01,2022850007,0,0,0,10,20400,82.0290,549,59A
137.2660,59.8915,68,-,2022850007,02,2022850007,24,93,39,10,19450,82.2505,224,59B
170.3817,84.5287,0,-,2022850005,01,2022850005,0,34,0,10,21340,108.5377,34,84A-1
170.2328,84.5287,0,-,2022850005,02,2022850005,0,3,0,10,21340,108.3888,3,84B-1
170.6881,84.8771,0,-,2022850005,03,2022850005,0,5,0,10,21340,108.5892,5,84C-1
170.4384,84.5032,0,-,2022850005,04,2022850005,0,3,0,10,21340,108.6131,3,84D-1
170.3817,84.5287,0,-,2022850005,05,2022850005,0,0,41,10,21340,108.5377,41,84A-2
170.2328,84.5287,0,-,2022850005,06,2022850005,0,0,3,10,21340,108.3888,3,84B-2
170.6881,84.8771,0,-,2022850005,07,2022850005,0,0,5,10,21340,108.5892,5,84C-2
170.4384,84.5032,0,-,2022850005,08,2022850005,0,0,3,10,21340,108.6131,3,84D-2
170.3817,84.5287,206,-,2022850005,09,2022850005,0,0,0,10,23850,108.5377,206,84A-3
170.2328,84.5287,3,-,2022850005,10,2022850005,0,0,0,10,23850,108.3888,3,84B-3
170.6881,84.8771,25,-,2022850005,11,2022850005,0,0,0,10,23850,108.5892,25,84C-3
170.4384,84.5032,9,-,2022850005,12,2022850005,0,0,0,10,23850,108.6131,9,84D-3
140.9211,69.9943,0,-,2022850002,01,2022850002,0,27,10,10,18280,93.6659,37,69A
140.9233,69.9757,0,-,2022850002,02,2022850002,0,28,10,10,18280,93.6806,38,69B
140.9211,69.9943,15,-,2022850002,03,2022850002,0,0,0,10,18570,93.6659,15,69A-1
140.9233,69.9757,18,-,2022850002,04,2022850002,0,0,0,10,18570,93.6806,18,69B-1
159.7954,79.9947,121,-,2022850002,05,2022850002,0,0,0,10,20500,105.7886,121,79A-1
161.1009,79.9396,23,-,2022850002,06,2022850002,0,0,0,10,20500,107.1313,23,79B-1
49.6279,18.7080,0,-,2022850001,01,2022850001,0,0,12,10,5000,37.9218,12,18
91.6980,35.3029,0,-,2022850001,02,2022850001,0,0,7,10,7000,69.6080,7,35
124.4137,59.8032,838,-,2022850001,03,2022850001,0,0,0,10,14500,87.0972,838,59A
124.9103,59.5385,178,-,2022850001,04,2022850001,0,0,0,10,14500,87.7589,178,59B
125.9397,59.8168,8,-,2022850001,05,2022850001,0,0,0,10,14500,88.6146,8,59C
124.2589,59.5381,31,-,2022850001,06,2022850001,0,0,0,10,14500,87.1077,31,59D
124.4137,59.8032,0,-,2022850001,07,2022850001,118,86,0,10,13000,87.0972,204,59E
124.9103,59.5385,0,-,2022850001,08,2022850001,132,117,0,10,13000,87.7589,249,59F
125.9397,59.8168,0,-,2022850001,09,2022850001,13,10,0,10,13000,88.6146,23,59G
124.2589,59.5381,0,-,2022850001,10,2022850001,15,13,0,10,13000,87.1077,28,59H
143.9552,69.2824,230,-,2022850001,11,2022850001,0,0,0,10,16500,100.7318,230,69A
144.4440,69.4834,470,-,2022850001,12,2022850001,0,0,0,10,16500,101.0953,470,69B
145.3634,69.3321,304,-,2022850001,13,2022850001,0,0,0,10,16500,102.1090,304,69C
167.0814,84.5552,2,-,2022850001,14,2022850001,0,0,0,10,20000,114.4111,2,84A
167.0497,84.1614,11,-,2022850001,15,2022850001,0,0,0,10,20000,114.6248,11,84B
168.8890,84.5552,2,-,2022850001,16,2022850001,0,0,0,10,20000,116.2187,2,84C
122.8176,59.9887,0,-,2021850014,01,2021850014,0,88,133,10,17677,80.6595,221,59
171.2618,84.9629,551,-,2021850014,02,2021850014,0,0,0,10,27399,111.5526,551,84A
171.5796,84.9884,40,-,2021850014,03,2021850014,0,0,0,10,27497,111.8525,40,84B
171.5796,84.9884,0,-,2021850014,04,2021850014,0,32,22,10,24602,111.8525,54,84C
255.7383,138.3478,62,-,2021850013,01,2021850013,0,0,0,10,85000,170.4981,62,138A
255.7383,138.3478,4,-,2021850013,02,2021850013,0,0,0,10,85000,170.4981,4,138B
276.0009,148.4046,29,-,2021850013,03,2021850013,0,0,0,10,83200,184.5644,29,148A
276.0009,148.4046,4,-,2021850013,04,2021850013,0,0,0,10,83200,184.5644,4,148B
146.2526,74.2500,0,-,2021850012,01,2021850012,0,127,0,10,10500,98.2335,127,74A
146.2526,74.2500,41,-,2021850012,02,2021850012,0,0,0,10,11900,98.2335,41,74B
165.6536,84.9881,214,-,2021850012,03,2021850012,0,0,0,10,12500,110.6900,214,84C
167.3241,84.9637,98,-,2021850012,04,2021850012,0,0,0,10,12500,112.3763,98,84D
166.0895,84.9854,26,-,2021850012,05,2021850012,0,0,0,10,12500,111.1276,26,84E
139.5034,74.9833,0,-,2021850011,01,2021850011,0,20,8,10,15900,97.4344,28,74A-1
139.6776,74.9661,0,-,2021850011,02,2021850011,0,13,5,10,15900,97.6183,18,74B-1
139.5034,74.9833,111,-,2021850011,03,2021850011,0,0,0,10,15900,97.4344,111,74A-2
139.6776,74.9661,74,-,2021850011,04,2021850011,0,0,0,10,15900,97.6183,74,74B-2
157.6077,84.9923,0,-,2021850011,05,2021850011,0,73,30,10,17600,109.9239,103,84A-1
158.5897,84.9723,0,-,2021850011,06,2021850011,0,18,7,10,17600,110.9170,25,84B-1
157.8155,84.9919,0,-,2021850011,07,2021850011,0,3,1,10,17600,110.1319,4,84C-1
157.6077,84.9923,410,-,2021850011,08,2021850011,0,0,0,10,17600,109.9239,410,84A-2
158.5897,84.9723,99,-,2021850011,09,2021850011,0,0,0,10,17600,110.9170,99,84B-2
157.8155,84.9919,15,-,2021850011,10,2021850011,0,0,0,10,17600,110.1319,15,84C-2
36.9552,20.1860,0,-,2021850010,01,2021850010,0,0,10,10,500,33.9205,10,20A
75.1835,41.5090,14,-,2021850010,02,2021850010,0,0,0,10,1000,68.9432,14,41C
76.9249,42.3765,0,-,2021850010,03,2021850010,0,10,0,10,1000,70.5541,10,42A
36.9552,20.1860,3,-,2021850010,04,2021850010,0,0,0,10,500,33.9205,3,20A1
36.9660,20.2007,14,-,2021850010,05,2021850010,0,0,0,10,500,33.9291,14,20A2
76.9249,42.3765,17,-,2021850010,06,2021850010,0,0,0,10,1000,70.5541,17,42A6
86.6343,47.9737,14,-,2021850010,07,2021850010,0,0,0,10,1000,79.4220,14,47A8
86.5670,47.8820,14,-,2021850010,08,2021850010,0,0,0,10,1000,79.3685,14,47A9
126.7525,69.7799,109,-,2021850008,01,2021850008,0,0,0,10,23000,90.2486,109,69E
126.7525,69.7799,0,-,2021850008,02,2021850008,0,14,14,10,23000,90.2486,28,69T
153.8825,84.7154,141,-,2021850008,03,2021850008,0,0,0,10,24000,109.5652,141,84AE
153.9836,84.7712,13,-,2021850008,04,2021850008,0,0,0,10,24000,109.6373,13,84BE
153.8825,84.7154,0,-,2021850008,05,2021850008,0,18,18,10,24000,109.5652,36,84AT
153.9836,84.7712,0,-,2021850008,06,2021850008,0,2,2,10,24000,109.6373,4,84BT
130.6181,59.9168,0,-,2021850007,01,2021850007,12,99,13,10,19352,88.5763,124,59
177.0950,84.9769,268,-,2021850007,02,2021850007,0,0,0,10,31388,117.4693,268,84A
177.9950,84.9899,113,-,2021850007,03,2021850007,0,0,0,10,31388,118.3600,113,84B
177.0950,84.9769,0,-,2021850007,04,2021850007,4,32,4,10,27528,117.4693,40,84F
125.9521,59.9168,0,-,2021850006,01,2021850006,16,132,18,10,19352,86.3060,166,59
172.8552,84.9769,581,-,2021850006,02,2021850006,0,0,0,10,31388,116.6272,581,84A
173.7546,84.9899,291,-,2021850006,03,2021850006,0,0,0,10,31388,117.5178,291,84B
172.8552,84.9769,0,-,2021850006,04,2021850006,20,166,22,10,27528,116.6272,208,84F
116.8452,59.9881,136,-,2021850005,01,2021850005,0,0,0,10,16100,81.8716,136,59A
117.6051,59.9710,24,-,2021850005,02,2021850005,0,0,0,10,16100,82.6415,24,59B
118.4057,59.9969,20,-,2021850005,03,2021850005,0,0,0,10,16100,83.4270,20,59C
116.8452,59.9881,0,-,2021850005,04,2021850005,0,49,0,10,14400,81.8716,49,59D
117.6051,59.9710,0,-,2021850005,05,2021850005,0,48,0,10,14400,82.6415,48,59E
117.6051,59.9710,0,-,2021850005,06,2021850005,0,0,19,10,14400,82.6415,19,59F
118.4057,59.9969,0,-,2021850005,07,2021850005,0,52,0,10,14400,83.4270,52,59G
135.8712,69.9138,20,-,2021850005,08,2021850005,0,0,0,10,17800,95.1108,20,69A
136.5371,69.9790,81,-,2021850005,09,2021850005,0,0,0,10,17800,95.7386,81,69B
136.0440,69.9991,137,-,2021850005,10,2021850005,0,0,0,10,17800,95.2338,137,69C
164.4807,84.8959,258,-,2021850005,11,2021850005,0,0,0,10,19300,114.9856,258,84A
112.5450,59.8228,0,-,2021850004,01,2021850004,0,40,0,10,5000,79.9721,40,59A
112.9115,59.5349,0,-,2021850004,02,2021850004,0,0,19,10,11134,80.4953,19,59B
136.9079,72.8832,0,-,2021850004,03,2021850004,0,0,114,10,12585,97.2238,114,72A
136.9079,72.8832,215,-,2021850004,04,2021850004,0,0,0,10,12585,97.2238,215,72B
158.7264,84.8863,847,-,2021850004,05,2021850004,0,0,0,10,13787,112.5066,847,84
134.6232,74.9850,29,-,2021850003,01,2021850003,0,0,0,10,15800,97.1535,29,74B
152.3404,84.8980,282,-,2021850003,02,2021850003,0,0,0,10,16800,109.9173,282,84A
152.7935,84.9350,160,-,2021850003,03,2021850003,0,0,0,10,16800,110.3519,160,84B
153.9090,84.9880,56,-,2021850003,04,2021850003,0,0,0,10,16800,111.4409,56,84C
153.7667,84.9720,82,-,2021850003,05,2021850003,0,0,0,10,16800,111.3066,82,84D
130.8133,59.9740,233,-,2021850002,01,2021850002,0,0,0,10,45980,83.3308,233,59A
132.0405,59.9864,79,-,2021850002,02,2021850002,0,0,0,10,46020,84.5482,79,59B
130.8133,59.9740,0,-,2021850002,03,2021850002,6,38,19,10,40330,83.3308,63,59C
