BSNS_MBY_NM,CNTRCT_CNCLS_BGNDE,CNTRCT_CNCLS_ENDDE,HMPG_ADRES,HOUSE_DTL_SECD,HOUSE_DTL_SECD_NM,HOUSE_MANAGE_NO,HOUSE_NM,HOUSE_SECD,HOUSE_SECD_NM,HSSPLY_ADRES,HSSPLY_ZIP,MDHS_TELNO,MVN_PREARNGE_YM,PBLANC_NO,PBLANC_URL,PRZWNER_PRESNATN_DE,RCRIT_PBLANC_DE,SEARCH_HOUSE_SECD,SUBSCRPT_RCEPT_BGNDE,SUBSCRPT_RCEPT_ENDDE,TOT_SUPLY_HSHLDCO
우리자산신탁 주식회사,2021-10-21,2021-10-21,http://www.낙민역삼정그린코아더시티.com/,02,오피스텔,2021950054,낙민역 삼정그린코아 더시티,02,도시형/오피스텔/생활숙박시설/민간임대,부산광역시 동래구 낙민동 288-44,47885,0262023075,202406,2021950054,https://www.applyhome.co.kr/ai/aia/selectPRMOLttotPblancDetailView.do?houseManageNo=2021950054&pblancNo=2021950054&houseSecd=02,2021-10-20,2021-09-16,0202,2021-10-15,2021-10-15,23
대신자산신탁 주식회사,2021-09-25,2021-09-25,https://apalace.co.kr,02,오피스텔,2021950070,고덕 아팰리스 써밋파크,02,도시형/오피스텔/생활숙박시설/민간임대,경기도 평택시 이충동 606,17739,0263621063,202307,2021950070,https://www.applyhome.co.kr/ai/aia/selectPRMOLttotPblancDetailView.do?houseManageNo=2021950070&pblancNo=2021950070&houseSecd=02,2021-09-23,2021-09-10,0202,2021-09-15,2021-09-15,308
(주)한국토지신탁,2021-09-25,2021-09-30,http://prugiotreciel.com/website/,02,오피스텔,2021950069,경서 북청라 푸르지오 트레시엘,02,도시형/오피스텔/생활숙박시설/민간임대,경서3구역 도시개발지구 25블럭 1롯트,22745,0234511100,202507,2021950069,https://www.applyhome.co.kr/ai/aia/selectPRMOLttotPblancDetailView.do?houseManageNo=2021950069&pblancNo=2021950069&houseSecd=02,2021-09-24,2021-09-09,0202,2021-09-16,2021-09-16,1522
파빌리온충무로피에프브이(주),2021-09-30,2021-10-01,https://www.hillstate.co.kr/s/#namsan,01,도시형생활주택,2021950067,힐스테이트 남산,02,도시형/오피스텔/생활숙박시설/민간임대,"서울시 중구 묵정동 1-23, 1-19, 1-37, 1-17, 1-26, 3-19, 1-21, 1-2번지",04619,027903998,202401,2021950067,https://www.applyhome.co.kr/ai/aia/selectPRMOLttotPblancDetailView.do?houseManageNo=2021950067&pblancNo=2021950067&houseSecd=02,2021-09-29,2021-09-08,0201,2021-09-23,2021-09-24,282
(주)하나자산신탁,2021-09-29,2021-10-01,http://www.pgsk.co.kr,01,도시형생활주택,2021950062,판교 SK VIEW Terrace,02,도시형/오피스텔/생활숙박시설/민간임대, 판교대장 도시개발사업 B1블럭,13544,15220992,202308,2021950062,https://www.applyhome.co.kr/ai/aia/selectPRMOLttotPblancDetailView.do?houseManageNo=2021950062&pblancNo=2021950062&houseSecd=02,2021-09-24,2021-09-06,0201,2021-09-16,2021-09-16,292
김포도시관리공사,2021-09-10,2021-09-11,http://pungmu-truel.com,02,오피스텔,2021950068,풍무역 파크 트루엘,02,도시형/오피스텔/생활숙박시설/민간임대,경기도 김포시 풍무2지구 5BL-1LOT,10113,0319808500,202402,2021950068,https://www.applyhome.co.kr/ai/aia/selectPRMOLttotPblancDetailView.do?houseManageNo=2021950068&pblancNo=2021950068&houseSecd=02,2021-09-09,2021-08-31,0202,2021-09-06,2021-09-06,215
(주)무궁화신탁,2021-09-09,2021-09-10,http://www.brownstonegalaxy.co.kr/,02,오피스텔,2021950060,아산탕정 브라운스톤 갤럭시,02,도시형/오피스텔/생활숙박시설/민간임대,충청남도 아산시 탕정면 용머리길 22,31457,0234560000,202308,2021950060,https://www.applyhome.co.kr/ai/aia/selectPRMOLttotPblancDetailView.do?houseManageNo=2021950060&pblancNo=2021950060&houseSecd=02,2021-09-08,2021-08-27,0202,2021-09-01,2021-09-02,844
대신자산신탁(주),2021-09-06,2021-09-06,http://시청역동원시티비스타.com,02,오피스텔,2021950065,시청역 동원시티비스타,02,도시형/오피스텔/생활숙박시설/민간임대,부산광역시 연제구 연산동 1360-13번지 일원,47542,0263621063,202309,2021950065,https://www.applyhome.co.kr/ai/aia/selectPRMOLttotPblancDetailView.do?houseManageNo=2021950065&pblancNo=2021950065&houseSecd=02,2021-09-03,2021-08-26,0202,2021-08-31,2021-08-31,42
아시아신탁주식회사,2021-09-03,2021-09-03,http://중앙하이츠마레.com/,02,오피스텔,2021950066,중앙하이츠 마레,02,도시형/오피스텔/생활숙박시설/민간임대,경기도 안산시 단원구 성곡동 850-3,15657,0220550000,202311,2021950066,https://www.applyhome.co.kr/ai/aia/selectPRMOLttotPblancDetailView.do?houseManageNo=2021950066&pblancNo=2021950066&houseSecd=02,2021-09-02,2021-08-25,0202,2021-08-30,2021-08-30,672
(주)하나자산신탁,2021-09-06,2021-09-08,http://www.hillstate.co.kr,02,오피스텔,2021950063,힐스테이트 도안 퍼스트,02,도시형/오피스텔/생활숙박시설/민간임대,"대전광역시 유성구 용계동 673-1, 2, 8, 9번지(4필지)",34218,0234520100,202312,2021950063,https://www.applyhome.co.kr/ai/aia/selectPRMOLttotPblancDetailView.do?houseManageNo=2021950063&pblancNo=2021950063&houseSecd=02,2021-09-03,2021-08-25,0202,2021-08-30,2021-08-31,433
동흥에스앤피(주),2021-09-07,2021-09-08,http://www.weleben646.com,01,도시형생활주택,2021950057,삼성동 위레벤646,02,도시형/오피스텔/생활숙박시설/민간임대,"서울특별시 강남구 영동대로 646(삼성동, 위레벤646)",06078,025162900,202110,2021950057,https://www.applyhome.co.kr/ai/aia/selectPRMOLttotPblancDetailView.do?houseManageNo=2021950057&pblancNo=2021950057&houseSecd=02,2021-09-03,2021-08-17,0201,2021-08-30,2021-08-31,55
아시아신탁주식회사,2021-08-23,2021-08-24,http://www.다산역데시앙.kr,02,오피스텔,2021950058,다산역 데시앙,02,도시형/오피스텔/생활숙박시설/민간임대,경기도 남양주시 다산동 6056,12285,0220550000,202404,2021950058,https://www.applyhome.co.kr/ai/aia/selectPRMOLttotPblancDetailView.do?houseManageNo=2021950058&pblancNo=2021950058&houseSecd=02,2021-08-20,2021-08-12,0202,2021-08-17,2021-08-17,531
(주)무궁화신탁,2021-08-24,2021-08-25,http://www.ss-rianbichae.co.kr/,01,도시형생활주택,2021950051,송산그린시티 리안비채 EB5블록,02,도시형/오피스텔/생활숙박시설/민간임대,경기도 화성시 송산그린시티 동측지구 EB5블록,18240,0234560000,202310,2021950051,https://www.applyhome.co.kr/ai/aia/selectPRMOLttotPblancDetailView.do?houseManageNo=2021950051&pblancNo=2021950051&houseSecd=02,2021-08-20,2021-08-06,0201,2021-08-17,2021-08-17,131
(주)무궁화신탁,2021-08-24,2021-08-25,http://www.ss-rianbichae.co.kr/,01,도시형생활주택,2021950050,송산그린시티 리안비채 EB4블록,02,도시형/오피스텔/생활숙박시설/민간임대,경기도 화성시 송산그린시티 동측지구 EB4블록,18240,0234560000,202310,2021950050,https://www.applyhome.co.kr/ai/aia/selectPRMOLttotPblancDetailView.do?houseManageNo=2021950050&pblancNo=2021950050&houseSecd=02,2021-08-20,2021-08-06,0201,2021-08-17,2021-08-17,128
아시아신탁주식회사,2021-08-17,2021-08-17,,02,오피스텔,2021950056,힐스테이트 삼송역 스칸센 3BL,02,도시형/오피스텔/생활숙박시설/민간임대,경기도 고양시 덕양구 고양삼송지구 도시지원시설 4BL S4-3BL,10583,0234905847,202112,2021950056,https://www.applyhome.co.kr/ai/aia/selectPRMOLttotPblancDetailView.do?houseManageNo=2021950056&pblancNo=2021950056&houseSecd=02,2021-08-13,2021-08-05,0202,2021-08-10,2021-08-10,14
아시아신탁주식회사,2021-08-17,2021-08-17,,02,오피스텔,2021950055,힐스테이트 삼송역 스칸센 2BL,02,도시형/오피스텔/생활숙박시설/민간임대,경기도 고양시 덕양구 고양삼송지구 도시지원시설 4BL S4-2BL,10583,0234905847,202112,2021950055,https://www.applyhome.co.kr/ai/aia/selectPRMOLttotPblancDetailView.do?houseManageNo=2021950055&pblancNo=2021950055&houseSecd=02,2021-08-13,2021-08-05,0202,2021-08-10,2021-08-10,11
(주)엘제이프로젝트PFV,2021-08-11,2021-08-14,http://www.송도센텀하이브.kr,02,오피스텔,2021950052,더샵 송도 센텀하이브,02,도시형/오피스텔/생활숙박시설/민간임대,인천광역시 연수구 송도동 30-6,22007,0269599147,202501,2021950052,https://www.applyhome.co.kr/ai/aia/selectPRMOLttotPblancDetailView.do?houseManageNo=2021950052&pblancNo=2021950052&houseSecd=02,2021-08-09,2021-07-29,0202,2021-08-03,2021-08-04,387
아시아신탁주식회사,2021-08-13,2021-08-15,http://www.deokin.kr,01,도시형생활주택,2021950049,양재 비버리하임 3차,02,도시형/오피스텔/생활숙박시설/민간임대,서울특별시 서초구 양재동 328-1번지,06787,0220550000,202109,2021950049,https://www.applyhome.co.kr/ai/aia/selectPRMOLttotPblancDetailView.do?houseManageNo=2021950049&pblancNo=2021950049&houseSecd=02,2021-08-12,2021-07-29,0201,2021-08-09,2021-08-09,40
우리자산신탁 주식회사,2021-08-12,2021-08-15,http://www.더샵일산엘로이.net,02,오피스텔,2021950047,더샵 일산엘로이 3단지,02,도시형/오피스텔/생활숙박시설/민간임대,경기도 고양시 일산동구 풍동 1183번지 일원,10309,0262023000,202503,2021950047,https://www.applyhome.co.kr/ai/aia/selectPRMOLttotPblancDetailView.do?houseManageNo=2021950047&pblancNo=2021950047&houseSecd=02,2021-08-11,2021-07-29,0202,2021-08-06,2021-08-06,741
우리자산신탁 주식회사,2021-08-12,2021-08-15,http://www.더샵일산엘로이.net,02,오피스텔,2021950046,더샵 일산엘로이 2단지,02,도시형/오피스텔/생활숙박시설/민간임대,경기도 고양시 일산동구 풍동 1183번지 일원,10309,0262023000,202503,2021950046,https://www.applyhome.co.kr/ai/aia/selectPRMOLttotPblancDetailView.do?houseManageNo=2021950046&pblancNo=2021950046&houseSecd=02,2021-08-11,2021-07-29,0202,2021-08-06,2021-08-06,494
우리자산신탁 주식회사,2021-08-12,2021-08-15,http://www.더샵일산엘로이.net,02,오피스텔,2021950045,더샵 일산엘로이 1단지,02,도시형/오피스텔/생활숙박시설/민간임대,경기도 고양시 일산동구 풍동 1183번지 일원,10309,0262023000,202503,2021950045,https://www.applyhome.co.kr/ai/aia/selectPRMOLttotPblancDetailView.do?houseManageNo=2021950045&pblancNo=2021950045&houseSecd=02,2021-08-11,2021-07-29,0202,2021-08-06,2021-08-06,741
(주)양원어울림대한제13호위탁관리부동산투자회사,2021-08-23,2021-08-26,http://yangwonk.com/,03,공공지원민간임대,2021850008,서울 양원 어울림 포레스트,03,공공지원민간임대,서울시 양원지구 C-3BL (서울시 중랑구 망우동 59-2 일원),02175,0269512201,202112,2021850008,https://www.applyhome.co.kr/ai/aia/selectPRMOLttotPblancDetailView.do?houseManageNo=2021850008&pblancNo=2021850008&houseSecd=03,2021-08-09,2021-07-29,0303,2021-08-03,2021-08-04,331
대전용산개발 주식회사,2021-08-18,2021-08-23,http://hobansummit-djys.co.kr/gp,03,공공지원민간임대,2021850007,대전 용산지구 4블록 호반써밋 그랜드파크,03,공공지원민간임대,대전광역시 유성구 용산동 401번지,34040,16700612,202405,2021850007,https://www.applyhome.co.kr/ai/aia/selectPRMOLttotPblancDetailView.do?houseManageNo=2021850007&pblancNo=2021850007&houseSecd=03,2021-08-10,2021-07-29,0303,2021-08-04,2021-08-05,545
대전용산개발 주식회사,2021-08-18,2021-08-23,http://hobansummit-djys.co.kr/gp,03,공공지원민간임대,2021850006,대전 용산지구 2블록 호반써밋 그랜드파크,03,공공지원민간임대,대전광역시 유성구 용산동 413-1번지,34040,16700612,202405,2021850006,https://www.applyhome.co.kr/ai/aia/selectPRMOLttotPblancDetailView.do?houseManageNo=2021850006&pblancNo=2021850006&houseSecd=03,2021-08-10,2021-07-29,0303,2021-08-04,2021-08-05,1246
(주)무궁화신탁,2021-08-12,2021-08-12,https://www.remaincity.com,01,도시형생활주택,2021950044,용인 테크노밸리 리메인시티,02,도시형/오피스텔/생활숙박시설/민간임대,"경기도 용인시 처인구 이동읍 덕성리 1267-8, 9",17130,0234560000,202308,2021950044,https://www.applyhome.co.kr/ai/aia/selectPRMOLttotPblancDetailView.do?houseManageNo=2021950044&pblancNo=2021950044&houseSecd=02,2021-08-11,2021-07-27,0201,2021-08-06,2021-08-06,276
신영부동산신탁 주식회사,2021-08-03,2021-08-04,http://www.한성라드니체.com/,02,오피스텔,2021950048,한성필하우스 라드니체,02,도시형/오피스텔/생활숙박시설/민간임대,충청남도 천안시 서북구 불당19로 1(불당동),31156,0265267800,202401,2021950048,https://www.applyhome.co.kr/ai/aia/selectPRMOLttotPblancDetailView.do?houseManageNo=2021950048&pblancNo=2021950048&houseSecd=02,2021-08-02,2021-07-22,0202,2021-07-27,2021-07-28,637
(주)반도건설,2021-07-26,2021-07-30,http://ptgd-bando.com/officetel/index.html,02,오피스텔,2021950043,평택 고덕신도시 유보라 더크레스트(9-2-1BL),02,도시형/오피스텔/생활숙박시설/민간임대,경기도 평택시 고덕면 여염리 4324-3,18014,0328593900,202503,2021950043,https://www.applyhome.co.kr/ai/aia/selectPRMOLttotPblancDetailView.do?houseManageNo=2021950043&pblancNo=2021950043&houseSecd=02,2021-07-21,2021-07-09,0202,2021-07-14,2021-07-15,556
(주)반도건설,2021-07-26,2021-07-30,http://ptgd-bando.com/officetel/index.html,02,오피스텔,2021950042,평택 고덕신도시 유보라 더크레스트(9-1-1BL),02,도시형/오피스텔/생활숙박시설/민간임대,경기도 평택시 고덕면 여염리 4324-1,18014,0328593900,202503,2021950042,https://www.applyhome.co.kr/ai/aia/selectPRMOLttotPblancDetailView.do?houseManageNo=2021950042&pblancNo=2021950042&houseSecd=02,2021-07-21,2021-07-09,0202,2021-07-14,2021-07-15,560
대방산업개발(주),2021-07-22,2021-07-23,http://www.elium-dt.co.kr,02,오피스텔,2021950038,동탄2신도시 대방 엘리움 레이크파크,02,도시형/오피스텔/생활숙박시설/민간임대,"경기도 화성시 송동 725-9,10,11번지(동탄2 택지개발지구 일상10-1,2,3BL)",18497,16883008,202409,2021950038,https://www.applyhome.co.kr/ai/aia/selectPRMOLttotPblancDetailView.do?houseManageNo=2021950038&pblancNo=2021950038&houseSecd=02,2021-07-20,2021-06-30,0202,2021-07-14,2021-07-15,358
아시아신탁주식회사,2021-07-09,2021-07-09,http://건대트레비앙.com,02,오피스텔,2021950041,건대 트레비앙,02,도시형/오피스텔/생활숙박시설/민간임대,서울특별시 광진구 능동로19길 50 (화양동),05009,024568383,202306,2021950041,https://www.applyhome.co.kr/ai/aia/selectPRMOLttotPblancDetailView.do?houseManageNo=2021950041&pblancNo=2021950041&houseSecd=02,2021-07-08,2021-06-28,0202,2021-07-05,2021-07-05,387
아시아신탁주식회사,2021-07-06,2021-07-06,http://www.영종듀클래스운서역.com,02,오피스텔,2021950039,영종 듀클래스 운서역,02,도시형/오피스텔/생활숙박시설/민간임대,인천광역시 중구 운서동 3087-7,22376,0220550000,202407,2021950039,https://www.applyhome.co.kr/ai/aia/selectPRMOLttotPblancDetailView.do?houseManageNo=2021950039&pblancNo=2021950039&houseSecd=02,2021-07-05,2021-06-25,0202,2021-06-30,2021-06-30,624
아시아신탁주식회사,2021-07-02,2021-07-03,http://더플레이스1717.com,02,오피스텔,2021950040,천안아산역 미소지움 더플레이스1717,02,도시형/오피스텔/생활숙박시설/민간임대,충청남도 아산시 배방읍 희망로46번길 16-3,31470,0220550000,202405,2021950040,https://www.applyhome.co.kr/ai/aia/selectPRMOLttotPblancDetailView.do?houseManageNo=2021950040&pblancNo=2021950040&houseSecd=02,2021-07-01,2021-06-23,0202,2021-06-28,2021-06-28,260
(주)티케이디엔씨,2021-07-02,2021-07-02,,02,오피스텔,2021950033,시화 MTV 마리나큐브 오피스텔,02,도시형/오피스텔/생활숙박시설/민간임대,경기도 안산시 단원구 시화로 18 (성곡동) 838-5 외 1필지(838-6),15410,07046183804,202312,2021950033,https://www.applyhome.co.kr/ai/aia/selectPRMOLttotPblancDetailView.do?houseManageNo=2021950033&pblancNo=2021950033&houseSecd=02,2021-07-01,2021-06-22,0202,2021-06-28,2021-06-28,594
(주)하나자산신탁,2021-06-29,2021-06-30,http://지엘메트로시티.com/thegl,02,오피스텔,2021950037,THE GL 오피스텔,02,도시형/오피스텔/생활숙박시설/민간임대," 경기도 고양시 덕양구 (고양덕은 도시개발사업지구 업무11, 12BL) 일원",10543,0234520100,202406,2021950037,https://www.applyhome.co.kr/ai/aia/selectPRMOLttotPblancDetailView.do?houseManageNo=2021950037&pblancNo=2021950037&houseSecd=02,2021-06-28,2021-06-18,0202,2021-06-23,2021-06-23,420
계림8구역재개발조합,2021-07-12,2021-07-16,,03,민간임대,2021950036,그랜드 센트럴,02,도시형/오피스텔/생활숙박시설/민간임대,"광주광역시 동구 경양로 234 (계림동, 광주 그랜드센트럴)",61424,0622222339,202107,2021950036,https://www.applyhome.co.kr/ai/aia/selectPRMOLttotPblancDetailView.do?houseManageNo=2021950036&pblancNo=2021950036&houseSecd=02,2021-07-05,2021-06-18,0203,2021-06-30,2021-06-30,160
(주)시티글로벌,2021-07-05,2021-07-06,http://pradium-gn2.com/,01,도시형생활주택,2021950034,시티프라디움 더 강남 2차,02,도시형/오피스텔/생활숙박시설/민간임대,서울특별시 강남구 역삼동 655-12,06240,15775378,202211,2021950034,https://www.applyhome.co.kr/ai/aia/selectPRMOLttotPblancDetailView.do?houseManageNo=2021950034&pblancNo=2021950034&houseSecd=02,2021-07-01,2021-06-17,0201,2021-06-28,2021-06-28,48
대방건설동탄(주),2021-06-24,2021-06-25,http://detre-dt.co.kr,02,오피스텔,2021950031,동탄2신도시 동탄역 디에트르 퍼스티지(오피스텔),02,도시형/오피스텔/생활숙박시설/민간임대,경기도 화성시 오산동 979번지,18480,16888009,202502,2021950031,https://www.applyhome.co.kr/ai/aia/selectPRMOLttotPblancDetailView.do?houseManageNo=2021950031&pblancNo=2021950031&houseSecd=02,2021-06-22,2021-06-10,0202,2021-06-16,2021-06-17,323
부평4구역 주택재개발정비사업조합,2021-06-18,2021-06-19,http://www.부평역해링턴플레이스.com/html/,02,오피스텔,2021950030,부평역 해링턴 플레이스(오피스텔),02,도시형/오피스텔/생활숙박시설/민간임대,인천광역시 부평구 부평동 665번지,21430,0325177766,202411,2021950030,https://www.applyhome.co.kr/ai/aia/selectPRMOLttotPblancDetailView.do?houseManageNo=2021950030&pblancNo=2021950030&houseSecd=02,2021-06-17,2021-06-09,0202,2021-06-14,2021-06-14,504
